date,daily_return
2023-04-05,0.0
2023-04-06,0.00018603200000000264
2023-04-10,8.877648473304411e-05
2023-04-11,0.00017467399521930993
2023-04-12,-0.0010049022492083504
2023-04-13,0.0027784282698812834
2023-04-14,-0.0015562255033275685
2023-04-17,0.002318035862670653
2023-04-18,-5.361018995364564e-05
2023-04-19,-5.3613064160185075e-05
2023-04-20,-0.0031746478905596565
2023-04-21,-0.00010849066964524479
2023-04-24,3.056079895413788e-05
2023-04-25,-0.010509539381212352
2023-04-26,-0.0032096196788299336
2023-04-27,0.01573898991785172
2023-04-28,0.007567563095130181
2023-05-01,-0.0020246688384121247
2023-05-02,-0.011654426372453175
2023-05-03,-0.0059436476352099366
2023-05-04,-0.0034967753239109056
2023-05-05,0.01761875132185864
2023-05-08,-0.000685865097655558
2023-05-09,-0.004500966224379455
2023-05-10,0.005105118798985897
2023-05-11,-0.0033645204331065326
2023-05-12,-0.0018839757000439494
2023-05-15,0.003703100959898009
2023-05-16,-0.009553591700158348
2023-05-17,0.011685427396115333
2023-05-18,0.006207412466089579
2023-05-19,-0.0014071699456761344
2023-05-22,0.0017293409536502935
2023-05-23,-0.011226834652303563
2023-05-24,-0.009399702301324253
2023-05-25,0.006545327549561941
2023-05-26,0.01300312980328533
2023-05-30,-0.00012366583979517287
2023-05-31,-0.0040774129074301335
2023-06-01,0.008650292361550349
2023-06-02,0.016052371123620235
2023-06-05,-0.002609060476722047
2023-06-06,0.0037058377635315054
2023-06-07,-5.682627077674418e-05
2023-06-08,0.00411006237007272
2023-06-09,0.0007070793501344763
2023-06-12,0.007233237498558198
2023-06-13,0.006693011173202645
2023-06-14,0.002192004143362958
2023-06-15,0.011109837836853265
2023-06-16,-0.005870938635047063
2023-06-20,-0.007542062221459145
2023-06-21,-0.0050050831058640055
2023-06-22,0.0003233069113552922
2023-06-23,-0.008958339950798755
2023-06-26,0.0004513801863343936
2023-06-27,0.011053482431614192
2023-06-28,0.0003171432118898032
2023-06-29,0.002728656986628719
2023-06-30,0.010630088747425548
2023-07-03,0.0030807196760289646
2023-07-05,-0.0011733275464944626
2023-07-06,-0.008633823007100916
2023-07-07,-0.0014331461103302967
2023-07-10,0.000288674679999934
2023-07-11,0.0003811155415929246
2023-07-12,0.00023998809191949633
2023-07-13,0.000253200844799073
2023-07-14,-0.0002000809597307862
2023-07-17,0.00036165174910718356
2023-07-18,0.0011890186620631127
2023-07-19,0.0005230673176368494
2023-07-20,-0.0021483381222322517
2023-07-21,1.7473011582280762e-05
2023-07-24,0.00126766008294954
2023-07-25,0.0009738412776199024
2023-07-26,0.00013995536714261902
2023-07-27,-0.0028753013200313315
2023-07-28,0.004000233957036636
2023-07-31,0.000887530866442221
2023-08-01,-0.0019349097835551499
2023-08-02,-0.007469128046887374
2023-08-03,-0.0015728574467109846
2023-08-04,-0.0023315943541547535
2023-08-07,0.004157693642139471
2023-08-08,-0.0028631490524112513
2023-08-09,-0.003648011810235441
2023-08-10,-3.0025156518509455e-05
2023-08-11,-0.00048069458883570615
2023-08-14,0.0032816038920007173
2023-08-15,-0.008875065455191455
2023-08-16,-0.0057640721406795326
2023-08-17,-0.006302794392263444
2023-08-18,0.0006135551220036728
2023-08-21,0.004920886472620012
2023-08-22,-0.0023702427924193747
2023-08-23,0.009864781286802904
2023-08-24,-0.012252539744906255
2023-08-25,0.006251980244160293
2023-08-28,0.005552014192680144
2023-08-29,0.01295725039362372
2023-08-30,0.0036645208100287707
2023-08-31,-0.0013445491396605336
2023-09-01,0.0011567957709184284
2023-09-05,-0.004205018780596981
2023-09-06,-0.005692264102870381
2023-09-07,-0.0026840292852357006
2023-09-08,0.0011332526313017066
2023-09-11,0.005695402726389132
2023-09-12,-0.004878032434186053
2023-09-13,0.0009367107822169096
2023-09-14,0.007578857198003552
2023-09-15,-0.0133727245666595
2023-09-18,0.00041828163493917714
2023-09-19,-0.0018325257881887103
2023-09-20,-0.0076070608480954816
2023-09-21,-0.014787107018656154
2023-09-22,-0.00193118090271438
2023-09-25,0.0032879848197695516
2023-09-26,-0.013272031460473954
2023-09-27,0.00019216493515705757
2023-09-28,0.005192833645584205
2023-09-29,-0.0027311231618527554
2023-10-02,-0.0023980553140616756
2023-10-03,-0.011954390529772763
2023-10-04,0.0063302385611854195
2023-10-05,-0.0005260243683585797
2023-10-06,0.000703474190000053
2023-10-09,0.0007432950311301312
2023-10-10,0.0009604233668387696
2023-10-11,0.0006542983462620722
2023-10-12,-0.002437793571192115
2023-10-13,-0.0016405695248670193
2023-10-16,0.00390689168110625
2023-10-17,0.0006277668761278665
2023-10-18,-0.007405332335347459
2023-10-19,-0.005657058497181788
2023-10-20,-0.007647205100298371
2023-10-23,-0.002228535342756577
2023-10-24,0.005040023015661532
2023-10-25,-0.011331349459205886
2023-10-26,-0.0068463803628919795
2023-10-27,-0.005630314891326149
2023-10-30,0.007708296543970539
2023-10-31,0.006762826670374089
2023-11-01,0.007435674869265663
2023-11-02,0.02020428807358221
2023-11-03,0.012823304399069757
2023-11-06,-0.0015967848754470104
2023-11-07,0.002326549043261128
2023-11-08,-0.00039344383230854874
2023-11-09,-0.007938936442225097
2023-11-10,0.013963321403100082
2023-11-13,-0.0012894217091671267
2023-11-14,0.023622458296064686
2023-11-15,0.002437838766999656
2023-11-16,-0.0007500782418150553
2023-11-17,0.0027509892921588897
2023-11-20,0.006491994184180783
2023-11-21,-0.001984944288895729
2023-11-22,0.003939145083305284
2023-11-24,0.0017282823958824078
2023-11-27,-0.0019239971804563272
2023-11-28,0.0002569877151974431
