datetime,symbol,open,high,low,close,volume
2015-01-02 22:30:00,NASDAQ:GOOGL,26.597,26.7645,26.4,26.447,540340.0
2015-01-03 02:30:00,NASDAQ:GOOGL,26.416,26.5015,26.403,26.4785,246840.0
2015-01-05 22:30:00,NASDAQ:GOOGL,26.375,26.392,25.96875,25.9875,642780.0
2015-01-06 02:30:00,NASDAQ:GOOGL,25.9875,26.059,25.89875,25.9865,580440.0
2015-01-06 22:30:00,NASDAQ:GOOGL,26.031,26.0455,25.2885,25.354,1034480.0
2015-01-07 02:30:00,NASDAQ:GOOGL,25.34325,25.5185,25.2875,25.3285,858440.0
2015-01-07 22:30:00,NASDAQ:GOOGL,25.5495,25.5745,25.19,25.3145,949980.0
2015-01-08 02:30:00,NASDAQ:GOOGL,25.323,25.35,25.2435,25.248,628720.0
2015-01-08 22:30:00,NASDAQ:GOOGL,25.065,25.374,24.758,25.2935,1489780.0
2015-01-09 02:30:00,NASDAQ:GOOGL,25.2855,25.3695,25.262,25.3655,449180.0
2015-01-09 22:30:00,NASDAQ:GOOGL,25.4055,25.406,24.9435,25.0615,865440.0
2015-01-10 02:30:00,NASDAQ:GOOGL,25.0625,25.14125,24.971,25.0475,689280.0
2015-01-12 22:30:00,NASDAQ:GOOGL,24.975,25.0015,24.552,24.6875,1130100.0
2015-01-13 02:30:00,NASDAQ:GOOGL,24.667,24.886,24.659,24.8525,1059820.0
2015-01-13 22:30:00,NASDAQ:GOOGL,25.0885,25.4215,25.087,25.25425,1058080.0
2015-01-14 02:30:00,NASDAQ:GOOGL,25.2775,25.2775,24.871,25.092,843920.0
2015-01-14 22:30:00,NASDAQ:GOOGL,25.0125,25.4085,24.9125,25.213,1365080.0
2015-01-15 02:30:00,NASDAQ:GOOGL,25.2045,25.3445,25.1485,25.2865,591180.0
2015-01-15 22:30:00,NASDAQ:GOOGL,25.475,25.475,25.105,25.26,1100040.0
2015-01-16 02:30:00,NASDAQ:GOOGL,25.2615,25.326,25.189,25.2015,698380.0
2015-01-16 22:30:00,NASDAQ:GOOGL,25.167,25.4575,25.1545,25.362,1142200.0
2015-01-17 02:30:00,NASDAQ:GOOGL,25.3925,25.542,25.3775,25.5275,798720.0
2015-01-20 22:30:00,NASDAQ:GOOGL,25.6385,25.7715,25.4715,25.577,1112640.0
2015-01-21 02:30:00,NASDAQ:GOOGL,25.6095,25.6265,25.4845,25.5085,581860.0
2015-01-21 22:30:00,NASDAQ:GOOGL,25.536,25.931,25.485,25.747,839120.0
2015-01-22 02:30:00,NASDAQ:GOOGL,25.7395,26.091,25.7395,26.02825,888040.0
2015-01-22 22:30:00,NASDAQ:GOOGL,26.13875,26.652,26.0965,26.6065,1589260.0
2015-01-23 02:30:00,NASDAQ:GOOGL,26.632,26.93525,26.608,26.859,926380.0
2015-01-23 22:30:00,NASDAQ:GOOGL,26.93,27.26,26.841,27.15,2129920.0
2015-01-24 02:30:00,NASDAQ:GOOGL,27.162,27.2275,27.029,27.099,1004620.0
2015-01-26 22:30:00,NASDAQ:GOOGL,26.892,26.9155,26.6155,26.798,1128720.0
2015-01-27 02:30:00,NASDAQ:GOOGL,26.7995,26.9615,26.7785,26.8285,394660.0
