date,agg,bil,btcusd,gld,spy,vb,vnq,vo,vwo
2023-04-04,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111
2023-04-05,0.11191962659358978,0.11071214824914932,0.11073923110961914,0.11071214824914932,0.11071214824914932,0.11071214824914932,0.11163847893476486,0.11071214824914932,0.1121419295668602
2023-04-06,0.11191962659358978,0.11071214824914932,0.11073923110961914,0.11071214824914932,0.11071214824914932,0.11071214824914932,0.11163847893476486,0.11071214824914932,0.1121419295668602
2023-04-10,0.11191962659358978,0.11071214824914932,0.11073923110961914,0.11071214824914932,0.11071214824914932,0.11071214824914932,0.11163847893476486,0.11071214824914932,0.1121419295668602
2023-04-11,0.11191962659358978,0.11071214824914932,0.11073923110961914,0.11071214824914932,0.11071214824914932,0.11071214824914932,0.11163847893476486,0.11071214824914932,0.1121419295668602
2023-04-12,0.11191962659358978,0.11071214824914932,0.11073923110961914,0.11071214824914932,0.11071214824914932,0.11071214824914932,0.11163847893476486,0.11071214824914932,0.1121419295668602
2023-04-13,0.11191962659358978,0.11071214824914932,0.11073923110961914,0.11071214824914932,0.11071214824914932,0.11071214824914932,0.11163847893476486,0.11071214824914932,0.1121419295668602
2023-04-14,0.11191962659358978,0.11071214824914932,0.11073923110961914,0.11071214824914932,0.11071214824914932,0.11071214824914932,0.11163847893476486,0.11071214824914932,0.1121419295668602
2023-04-17,0.11191962659358978,0.11071214824914932,0.11073923110961914,0.11071214824914932,0.11071214824914932,0.11071214824914932,0.11163847893476486,0.11071214824914932,0.1121419295668602
2023-04-18,0.11191962659358978,0.11071214824914932,0.11073923110961914,0.11071214824914932,0.11071214824914932,0.11071214824914932,0.11163847893476486,0.11071214824914932,0.1121419295668602
2023-04-19,0.11191962659358978,0.11071214824914932,0.11073923110961914,0.11071214824914932,0.11071214824914932,0.11071214824914932,0.11163847893476486,0.11071214824914932,0.1121419295668602
2023-04-20,0.11191962659358978,0.11071214824914932,0.11073923110961914,0.11071214824914932,0.11071214824914932,0.11071214824914932,0.11163847893476486,0.11071214824914932,0.1121419295668602
2023-04-21,0.11191962659358978,0.11071214824914932,0.11073923110961914,0.11071214824914932,0.11071214824914932,0.11071214824914932,0.11163847893476486,0.11071214824914932,0.1121419295668602
2023-04-24,0.11191962659358978,0.11071214824914932,0.11073923110961914,0.11071214824914932,0.11071214824914932,0.11071214824914932,0.11163847893476486,0.11071214824914932,0.1121419295668602
2023-04-25,0.11191962659358978,0.11071214824914932,0.11073923110961914,0.11071214824914932,0.11071214824914932,0.11071214824914932,0.11163847893476486,0.11071214824914932,0.1121419295668602
2023-04-26,0.11191962659358978,0.11071214824914932,0.11073923110961914,0.11071214824914932,0.11071214824914932,0.11071214824914932,0.11163847893476486,0.11071214824914932,0.1121419295668602
2023-04-27,0.11191962659358978,0.11071214824914932,0.11073923110961914,0.11071214824914932,0.11071214824914932,0.11071214824914932,0.11163847893476486,0.11071214824914932,0.1121419295668602
2023-04-28,0.11191962659358978,0.11071214824914932,0.11073923110961914,0.11071214824914932,0.11071214824914932,0.11071214824914932,0.11163847893476486,0.11071214824914932,0.1121419295668602
2023-05-01,0.11191962659358978,0.11071214824914932,0.11073923110961914,0.11071214824914932,0.11071214824914932,0.11071214824914932,0.11163847893476486,0.11071214824914932,0.1121419295668602
2023-05-02,0.11191962659358978,0.11071214824914932,0.11073923110961914,0.11071214824914932,0.11071214824914932,0.11071214824914932,0.11163847893476486,0.11071214824914932,0.1121419295668602
2023-05-03,0.11191962659358978,0.11071214824914932,0.11073923110961914,0.11071214824914932,0.11071214824914932,0.11071214824914932,0.11163847893476486,0.11071214824914932,0.1121419295668602
2023-05-04,0.11191962659358978,0.11071214824914932,0.11073923110961914,0.11071214824914932,0.11071214824914932,0.11071214824914932,0.11163847893476486,0.11071214824914932,0.1121419295668602
2023-05-05,0.11191962659358978,0.11071214824914932,0.11073923110961914,0.11071214824914932,0.11071214824914932,0.11071214824914932,0.11163847893476486,0.11071214824914932,0.1121419295668602
2023-05-08,0.11191962659358978,0.11071214824914932,0.11073923110961914,0.11071214824914932,0.11071214824914932,0.11071214824914932,0.11163847893476486,0.11071214824914932,0.1121419295668602
2023-05-09,0.11191962659358978,0.11071214824914932,0.11073923110961914,0.11071214824914932,0.11071214824914932,0.11071214824914932,0.11163847893476486,0.11071214824914932,0.1121419295668602
2023-05-10,0.11191974580287933,0.11071214824914932,0.11073918640613556,0.11071214824914932,0.11071214824914932,0.11071214824914932,0.11163849383592606,0.11071214824914932,0.11214186251163483
2023-05-11,0.11194058507680893,0.11072015762329102,0.11080049723386765,0.11079883575439453,0.11072015762329102,0.11072015762329102,0.11155036091804504,0.11072015762329102,0.11202917993068695
2023-05-12,0.11193721741437912,0.11071985214948654,0.1108040064573288,0.11081096529960632,0.11071985214948654,0.11071985214948654,0.11154438555240631,0.11071985214948654,0.11202403903007507
2023-05-15,0.11193721741437912,0.11071985214948654,0.1108040064573288,0.11081096529960632,0.11071985214948654,0.11071985214948654,0.11154438555240631,0.11071985214948654,0.11202403903007507
2023-05-16,0.11194272339344025,0.11070787161588669,0.11070787161588669,0.11070787161588669,0.11070787161588669,0.11070787161588669,0.11145005375146866,0.11070787161588669,0.11235998570919037
2023-05-17,0.11191976815462112,0.11071213334798813,0.11073917895555496,0.11071213334798813,0.11071213334798813,0.11071213334798813,0.11163848638534546,0.11071213334798813,0.11214182525873184
