,account_value,date,daily_return,datadate
426,1760142.6549900025,2024-12-12,0.0,2024-12-12
427,1760142.6549900025,2024-12-13,0.0,2024-12-13
428,1760142.6549900025,2024-12-16,0.0,2024-12-16
429,1760142.6549900025,2024-12-17,0.0,2024-12-17
430,1760142.6549900025,2024-12-18,0.0,2024-12-18
431,1760142.6549900025,2024-12-19,0.0,2024-12-19
432,1760142.6549900025,2024-12-20,0.0,2024-12-20
433,1760141.5590300022,2024-12-23,-6.226540768539124e-07,2024-12-23
434,1760140.6765100022,2024-12-24,-5.013914906593087e-07,2024-12-24
435,1760139.1281900022,2024-12-26,-8.796569619384798e-07,2024-12-26
436,1760139.1281900022,2024-12-27,0.0,2024-12-27
437,1760138.3969100022,2024-12-30,-4.154671572331736e-07,2024-12-30
438,1760137.6656300025,2024-12-31,-4.1546732987285395e-07,2024-12-31
439,1760137.6656300025,2025-01-02,0.0,2025-01-02
440,1760137.6656300025,2025-01-03,0.0,2025-01-03
441,1760137.6656300025,2025-01-06,,2025-01-06
442,1672431.6420700022,2025-01-07,-0.0498290703463855,2025-01-07
443,1642183.780430002,2025-01-08,-0.0180861572330464,2025-01-08
444,1635810.420430002,2025-01-10,-0.0038810272491738,2025-01-10
445,1632558.180430002,2025-01-13,-0.0019881521473283,2025-01-13
446,1665254.0604300024,2025-01-14,0.0200273903815106,2025-01-14
447,1730528.5804300022,2025-01-15,0.0391979347482536,2025-01-15
448,1722116.740430002,2025-01-16,-0.0048608500865728,2025-01-16
449,1788776.3404300022,2025-01-17,0.0387079449581075,2025-01-17
450,1822753.8204300024,2025-01-21,0.0189948174246492,2025-01-21
451,1783434.9804300023,2025-01-22,-0.0215711192368941,2025-01-22
452,1787967.260430002,2025-01-23,0.0025413205694255,2025-01-23
453,1802693.5004300023,2025-01-24,0.0082363029379288,2025-01-24
454,1756743.8604300022,2025-01-27,-0.0254894356633779,2025-01-27
455,1745280.8204300022,2025-01-28,-0.0065251629780531,2025-01-28
456,1784135.8604300022,2025-01-29,0.0222629158271658,2025-01-29
457,1800889.020430002,2025-01-30,0.0093900696530824,2025-01-30
458,1763195.1004300022,2025-01-31,-0.0209307289746258,2025-01-31
459,1747527.620430002,2025-02-03,-0.0088858459260573,2025-02-03
460,1689689.260430002,2025-02-04,-0.0330972508381687,2025-02-04
461,1671721.9004300022,2025-02-05,-0.0106335291469079,2025-02-05
462,1670741.3404300022,2025-02-06,-0.0005865568906813,2025-02-06
463,1669584.8604300022,2025-02-07,-0.0006921957169637,2025-02-07
464,1685091.8204300022,2025-02-10,0.0092879136410031,2025-02-10
465,1658307.3804300022,2025-02-11,-0.0158949439284353,2025-02-11
466,1691441.1404300022,2025-02-12,0.0199804694781062,2025-02-12
467,1672812.4604300023,2025-02-13,-0.0110134958614428,2025-02-13
468,1686586.780430002,2025-02-14,0.0082342284779843,2025-02-14
469,1656799.420430002,2025-02-18,-0.0176613266187262,2025-02-18
470,1673414.1404300022,2025-02-19,0.0100282024457059,2025-02-19
471,1700551.860430002,2025-02-20,0.0162169778205809,2025-02-20
472,1664152.7404300023,2025-02-21,-0.0214042987144159,2025-02-21
473,1589618.7004300023,2025-02-24,-0.0447879802071179,2025-02-24
474,1542097.8204300022,2025-02-25,-0.0298945149469778,2025-02-25
475,1470645.7004300023,2025-02-26,-0.0463343628746431,2025-02-26
476,1477182.9804300023,2025-02-27,0.0044451766989754,2025-02-27
477,1473030.540430002,2025-02-28,-0.0028110532378265,2025-02-28
478,1501780.980430002,2025-03-03,0.0195178845318491,2025-03-03
479,1518496.6204300022,2025-03-04,0.0111305444787388,2025-03-04
480,1572996.980430002,2025-03-05,0.035890998548661,2025-03-05
481,1560574.3004300022,2025-03-06,-0.0078974595339681,2025-03-06
482,1510365.620430002,2025-03-07,-0.0321732069957615,2025-03-07
483,1376759.3004300024,2025-03-10,-0.0884595876606101,2025-03-10
484,1446337.580430002,2025-03-11,0.0505377228817471,2025-03-11
485,1458733.540430002,2025-03-12,0.0085705855726399,2025-03-12
486,1416887.340430002,2025-03-13,-0.0286866647267635,2025-03-13
487,1464895.9804300023,2025-03-14,0.0338831737923712,2025-03-14
488,1466127.940430002,2025-03-17,0.0008409880404192,2025-03-17
489,1444649.940430002,2025-03-18,-0.0146494718555739,2025-03-18
490,1512469.8204300022,2025-03-19,0.0469455458391625,2025-03-19
491,1469112.940430002,2025-03-20,-0.0286662777758259,2025-03-20
492,1466734.7804300024,2025-03-21,-0.0016187727536479,2025-03-21
493,1523291.020430002,2025-03-24,0.0385592819878581,2025-03-24
494,1522073.7004300023,2025-03-25,-0.0007991381710213,2025-03-25
495,1513089.980430002,2025-03-26,-0.0059022897494793,2025-03-26
496,1517923.980430002,2025-03-27,0.0031947868682775,2025-03-27
497,1471316.940430002,2025-03-28,-0.0307044625428455,2025-03-28
498,1442677.3804300022,2025-03-31,-0.0194652553865313,2025-03-31
499,1484979.9004300022,2025-04-01,0.0293222314107339,2025-04-01
500,1442612.420430002,2025-04-02,-0.0285306757268107,2025-04-02
501,1449769.260430002,2025-04-03,0.0049610275765314,2025-04-03
502,1455937.4604300023,2025-04-04,0.0042546080734051,2025-04-04
503,1454481.537070002,2025-04-07,-0.000999990315223,2025-04-07
