,date,tic,close,high,low,open,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence
190,2020-10-02,vo,178.13,178.86,174.76,174.84,762695.0,4.0,-0.025852373650110394,179.92241124507265,170.2715887549273,54.47811060359404,18.634740314068296,5.304389882602094,176.654,175.313,27.6299991607666,8.223255735882365
190,2020-10-02,vwo,43.14,43.505,42.93,43.0,11784163.0,4.0,-0.24698895722938374,44.998371447915375,41.79162855208462,50.62921478259584,-51.699834520355395,10.447578854442497,43.803333333333335,43.59916666666666,27.6299991607666,8.223255735882365
191,2020-10-05,agg,117.52,117.74,117.52,117.74,4890812.0,0.0,-0.1637225498073036,118.58717436933769,117.77082563066232,41.429647572705825,-284.08483950447686,43.08863405415178,118.24166666666666,118.61733333333333,27.959999084472656,5.882589162614989
191,2020-10-05,bil,91.52,91.53,91.52,91.53,1286081.0,0.0,-0.003426677559446034,91.54275455401891,91.51024544598108,46.75839585442479,-113.65657199657979,2.4873464783354784,91.52966666666666,91.53283333333334,27.959999084472656,5.882589162614989
191,2020-10-05,gld,179.41,180.14,178.9,179.02,6969605.0,0.0,-1.106047079249521,186.2097595544891,173.66224044551092,51.151067105482966,-35.68583400697995,8.167988301384806,180.84033333333335,180.97549999999998,27.959999084472656,5.882589162614989
191,2020-10-05,spy,339.76,339.96,336.01,336.06,45713108.0,0.0,-0.5764212670119946,343.7174196207187,323.1945803792813,54.46006617567082,2.362540267226686,3.755124463638219,338.3403333333333,333.65383333333335,27.959999084472656,5.882589162614989
191,2020-10-05,vb,160.31,160.45,158.09,158.18,731977.0,0.0,0.17814609725991204,159.6555652857172,148.2584347142828,57.06754967711519,106.78783163224725,14.2780182952646,155.524,154.74633333333335,27.959999084472656,5.882589162614989
191,2020-10-05,vnq,82.4,82.66,80.83,82.23,2654906.0,0.0,-0.14617048143416866,84.4299311139881,75.9470688860119,53.623124675111924,56.010313050534535,7.73493495259709,80.78,80.48716666666665,27.959999084472656,5.882589162614989
191,2020-10-05,vo,181.1,181.3686,179.375,179.45,752151.0,0.0,0.4068779798135722,180.74286776678989,169.83613223321012,57.09288317989637,103.08800957360864,5.45437474702298,176.80200000000002,175.55766666666665,27.959999084472656,5.882589162614989
191,2020-10-05,vwo,43.7,43.7,43.31,43.34,6401619.0,0.0,-0.18471456258924945,44.95255221353031,41.798447786469694,52.7968398872714,-17.404892632237512,6.719766744004484,43.794333333333334,43.609500000000004,27.959999084472656,5.882589162614989
192,2020-10-06,agg,117.62,117.84,117.49,117.6,4338717.0,1.0,-0.18533183635115336,118.62591739433729,117.67108260566268,42.77856353266755,-231.33176931940199,35.58977328666467,118.208,118.603,29.479999542236328,6.480316648763591
192,2020-10-06,bil,91.53,91.53,91.52,91.52,2457583.0,1.0,-0.0026809462237196158,91.54107874069975,91.51092125930025,49.69670219456235,-56.79652763076711,2.48734647833549,91.52933333333334,91.53266666666667,29.479999542236328,6.480316648763591
192,2020-10-06,gld,177.3,180.37,177.0513,180.16,8632761.0,1.0,-1.1327818567009729,186.08231428561712,173.3906857143829,48.72875225327754,-63.61299122967737,16.864242227406905,180.71699999999998,181.10716666666667,29.479999542236328,6.480316648763591
192,2020-10-06,spy,334.93,342.17,334.38,339.91,90128883.0,1.0,-0.4778895151169422,343.82354934059055,323.2604506594095,51.92358223107157,-10.461992342060036,1.331290969444559,338.07399999999996,333.9886666666667,29.479999542236328,6.480316648763591
192,2020-10-06,vb,159.93,163.6802,159.58,161.28,757547.0,1.0,0.5561364891591438,160.56802749269175,148.10297250730824,56.63473982908336,134.7147126138647,25.416403735232336,155.583,155.02283333333335,29.479999542236328,6.480316648763591
192,2020-10-06,vnq,81.86,83.0738,81.54,82.61,5830318.0,1.0,-0.00040515934711038426,84.53320265252088,75.93979734747913,52.66362151152046,61.640150754431794,10.577545517673856,80.79533333333333,80.56500000000001,29.479999542236328,6.480316648763591
192,2020-10-06,vo,179.53,183.5,179.31,181.86,674788.0,1.0,0.6160327811903699,181.28100232333207,169.92599767666792,55.354160299474124,101.05380911670302,13.48255060743485,176.84533333333331,175.80966666666666,29.479999542236328,6.480316648763591
192,2020-10-06,vwo,43.83,44.13,43.68,43.9,10749652.0,1.0,-0.1234487028274458,44.992505316141845,41.81449468385814,53.28934268125954,11.569317379324104,1.145136693832896,43.775,43.6255,29.479999542236328,6.480316648763591
193,2020-10-07,agg,117.54,117.66,117.4515,117.53,4801667.0,2.0,-0.2065319117191109,118.66216393844081,117.56683606155923,41.97845888998921,-230.70782235338038,36.949657792925954,118.18,118.58416666666668,28.059999465942383,4.309552136113862
193,2020-10-07,bil,91.52,91.53,91.52,91.52,945290.0,2.0,-0.002863852485191387,91.54068309309156,91.51031690690843,47.012691088095394,-101.22101374920798,2.487346478335483,91.52900000000001,91.53233333333334,28.059999465942383,4.309552136113862
193,2020-10-07,gld,177.22,177.42,176.43,177.09,6410899.0,2.0,-1.147200478844411,185.68466092197525,173.20533907802474,48.638411010516116,-86.93848512999729,19.599483014365745,180.5836666666667,181.2243333333333,28.059999465942383,4.309552136113862
193,2020-10-07,spy,340.76,341.63,338.09,338.12,56999597.0,2.0,0.06982498582783592,344.0044450536211,323.1765549463788,54.56587422993101,21.66614081766719,1.3312909694445445,337.96200000000005,334.35266666666666,28.059999465942383,4.309552136113862
193,2020-10-07,vb,163.03,163.45,161.59,161.63,796717.0,2.0,1.0932385171239787,162.10744915890783,147.41155084109218,59.243341866121916,161.0501003403816,25.416403735232322,155.7386666666667,155.31533333333334,28.059999465942383,4.309552136113862
193,2020-10-07,vnq,81.98,82.4,81.6,82.37,2362478.0,2.0,0.12337570735182624,84.56904982969381,75.9319501703062,52.85753913765599,53.05504764366706,10.577545517673862,80.80766666666666,80.634,28.059999465942383,4.309552136113862
193,2020-10-07,vo,182.5,183.11,181.1,181.37,692411.0,2.0,1.0098032633950993,182.389288301611,169.46371169838895,57.865286245655426,128.09775153539357,13.482550607434845,176.98166666666665,176.06616666666667,28.059999465942383,4.309552136113862
193,2020-10-07,vwo,44.24,44.34,44.03,44.17,8247746.0,2.0,-0.04133500981944849,45.04640107961874,41.801598920381245,54.82707108258411,42.82191973364233,4.807535496596475,43.75566666666667,43.647999999999996,28.059999465942383,4.309552136113862
194,2020-10-08,agg,117.69,117.71,117.59,117.67,4235989.0,3.0,-0.20882220539235163,118.663689844441,117.51131015555902,44.00968392790867,-167.32404995084968,33.049925416450485,118.15766666666667,118.56766666666667,26.360000610351562,0.8397806584581216
194,2020-10-08,bil,91.52,91.53,91.52,91.52,832109.0,3.0,-0.0029745186161278525,91.54021771820629,91.50978228179372,47.012691088095394,-93.81417480569482,2.4873464783354975,91.52866666666667,91.532,26.360000610351562,0.8397806584581216
194,2020-10-08,gld,177.85,178.45,176.67,178.18,6530845.0,3.0,-1.0951672001380928,185.32445210595085,173.10454789404912,49.402603490344205,-66.53024497836789,13.010389904827885,180.4,181.34949999999998,26.360000610351562,0.8397806584581216
194,2020-10-08,spy,343.78,343.85,341.86,342.85,45242476.0,3.0,0.7390619881540488,345.4542503109252,322.71574968907476,55.865704227620185,55.129284528283534,6.587760477369513,337.83566666666667,334.71816666666666,26.360000610351562,0.8397806584581216
194,2020-10-08,vb,165.01,165.01,163.7031,164.36,741579.0,3.0,1.6595351086391759,163.9550123848269,146.7979876151731,60.80132935199216,183.50145065596493,30.40663264935016,155.97066666666666,155.56466666666665,26.360000610351562,0.8397806584581216
194,2020-10-08,vnq,83.35,83.58,82.28,82.42,2269020.0,3.0,0.328236777188863,84.91686369446296,75.84913630553703,55.03313128009611,93.53196453940909,18.735817114226332,80.89066666666668,80.71316666666667,26.360000610351562,0.8397806584581216
194,2020-10-08,vo,184.8,184.8,183.4501,183.78,489638.0,3.0,1.4902809544284707,183.9591439954451,169.02285600455494,59.68197846360091,163.30970581002538,19.663266003437393,177.18333333333334,176.31166666666664,26.360000610351562,0.8397806584581216
194,2020-10-08,vwo,44.57,44.61,44.2742,44.3962,7747192.0,3.0,0.04979492071182534,45.18942294055448,41.79857705944552,56.03224922414616,70.65511199558365,9.419747743250054,43.746,43.675333333333334,26.360000610351562,0.8397806584581216
195,2020-10-09,agg,117.72,117.74,117.5,117.65,2909311.0,4.0,-0.20584369239682587,118.63739071709917,117.47260928290082,44.41230886462231,-149.6267845062202,36.52764579690757,118.15,118.55033333333333,25.0,4.884656106899291
195,2020-10-09,bil,91.52,91.53,91.52,91.52,965391.0,4.0,-0.0030273252017423147,91.54021771820629,91.50978228179372,47.012691088095394,-87.60747109399442,2.4873464783354966,91.52833333333334,91.53183333333332,25.0,4.884656106899291
195,2020-10-09,gld,181.08,181.17,179.93,180.13,15979775.0,4.0,-0.7842560307797157,185.13269542447537,173.15930457552466,53.10336595808966,7.788492851641837,2.1997037374123214,180.39466666666667,181.55533333333332,25.0,4.884656106899291
195,2020-10-09,spy,346.85,347.35,344.89,345.56,59528606.0,4.0,1.4998708989434704,347.446215334558,322.00278466544194,57.15473101512677,90.74568847973937,14.283622588259757,337.78633333333335,335.1525,25.0,4.884656106899291
195,2020-10-09,vb,165.78,166.485,165.05,166.24,983354.0,4.0,2.1457271947706147,165.65360527629605,146.48339472370395,61.39501638395255,187.11591475989096,34.81479234268687,156.20233333333334,155.8381666666667,25.0,4.884656106899291
195,2020-10-09,vnq,83.02,83.875,82.73,83.86,6556256.0,4.0,0.4586750880049095,85.20502217887021,75.83797782112977,54.40746841291362,95.27469413707205,20.669979112851255,80.923,80.8025,25.0,4.884656106899291
195,2020-10-09,vo,185.57,186.4,185.11,186.08,490428.0,4.0,1.911164832538077,185.44951309493842,168.72448690506155,60.27516267278773,174.77674117006748,25.079910115084846,177.39733333333334,176.57633333333334,25.0,4.884656106899291
195,2020-10-09,vwo,44.88,44.98,44.5561,44.65,8707190.0,4.0,0.14535489567835214,45.36864207051041,41.758357929489584,57.143371885952114,99.52535666967269,15.422665118343467,43.755333333333326,43.717999999999996,25.0,4.884656106899291
196,2020-10-12,agg,117.95,117.95,117.77,117.85,2999269.0,0.0,-0.1828167241821319,118.59680883367842,117.47019116632158,47.41152762424366,-74.0583978960264,20.86756975743306,118.14466666666665,118.53483333333334,25.06999969482422,4.341269704285153
196,2020-10-12,bil,91.53,91.53,91.52,91.52,2242468.0,0.0,-0.002236477652544977,91.53822665482443,91.51077334517558,50.002054192698644,-34.850603283109585,2.487346478335497,91.52799999999999,91.53166666666667,25.06999969482422,4.341269704285153
196,2020-10-12,gld,180.56,180.83,180.19,180.57,4842997.0,0.0,-0.5732087495925953,184.58366940652334,173.3753305934766,52.46429227024601,6.349972592289714,2.1997037374123307,180.26699999999997,181.72933333333333,25.06999969482422,4.341269704285153
196,2020-10-12,spy,352.43,354.02,349.06,349.59,80388533.0,0.0,2.523981915670845,350.3510549725695,320.4949450274305,59.3851656873012,146.90186251223315,26.602138421306343,337.848,335.6643333333333,25.06999969482422,4.341269704285153
196,2020-10-12,vb,166.92,167.1465,165.838,166.53,470496.0,0.0,2.5931343597479497,167.36552346290597,145.88647653709404,62.27021758962752,184.11845168984638,36.73588550467473,156.43499999999997,156.12216666666666,25.06999969482422,4.341269704285153
196,2020-10-12,vnq,83.41,83.64,82.55,83.12,5655858.0,0.0,0.5867543903479202,85.38530233170295,75.77769766829707,55.032481345847636,92.09321698114503,18.825316949610578,80.95033333333332,80.88149999999999,25.06999969482422,4.341269704285153
196,2020-10-12,vo,187.03,187.539,185.98,186.62,337508.0,0.0,2.335604738948291,187.0678001580129,168.13619984198712,61.38941147968408,179.82936633655038,28.7362954820077,177.617,176.843,25.06999969482422,4.341269704285153
196,2020-10-12,vwo,45.32,45.43,45.05,45.16,8960166.0,0.0,0.25366707098628183,45.57018209784145,41.667817902158546,58.67670644415069,139.81654176167928,22.13175645119336,43.76133333333334,43.76483333333333,25.06999969482422,4.341269704285153
197,2020-10-13,agg,117.98,118.07,117.9294,118.01,3421737.0,1.0,-0.1602991083537404,118.55095323607672,117.47504676392326,47.791617604442976,-40.78550524179076,12.953521613889357,118.13166666666666,118.51766666666666,26.06999969482422,7.2326434379841835
197,2020-10-13,bil,91.52,91.53,91.52,91.53,1903924.0,1.0,-0.0023891016222421513,91.53822665482443,91.51077334517558,47.24475637366275,-82.8490457742199,2.4873464783355006,91.52733333333332,91.53133333333334,26.06999969482422,7.2326434379841835
197,2020-10-13,gld,177.72,178.6,177.1,178.5633,8384295.0,1.0,-0.627878728724113,183.9071754154734,173.47882458452662,49.12416999262825,-58.04765290118133,13.00043532735218,180.03,181.84233333333336,26.06999969482422,7.2326434379841835
197,2020-10-13,spy,350.13,352.4651,349.09,352.28,73255513.0,1.0,3.11410898671744,352.12576979816214,319.71623020183785,58.09559041325546,132.62656298328142,26.60213842130636,337.87533333333334,336.0945,26.06999969482422,7.2326434379841835
197,2020-10-13,vb,165.74,166.48,165.304,166.09,822803.0,1.0,2.8199845960151038,168.57978884844064,145.61221115155936,60.79441379474618,154.067549561075,33.344709985693015,156.67766666666665,156.3865,26.06999969482422,7.2326434379841835
197,2020-10-13,vnq,81.98,83.12,81.5,83.07,4406336.0,1.0,0.5663406883050044,85.21401837503716,75.82698162496284,52.31232416963978,50.87658372390798,8.48426232140516,80.958,80.95233333333334,26.06999969482422,7.2326434379841835
197,2020-10-13,vo,186.38,187.14,185.79,186.4,501619.0,1.0,2.589674697087929,188.29627598456267,167.8057240154373,60.60648157731058,155.26911017912502,27.62562526045467,177.835,177.09116666666665,26.06999969482422,7.2326434379841835
197,2020-10-13,vwo,45.12,45.24,44.9234,45.16,13170620.0,1.0,0.31968182860945404,45.646754999139,41.632245000861,57.705884457976474,116.81553608228884,19.28608740477631,43.79233333333333,43.79833333333333,26.06999969482422,7.2326434379841835
198,2020-10-14,agg,118.05,118.11,117.985,118.1,4919727.0,2.0,-0.13524628560095664,118.5163983500423,117.4816016499577,48.686827297210314,-22.74840281881671,10.378297500628582,118.11933333333333,118.5005,26.399999618530273,1.0093591493651166
198,2020-10-14,bil,91.52,91.53,91.52,91.52,1505220.0,2.0,-0.0024814525771574836,91.53524285897383,91.51175714102617,47.24475637366276,-79.0549333720757,2.4873464783354904,91.52666666666666,91.53099999999999,26.399999618530273,1.0093591493651166
198,2020-10-14,gld,178.27,179.59,178.27,179.09,9100896.0,2.0,-0.6196813764343005,182.99284735441933,173.8231526455807,49.76489761226048,-30.520724839017017,7.523450614428015,179.804,181.93016666666665,26.399999618530273,1.0093591493651166
198,2020-10-14,spy,347.93,351.93,347.14,350.75,57958749.0,2.0,3.3654722590563324,353.4150720615209,319.33792793847914,56.87351805757377,118.82509765504237,20.80242672115063,337.7196666666666,336.4765,26.399999618530273,1.0093591493651166
198,2020-10-14,vb,165.0,167.06,164.715,165.88,453148.0,2.0,2.9065483469821345,169.50565294893505,145.4743470510649,59.87384059878856,137.64644881207434,29.556240177342747,156.83433333333335,156.6155,26.399999618530273,1.0093591493651166
198,2020-10-14,vnq,80.98,82.1,80.86,81.9,4653678.0,2.0,0.46412094239326507,84.85408647479386,75.92091352520615,50.50636375863413,15.40471243216374,2.662911173112358,80.93033333333332,81.00333333333333,26.399999618530273,1.0093591493651166
198,2020-10-14,vo,185.56,187.5399,185.14,186.63,462631.0,2.0,2.6938072888259796,189.20850873144252,167.64549126855746,59.61427201575183,138.44731349823653,23.722118639792804,177.95066666666668,177.31166666666667,26.399999618530273,1.0093591493651166
198,2020-10-14,vwo,44.92,45.28,44.89,45.18,9391363.0,2.0,0.3518052788428889,45.706975096812535,41.60902490318747,56.73482273922016,110.42644224482041,19.91630406013275,43.787000000000006,43.823166666666665,26.399999618530273,1.0093591493651166
199,2020-10-15,agg,117.95,118.15,117.95,118.15,5459197.0,3.0,-0.1220539454316878,118.46737733903966,117.48962266096031,47.483584552175486,-27.6833729265366,7.752233941010936,118.09566666666666,118.48,26.969999313354492,2.3803556977732736
199,2020-10-15,bil,91.52,91.53,91.52,91.53,1188766.0,3.0,-0.0025255286520717846,91.53138523316846,91.51361476683155,47.24475637366276,-76.92156477282555,2.487346478335502,91.526,91.53083333333333,26.969999313354492,2.3803556977732736
199,2020-10-15,gld,178.92,179.15,177.59,177.71,6821291.0,3.0,-0.5543452015470507,182.27318006539883,174.1388199346012,50.52663852399901,-32.009124638728856,10.701375271644032,179.68066666666667,181.98499999999999,26.969999313354492,2.3803556977732736
199,2020-10-15,spy,347.5,348.02,343.13,343.71,60357659.0,3.0,3.4897543412698724,354.7040801659004,319.2149198340997,56.632644225644114,98.84040071272923,9.750330479374776,337.37966666666665,336.8205,26.969999313354492,2.3803556977732736
199,2020-10-15,vb,166.1,166.3266,162.26,162.99,490703.0,3.0,3.0289951792556167,170.57867510424796,145.391324895752,60.78692263535609,120.55878968535426,14.99891212566502,156.96966666666668,156.84650000000002,26.969999313354492,2.3803556977732736
199,2020-10-15,vnq,81.4,82.06,80.33,80.35,2915614.0,3.0,0.4122493928339708,84.78510212405067,75.92889787594933,51.237772744363205,15.615516753047032,1.992683335442129,80.866,81.0415,26.969999313354492,2.3803556977732736
199,2020-10-15,vo,186.11,186.42,182.81,183.37,511829.0,3.0,2.788568638035798,190.1714402878143,167.62055971218572,60.067878044699704,119.95369825613683,10.743150340664997,177.98766666666668,177.52149999999997,26.969999313354492,2.3803556977732736
199,2020-10-15,vwo,44.56,44.62,44.23,44.26,8102562.0,3.0,0.3442460984976563,45.71936399007657,41.60563600992343,55.01107917182308,63.574850119358665,5.40077349802565,43.77366666666667,43.844500000000004,26.969999313354492,2.3803556977732736
200,2020-10-16,agg,117.89,118.0778,117.88,117.99,3933279.0,4.0,-0.11511346301494996,118.43868151123456,117.48531848876547,46.766205943593285,-42.62428150062319,11.682916794153249,118.069,118.45616666666666,27.40999984741211,1.1944885763281823
200,2020-10-16,bil,91.53,91.53,91.52,91.53,1253461.0,4.0,-0.0017335594383638409,91.53240324692159,91.5135967530784,50.28002085033944,-14.984343148108442,2.4873464783354895,91.526,91.53066666666668,27.40999984741211,1.1944885763281823
200,2020-10-16,gld,178.3,179.32,178.13,179.22,7262158.0,4.0,-0.5462972559624575,181.28373127984503,174.63826872015494,49.78178302744254,-28.935599713760798,9.693983284638804,179.58599999999998,182.00366666666667,27.40999984741211,1.1944885763281823
200,2020-10-16,spy,347.29,350.75,347.1,348.96,89501868.0,4.0,3.530604926009687,355.84812470647216,319.7348752935278,56.511725880451735,123.24143505985616,15.384147093633379,337.44300000000004,337.226,27.40999984741211,1.1944885763281823
200,2020-10-16,vb,165.64,166.85,165.5726,166.53,400702.0,4.0,3.053715686828781,171.4742877897134,145.54571221028664,60.194370611270784,124.061605746938,17.121240083240895,157.26633333333334,157.07216666666667,27.40999984741211,1.1944885763281823
200,2020-10-16,vnq,80.82,81.43,80.67,81.41,2925600.0,4.0,0.32064348485637595,84.82175621597852,75.9582437840215,50.178445618058184,6.142841361547542,1.9926833354421216,80.81566666666667,81.07549999999999,27.40999984741211,1.1944885763281823
200,2020-10-16,vo,185.89,187.1,185.8201,186.81,454084.0,4.0,2.813483442823781,190.98155202803906,167.86744797196098,59.78999460578278,128.16215219603134,13.571710556469341,178.21366666666665,177.739,27.40999984741211,1.1944885763281823
200,2020-10-16,vwo,44.74,44.85,44.6,44.72,4818294.0,4.0,0.3487596056517006,45.797543975923745,41.589456024076256,55.707144334836634,83.3327848707959,9.48241839553726,43.79266666666667,43.873666666666665,27.40999984741211,1.1944885763281823
201,2020-10-19,agg,117.75,117.87,117.72,117.81,4685033.0,0.0,-0.1195320199475276,118.40428632550578,117.47071367449422,45.1207682075748,-88.8297040084959,20.0107046967282,118.05733333333335,118.43066666666667,29.18000030517578,2.1320332545277085
201,2020-10-19,bil,91.53,91.53,91.52,91.53,788899.0,0.0,-0.0010933150750673803,91.53328720970048,91.5137127902995,50.28002085033944,-9.90502686128711,2.4873464783355064,91.52566666666667,91.53066666666668,29.18000030517578,2.1320332545277085
201,2020-10-19,gld,178.39,179.475,178.37,179.41,6084398.0,0.0,-0.526586788556159,181.1532178037784,174.65578219622162,49.89270731190306,-22.305301072503227,8.72962186811564,179.47766666666666,181.9985,29.18000030517578,2.1320332545277085
201,2020-10-19,spy,342.01,349.33,341.04,348.65,68425614.0,0.0,3.101178974725883,355.943311584003,321.14368841599696,53.538490045001645,72.81581953127503,0.4978246951734301,337.4243333333333,337.5781666666666,29.18000030517578,2.1320332545277085
201,2020-10-19,vb,163.68,166.93,163.39,166.13,583093.0,0.0,2.8819301507470527,171.83030385409438,146.41869614590564,57.71453426921852,95.59457512506151,5.391273085206215,157.53233333333336,157.29633333333334,29.18000030517578,2.1320332545277085
201,2020-10-19,vnq,79.56,81.2,79.44,81.03,9872954.0,0.0,0.14470559701231878,84.75644729424104,76.20455270575897,47.95052836985705,-29.798395188391453,12.513711825261048,80.73766666666667,81.09816666666667,29.18000030517578,2.1320332545277085
201,2020-10-19,vo,183.59,186.97,183.35,186.32,558211.0,0.0,2.6174653161724564,191.19182094943434,168.77117905056568,56.941110893697356,93.19780517913,1.12762467229865,178.425,177.9445,29.18000030517578,2.1320332545277085
201,2020-10-19,vwo,44.6,45.0764,44.52,44.88,8547694.0,0.0,0.3371532695968824,45.891292437908994,41.622707562091,55.02219099073277,78.70025478769409,13.413483039123197,43.80966666666667,43.90233333333333,29.18000030517578,2.1320332545277085
202,2020-10-20,agg,117.65,117.71,117.58,117.7,4013620.0,1.0,-0.1296088720177977,118.3484612638318,117.45853873616817,43.97743085804816,-118.90717600006498,26.49377603847799,118.038,118.40483333333333,29.350000381469727,1.5774829356246947
202,2020-10-20,bil,91.52,91.53,91.52,91.52,1401503.0,1.0,-0.0013769604875761843,91.53328720970048,91.5137127902995,47.36377755961196,-81.47295139808516,2.4873464783355033,91.525,91.5305,29.350000381469727,1.5774829356246947
202,2020-10-20,gld,179.25,179.67,178.08,178.54,7124678.0,1.0,-0.43653913701496094,181.2230413500049,174.64595864999507,50.96340014294261,-13.179444509856154,10.306677902737638,179.40966666666665,181.94883333333334,29.350000381469727,1.5774829356246947
202,2020-10-20,spy,343.38,346.88,342.64,343.46,60051880.0,1.0,2.838680819449678,356.2729423538561,322.1220576461439,54.185489242896026,69.5173889302748,0.49782469517343564,337.7633333333333,337.91416666666663,29.350000381469727,1.5774829356246947
202,2020-10-20,vb,164.32,165.82,164.03,164.88,551976.0,1.0,2.765551965489294,172.23854103240117,147.16845896759887,58.294902251560146,88.2950175566291,5.391273085206216,157.931,157.50666666666666,29.350000381469727,1.5774829356246947
202,2020-10-20,vnq,80.13,80.74,79.93,80.09,4038547.0,1.0,0.05068354132808395,84.74882800309405,76.35717199690595,49.010012186335906,-20.19053274659061,12.513711825261062,80.71199999999999,81.11800000000001,29.350000381469727,1.5774829356246947
202,2020-10-20,vo,184.22,186.15,184.06,184.71,612020.0,1.0,2.4843176065035095,191.50775779283845,169.44424220716155,57.51472602825044,88.0338187127003,1.127624672298651,178.79066666666665,178.13566666666665,29.350000381469727,1.5774829356246947
202,2020-10-20,vwo,45.05,45.26,44.81,44.85,17038916.0,1.0,0.3601152197579509,46.03539511267013,41.68860488732987,56.78885359997962,97.19141060961817,16.554986781469662,43.86900000000001,43.9285,29.350000381469727,1.5774829356246947
203,2020-10-21,agg,117.51,117.64,117.48,117.59,3688494.0,2.0,-0.1471949085740789,118.34469194831381,117.40530805168619,42.42065333987327,-135.39687104674397,30.77759653642258,118.01433333333334,118.37533333333334,28.649999618530273,1.6662519284163697
203,2020-10-21,bil,91.52,91.53,91.52,91.52,1065134.0,2.0,-0.0015834979419508954,91.53328720970048,91.5137127902995,47.363777559611954,-77.7522872385909,2.487346478335515,91.52466666666668,91.53016666666666,28.649999618530273,1.6662519284163697
203,2020-10-21,gld,180.6,181.31,180.23,180.47,7548086.0,2.0,-0.2533218700010593,181.36717825889832,175.08282174110167,52.607880398221695,42.52178802115219,0.1256403788722309,179.328,181.89633333333333,28.649999618530273,1.6662519284163697
203,2020-10-21,spy,342.73,348.6847,342.4,343.33,63574979.0,2.0,2.5488183807637483,355.4412037366535,324.9627962633465,53.81765577195889,69.02982113759536,4.682610205373496,337.86133333333333,338.2735,28.649999618530273,1.6662519284163697
203,2020-10-21,vb,163.0,165.0599,162.92,164.38,612061.0,2.0,2.5375570686008757,171.96339775636469,148.8326022436353,56.63636617749504,68.94867916363461,0.405328502423327,158.21266666666668,157.71766666666664,28.649999618530273,1.6662519284163697
203,2020-10-21,vnq,79.89,80.27,79.51,79.91,2686188.0,2.0,-0.042703351772999554,84.44313034276914,77.02086965723086,48.579298291595215,-33.26437740465077,16.0308623991038,80.65166666666667,81.10766666666667,28.649999618530273,1.6662519284163697
203,2020-10-21,vo,183.68,185.6774,183.68,184.45,398761.0,2.0,2.3086113655206475,191.14486570564873,171.15013429435123,56.84327653416676,75.03465471787592,0.7834316533020266,179.04533333333333,178.34166666666667,28.649999618530273,1.6662519284163697
203,2020-10-21,vwo,45.14,45.37,45.04,45.11,12939504.0,2.0,0.3811809616817712,46.115569890609265,41.89443010939074,57.13718232557378,100.53964322277756,18.449926387402233,43.91266666666666,43.964000000000006,28.649999618530273,1.6662519284163697
204,2020-10-22,agg,117.3,117.54,117.3,117.51,4801011.0,3.0,-0.17604784423984654,118.35886864334536,117.3121313566546,40.211810388449415,-161.8908275782052,37.75722491126647,117.98333333333333,118.34,28.110000610351562,5.628949492696948
204,2020-10-22,bil,91.53,91.53,91.52,91.52,926878.0,3.0,-0.0009295486775329209,91.53328720970048,91.5137127902995,50.43992249672858,11.52506030540468,2.4873464783355153,91.52466666666666,91.53,28.110000610351562,5.628949492696948
204,2020-10-22,gld,178.83,179.027,177.72,178.8767,8376974.0,3.0,-0.24808530046024657,181.25745007956172,175.53154992043827,50.31910096562605,-23.270590364579732,13.290812495208318,179.207,181.7913333333333,28.110000610351562,5.628949492696948
204,2020-10-22,spy,344.61,345.24,340.65,342.96,55399292.0,3.0,2.442643326172117,354.40684759241634,328.10815240758365,54.7370024424637,53.77375877916884,0.3096061562400559,338.21866666666665,338.59833333333336,28.110000610351562,5.628949492696948
204,2020-10-22,vb,165.64,165.73,162.801,163.51,1417238.0,3.0,2.540608849459204,171.65987825593243,150.81212174406755,59.047010861118935,76.46386391757036,3.0362565721111667,158.645,157.91733333333332,28.110000610351562,5.628949492696948
204,2020-10-22,vnq,79.88,80.22,79.53,79.88,3828924.0,3.0,-0.11618079392599157,84.119788977948,77.66021102205202,48.56090316240581,-31.818320665802872,16.030862399103807,80.62433333333334,81.07116666666666,28.110000610351562,5.628949492696948
204,2020-10-22,vo,185.35,185.6,182.9195,184.07,460782.0,3.0,2.2778601924939608,190.66516463643495,173.12683536356508,58.3971075627874,73.32329688834675,4.6387046840142885,179.44000000000003,178.522,28.110000610351562,5.628949492696948
204,2020-10-22,vwo,45.15,45.27,44.94,45.22,10713957.0,3.0,0.3941392385544873,46.13434023810234,42.17465976189766,57.17686059777961,89.34516110531479,15.892395220905245,43.97866666666667,43.986999999999995,28.110000610351562,5.628949492696948
205,2020-10-23,agg,117.47,117.52,117.3,117.3,3878745.0,4.0,-0.1830859238156961,118.33088881218022,117.2741111878198,42.70996578936272,-136.07690861767483,37.75722491126646,117.95333333333333,118.306,27.549999237060547,2.648046373248697
205,2020-10-23,bil,91.53,91.53,91.52,91.53,995901.0,4.0,-0.00040660211793408507,91.53405249380086,91.51394750619914,50.43992249672858,11.5250603053959,2.4873464783354997,91.525,91.53,27.549999237060547,2.648046373248697
205,2020-10-23,gld,178.64,179.2,177.76,179.09,5919276.0,4.0,-0.2563120872819695,180.93592436535576,176.22307563464423,50.07716720129084,-19.824083116586788,12.18327965481134,179.07999999999998,181.706,27.549999237060547,2.648046373248697
