,date,daily_return
0,2023-04-04,0.0
1,2023-04-05,-0.0010055335381271568
2,2023-04-06,-0.0015183421841565847
3,2023-04-10,0.01001706967217797
4,2023-04-11,0.005913233760748149
5,2023-04-12,-0.002188180435989562
6,2023-04-13,0.010475525345666314
7,2023-04-14,-0.004746141189886033
8,2023-04-17,-0.007054016154581011
9,2023-04-18,0.007736680196965828
10,2023-04-19,-0.012271943494599591
11,2023-04-20,-0.004353626958894297
12,2023-04-21,-0.009435581040551977
13,2023-04-24,0.002904443383490829
14,2023-04-25,0.0022049052873105435
15,2023-04-26,-0.001723486339816116
16,2023-04-27,0.01319787109293924
17,2023-04-28,0.0015926630598184222
18,2023-05-01,-0.011400230015504276
19,2023-05-02,0.005617381185453629
20,2023-05-03,0.0028754311731502558
21,2023-05-04,-0.0012567202888535967
22,2023-05-05,0.006093180326171899
23,2023-05-08,-0.012662179728668677
24,2023-05-09,0.00018103213355424863
25,2023-05-10,0.0008862319577942479
26,2023-05-11,-0.007188558214307417
27,2023-05-12,-0.0021596492580363558
28,2023-05-15,0.004351071336974988
29,2023-05-16,-0.006467750884156853
30,2023-05-17,0.0053922059921298615
31,2023-05-18,-0.004763583391449555
32,2023-05-19,0.0023872846439279005
33,2023-05-22,-0.00044671156407405377
34,2023-05-23,-0.00040695100518273186
35,2023-05-24,-0.010828493692144892
36,2023-05-25,0.0010586192845758458
37,2023-05-26,0.006577236262181874
38,2023-05-30,0.008684440201989663
39,2023-05-31,-0.004579806536672892
40,2023-06-01,0.0010336771039953785
41,2023-06-02,0.004046267998523367
42,2023-06-05,-0.01000733584269875
43,2023-06-06,0.012192519732555418
44,2023-06-07,-0.009867729526487956
45,2023-06-08,0.006116188613892515
46,2023-06-09,-0.0004648729752224634
47,2023-06-12,-0.0017253644075623242
48,2023-06-13,0.0005401223095089502
49,2023-06-14,-0.005211123737595247
50,2023-06-15,0.008840614475706943
51,2023-06-16,0.002977899589119204
52,2023-06-20,0.009800878469546692
53,2023-06-21,0.00997937597153209
54,2023-06-22,-0.00237312136369372
55,2023-06-23,0.0038673145939864817
56,2023-06-26,-0.003277865508812816
57,2023-06-27,0.00530743197606065
58,2023-06-28,-0.004657843461940536
59,2023-06-29,0.0035259198399437697
60,2023-06-30,0.005173416186797342
61,2023-07-03,0.0046685263563790436
62,2023-07-05,-0.005956033892281831
63,2023-07-06,-0.007378158099272336
64,2023-07-07,0.004494122933574207
65,2023-07-10,0.0017025349068995332
66,2023-07-11,0.004507613123509113
67,2023-07-12,0.004077680426262997
68,2023-07-13,0.010238011137348568
69,2023-07-14,-0.00894885256569422
70,2023-07-17,-8.294605072500794e-05
71,2023-07-18,0.002774647210583181
72,2023-07-19,0.0012607146171215167
73,2023-07-20,-0.003846931400155351
74,2023-07-21,-5.184508768518725e-06
75,2023-07-24,-0.004590477256781078
76,2023-07-25,0.002436718704001306
77,2023-07-26,0.0023029196592103673
78,2023-07-27,-0.006974402475561248
79,2023-07-28,0.005693686314109048
80,2023-07-31,0.0008090797993571819
81,2023-08-01,-0.0013064157189944803
82,2023-08-02,-0.009076975979187218
83,2023-08-03,-0.0008748284819006802
84,2023-08-04,-0.0010662073359223312
85,2023-08-07,0.0027509995293995004
86,2023-08-08,0.0011928631523681066
87,2023-08-09,-0.0043833972651818875
88,2023-08-10,-0.0011161330987103923
89,2023-08-11,-0.0004537498233062598
90,2023-08-14,0.0007319857686043374
91,2023-08-15,-0.005874477329859462
92,2023-08-16,-0.006934900159546786
93,2023-08-17,-0.017198674083667487
94,2023-08-18,-0.003883013193484497
95,2023-08-21,0.002864369090591179
96,2023-08-22,-0.0009552422115086667
97,2023-08-23,0.008875142518473433
98,2023-08-24,-0.005967160256089121
99,2023-08-25,0.0009273445354036625
100,2023-08-28,0.0032076266562603983
101,2023-08-29,0.018392557165513912
102,2023-08-30,-0.0010316365810756345
103,2023-08-31,-0.010483546719790127
104,2023-09-01,-0.0012003936111328883
105,2023-09-05,-0.0037343089903764115
106,2023-09-06,-0.0033164927736357708
107,2023-09-07,0.0031850339840227004
108,2023-09-08,-0.002167891318579973
109,2023-09-11,-0.0029978878108777307
110,2023-09-12,0.0022089621661693926
111,2023-09-13,0.0023177150150917036
112,2023-09-14,0.005206599103195986
113,2023-09-15,-0.0024633378856597776
114,2023-09-18,0.0025116566562983778
115,2023-09-19,0.002256272466532261
116,2023-09-20,-0.0030798372337862423
117,2023-09-21,-0.011023758122099658
118,2023-09-22,0.000332150516965779
119,2023-09-25,-0.0021595084677598075
120,2023-09-26,-0.007050013158305113
121,2023-09-27,-0.0016611827482243546
122,2023-09-28,0.005531854539444936
123,2023-09-29,-0.00392135622217149
124,2023-10-02,0.0001580992420868732
125,2023-10-03,-0.005429892055535124
126,2023-10-04,0.004795251832184766
127,2023-10-05,-0.0029980091059377267
128,2023-10-06,0.008541639291086867
129,2023-10-09,0.0037262231089902897
130,2023-10-10,-7.196473619930366e-05
131,2023-10-11,-0.0006267480722881302
132,2023-10-12,-0.00376416741711183
133,2023-10-13,0.0069123857674247
134,2023-10-16,0.013949902607110376
135,2023-10-17,-0.00028719636714646946
136,2023-10-18,-0.001478151324480037
137,2023-10-19,0.003063375226015852
138,2023-10-20,0.0038395055439208736
139,2023-10-23,0.022479934901347587
140,2023-10-24,0.007999575172755957
141,2023-10-25,0.0007744317680706825
142,2023-10-26,-0.004658420085384085
143,2023-10-27,-0.00031534025585167047
144,2023-10-30,0.005815911953786612
145,2023-10-31,0.0016137078657858517
146,2023-11-01,0.006478077613759625
