agg,bil,gld,spy,vb,vnq,vo,vwo
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.1242685467004776,0.1257803589105606,0.1242685467004776,0.12585210800170898,0.12594221532344818,0.12472499161958694,0.1242685467004776,0.1248946562409401
0.12422442436218262,0.12567037343978882,0.12422442436218262,0.12610578536987305,0.12570849061012268,0.12449262291193008,0.12462613731622696,0.1249476969242096
0.12427721917629242,0.1258944422006607,0.12427721917629242,0.1259460598230362,0.12553195655345917,0.12484924495220184,0.12439874559640884,0.12482514977455139
0.12426848709583282,0.12578068673610687,0.12426848709583282,0.12584581971168518,0.12594261765480042,0.12473374605178833,0.12426848709583282,0.12489166855812073
0.12429703772068024,0.12592357397079468,0.12429703772068024,0.12569685280323029,0.1257309913635254,0.12489718198776245,0.12429703772068024,0.12486037611961365
0.1243119165301323,0.1259826123714447,0.1243119165301323,0.1256456822156906,0.12564492225646973,0.12494517117738724,0.1243119165301323,0.12484579533338547
0.12428952008485794,0.12600667774677277,0.12428952008485794,0.12581105530261993,0.1256706416606903,0.12473791092634201,0.12428952008485794,0.12490522116422653
0.12428846210241318,0.12600170075893402,0.12428846210241318,0.12581866979599,0.12567543983459473,0.12473146617412567,0.12428846210241318,0.12490738183259964
0.12424395233392715,0.125712588429451,0.12425477057695389,0.1261976808309555,0.1258917599916458,0.12447727471590042,0.12424395233392715,0.12497800588607788
0.12426599860191345,0.1260124146938324,0.12426599860191345,0.1259264200925827,0.12572063505649567,0.12463990598917007,0.12426599860191345,0.1249026283621788
0.12426605820655823,0.12601305544376373,0.12426605820655823,0.12592589855194092,0.1257203072309494,0.12464014440774918,0.12426605820655823,0.12490237504243851
0.12426605820655823,0.12601305544376373,0.12426605820655823,0.12592589855194092,0.1257203072309494,0.12464014440774918,0.12426605820655823,0.12490237504243851
0.12426604330539703,0.12601304054260254,0.12426604330539703,0.12592586874961853,0.1257203072309494,0.12464015930891037,0.12426604330539703,0.12490237504243851
0.12428949028253555,0.12600663304328918,0.12428949028253555,0.12581130862236023,0.12567059695720673,0.12473764270544052,0.12428949028253555,0.12490528076887131
0.12426191568374634,0.12591513991355896,0.12426191568374634,0.12612338364124298,0.12503021955490112,0.12489679455757141,0.12426191568374634,0.12524864077568054
0.1242823600769043,0.12603260576725006,0.1242823600769043,0.12609802186489105,0.1255444586277008,0.12451283633708954,0.1242823600769043,0.12496491521596909
0.1245420053601265,0.12592384219169617,0.12425385415554047,0.12618674337863922,0.12552987039089203,0.12431007623672485,0.12427853792905807,0.12497512996196747
0.12433420866727829,0.12610265612602234,0.12431409955024719,0.12502481043338776,0.1256358027458191,0.1252826750278473,0.12431409955024719,0.12499159574508667
0.12468143552541733,0.1259440779685974,0.12401097267866135,0.12609629333019257,0.1251288652420044,0.12557794153690338,0.12401097267866135,0.12454937398433685
0.12468612194061279,0.12594793736934662,0.12400461733341217,0.12610702216625214,0.12513190507888794,0.12556953728199005,0.12400461733341217,0.1245482787489891
0.12455642968416214,0.12616656720638275,0.12413158267736435,0.1261768788099289,0.1251765787601471,0.12493734806776047,0.12413158267736435,0.12472300231456757
0.12419310212135315,0.12589354813098907,0.12419310212135315,0.12595093250274658,0.1254303753376007,0.1248844638466835,0.12480945885181427,0.12464499473571777
0.12426399439573288,0.12608933448791504,0.12426399439573288,0.1256849765777588,0.1255997270345688,0.12496844679117203,0.12451447546482086,0.1246151477098465
0.12487195432186127,0.12572771310806274,0.12388760596513748,0.12627120316028595,0.12466984987258911,0.12560731172561646,0.12441796809434891,0.12454649060964584
0.12432067096233368,0.12595398724079132,0.12417799234390259,0.12623441219329834,0.12544046342372894,0.12475898861885071,0.12435539811849594,0.12475807219743729
0.12447084486484528,0.12578190863132477,0.1241190955042839,0.12635193765163422,0.12497545033693314,0.12498116493225098,0.12433726340532303,0.1249823197722435
0.1248718798160553,0.125727117061615,0.12388765811920166,0.12627169489860535,0.12466996908187866,0.12560737133026123,0.12441828101873398,0.12454598397016525
0.12431012094020844,0.12592142820358276,0.124243825674057,0.126143217086792,0.1250440627336502,0.12494464963674545,0.12438005208969116,0.12501269578933716
0.12416977435350418,0.1253252774477005,0.12416977435350418,0.12540632486343384,0.12528033554553986,0.12579360604286194,0.12416977435350418,0.12568512558937073
0.12416977435350418,0.1253252774477005,0.12416977435350418,0.12540632486343384,0.12528033554553986,0.12579360604286194,0.12416977435350418,0.12568512558937073
0.12420404702425003,0.12544246017932892,0.12420404702425003,0.12558507919311523,0.1250464916229248,0.12541338801383972,0.12429480999708176,0.12580978870391846
0.12421049177646637,0.12546828389167786,0.12421049177646637,0.12561869621276855,0.12501028180122375,0.12533728778362274,0.12432454526424408,0.12582001090049744
0.12434736639261246,0.12558212876319885,0.12420972436666489,0.1256697177886963,0.12540431320667267,0.12477407604455948,0.12432628124952316,0.1256864070892334
0.12416977435350418,0.1253252774477005,0.12416977435350418,0.12540632486343384,0.12528033554553986,0.12579360604286194,0.12416977435350418,0.12568512558937073
0.124220110476017,0.12504573166370392,0.1243087500333786,0.12560391426086426,0.12560854852199554,0.12558448314666748,0.12434908002614975,0.12527942657470703
0.12426915019750595,0.12523706257343292,0.1243288666009903,0.12567773461341858,0.1253269910812378,0.12532629072666168,0.12443298101425171,0.12540088593959808
0.12421049177646637,0.12546828389167786,0.12421049177646637,0.12561869621276855,0.12501028180122375,0.12533728778362274,0.12432454526424408,0.12582001090049744
0.12430111318826675,0.12543964385986328,0.12420465052127838,0.12555278837680817,0.12551124393939972,0.125224307179451,0.12420465052127838,0.1255616396665573
0.12440674006938934,0.12548743188381195,0.12435992062091827,0.12639620900154114,0.12512755393981934,0.12510275840759277,0.12447739392518997,0.12464197725057602
0.12431328743696213,0.12560586631298065,0.12431328743696213,0.12577755749225616,0.1252335011959076,0.12525668740272522,0.12431328743696213,0.1251865029335022
0.12423194944858551,0.1257273405790329,0.1250554621219635,0.12479912489652634,0.1255195289850235,0.12517637014389038,0.12447457760572433,0.12501564621925354
0.1242319792509079,0.1257273405790329,0.1250554621219635,0.12479912489652634,0.1255195289850235,0.12517637014389038,0.12447459250688553,0.12501564621925354
0.12423199415206909,0.12572725117206573,0.12505526840686798,0.12479915469884872,0.12551972270011902,0.12517650425434113,0.12447436898946762,0.12501579523086548
0.12456204742193222,0.1249919906258583,0.12491460889577866,0.12462224066257477,0.12581698596477509,0.1254873424768448,0.12437735497951508,0.12522746622562408
0.12423940002918243,0.12557537853717804,0.12480421364307404,0.12483465671539307,0.12579020857810974,0.12534493207931519,0.12420637160539627,0.1252048760652542
