agg,bil,btcusd,gld,spy,vb,vnq,vo,vwo
0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111
0.14146368205547333,0.09504889696836472,0.15404453873634338,0.09904985874891281,0.108665831387043,0.10193651914596558,0.09504889696836472,0.10893449932336807,0.095807284116745
0.14146368205547333,0.09504889696836472,0.15404453873634338,0.09904985874891281,0.108665831387043,0.10193651914596558,0.09504889696836472,0.10893449932336807,0.095807284116745
0.14146368205547333,0.09504889696836472,0.15404453873634338,0.09904985874891281,0.108665831387043,0.10193651914596558,0.09504889696836472,0.10893449932336807,0.095807284116745
0.14146368205547333,0.09504889696836472,0.15404453873634338,0.09904985874891281,0.108665831387043,0.10193651914596558,0.09504889696836472,0.10893449932336807,0.095807284116745
0.14146368205547333,0.09504889696836472,0.15404453873634338,0.09904985874891281,0.108665831387043,0.10193651914596558,0.09504889696836472,0.10893449932336807,0.095807284116745
0.14146368205547333,0.09504889696836472,0.15404453873634338,0.09904985874891281,0.108665831387043,0.10193651914596558,0.09504889696836472,0.10893449932336807,0.095807284116745
0.14146368205547333,0.09504889696836472,0.15404453873634338,0.09904985874891281,0.108665831387043,0.10193651914596558,0.09504889696836472,0.10893449932336807,0.095807284116745
0.14146368205547333,0.09504889696836472,0.15404453873634338,0.09904985874891281,0.108665831387043,0.10193651914596558,0.09504889696836472,0.10893449932336807,0.095807284116745
0.14146368205547333,0.09504889696836472,0.15404453873634338,0.09904985874891281,0.108665831387043,0.10193651914596558,0.09504889696836472,0.10893449932336807,0.095807284116745
0.14146368205547333,0.09504889696836472,0.15404453873634338,0.09904985874891281,0.108665831387043,0.10193651914596558,0.09504889696836472,0.10893449932336807,0.095807284116745
0.14146368205547333,0.09504889696836472,0.15404453873634338,0.09904985874891281,0.108665831387043,0.10193651914596558,0.09504889696836472,0.10893449932336807,0.095807284116745
0.14146368205547333,0.09504889696836472,0.15404453873634338,0.09904985874891281,0.108665831387043,0.10193651914596558,0.09504889696836472,0.10893449932336807,0.095807284116745
0.14146368205547333,0.09504889696836472,0.15404453873634338,0.09904985874891281,0.108665831387043,0.10193651914596558,0.09504889696836472,0.10893449932336807,0.095807284116745
0.14146368205547333,0.09504889696836472,0.15404453873634338,0.09904985874891281,0.108665831387043,0.10193651914596558,0.09504889696836472,0.10893449932336807,0.095807284116745
0.14146368205547333,0.09504889696836472,0.15404453873634338,0.09904985874891281,0.108665831387043,0.10193651914596558,0.09504889696836472,0.10893449932336807,0.095807284116745
0.14146368205547333,0.09504889696836472,0.15404453873634338,0.09904985874891281,0.108665831387043,0.10193651914596558,0.09504889696836472,0.10893449932336807,0.095807284116745
0.14146368205547333,0.09504889696836472,0.15404453873634338,0.09904985874891281,0.108665831387043,0.10193651914596558,0.09504889696836472,0.10893449932336807,0.095807284116745
0.14146368205547333,0.09504889696836472,0.15404453873634338,0.09904985874891281,0.108665831387043,0.10193651914596558,0.09504889696836472,0.10893449932336807,0.095807284116745
0.14146368205547333,0.09504889696836472,0.15404453873634338,0.09904985874891281,0.108665831387043,0.10193651914596558,0.09504889696836472,0.10893449932336807,0.095807284116745
0.14146368205547333,0.09504889696836472,0.15404453873634338,0.09904985874891281,0.108665831387043,0.10193651914596558,0.09504889696836472,0.10893449932336807,0.095807284116745
