account_rewards,date
6.3231299999170005,2023-04-05
70.55357000010554,2023-04-06
838.619929999928,2023-04-10
-802.7122000000672,2023-04-11
4739.41100000008,2023-04-12
-3562.794300000067,2023-04-13
1560.6316800001077,2023-04-14
792.1853600000031,2023-04-17
-975.0302900000243,2023-04-18
-2788.576000000001,2023-04-19
-1815.6049999999814,2023-04-20
1428.258279999951,2023-04-21
-12205.763129999861,2023-04-24
-5778.564709999948,2023-04-25
14082.800000000047,2023-04-26
6816.679999999935,2023-04-27
-1810.6800000001676,2023-04-28
-6008.917759999982,2023-05-01
-2906.669999999809,2023-05-02
-3892.8676400003023,2023-05-03
10299.716660000267,2023-05-04
168.21999999985565,2023-05-05
-1560.9999999998836,2023-05-08
2739.819999999949,2023-05-09
-4142.719999999972,2023-05-10
-1122.2000000001863,2023-05-11
4038.8027700000675,2023-05-12
-10579.460299999802,2023-05-15
8638.30021999986,2023-05-16
4788.658920000191,2023-05-17
393.8700899997493,2023-05-18
1052.8199300001143,2023-05-19
-8953.880000000121,2023-05-22
-8170.009999999893,2023-05-23
2204.0899999999674,2023-05-24
10171.23999999999,2023-05-25
1367.3811499999138,2023-05-26
-4710.739329999895,2023-05-30
9012.699999999953,2023-05-31
10279.580280000111,2023-06-01
-528.0199999999022,2023-06-02
3793.7115599998506,2023-06-05
-2704.119999999879,2023-06-06
5903.040000000037,2023-06-07
41.6099999997532,2023-06-08
6883.29999999993,2023-06-09
5201.761540000094,2023-06-12
238.14000000013039,2023-06-13
11664.110000000102,2023-06-14
-4952.360000000219,2023-06-15
-7351.039999999921,2023-06-16
-3357.2399999999907,2023-06-20
-1036.3399999999674,2023-06-21
-7357.610000000219,2023-06-22
-7.729999999864958,2023-06-23
9336.540000000154,2023-06-26
9.329999999841675,2023-06-27
3893.350000000093,2023-06-28
10556.519999999902,2023-06-29
1881.920000000042,2023-06-30
-2983.9499999999534,2023-07-03
-7553.370000000112,2023-07-05
1369.8100000000559,2023-07-06
