date,agg,bil,gld,spy,vb,vnq,vo,vwo
2025-01-07,98,98,70,99,96,0,95,87
2025-01-08,95,98,91,97,91,0,94,-12
2025-01-10,99,94,86,60,97,37,97,60
2025-01-13,97,98,86,95,90,86,96,91
2025-01-14,98,95,98,98,89,-36,89,30
2025-01-15,97,98,76,47,59,-19,92,44
2025-01-16,98,94,95,96,90,-68,89,89
2025-01-17,0,0,0,61,2,0,0,-6
2025-01-21,0,0,0,0,0,0,0,0
2025-01-22,0,0,0,0,0,0,0,0
2025-01-23,0,0,0,0,0,0,0,0
2025-01-24,0,0,0,0,0,0,2,-13
2025-01-27,0,0,0,0,0,0,0,1
2025-01-28,0,0,0,0,0,0,0,0
2025-01-29,0,0,0,0,0,0,0,0
2025-01-30,0,0,0,0,0,0,0,0
2025-01-31,0,0,0,0,0,0,0,0
2025-02-03,0,0,0,0,0,0,0,0
2025-02-04,0,2,0,0,0,0,9,-60
2025-02-05,-96,2,0,0,0,0,17,99
2025-02-06,0,0,0,0,0,0,0,1
2025-02-07,-88,0,0,0,0,0,31,0
2025-02-10,0,0,0,0,0,0,0,0
2025-02-11,0,0,0,0,0,0,0,0
2025-02-12,-34,0,0,0,0,0,27,-91
2025-02-13,1,0,0,0,0,0,5,-34
2025-02-14,-99,0,0,0,0,0,35,1
2025-02-18,-27,0,0,0,0,0,0,57
2025-02-19,0,0,0,0,0,0,0,0
2025-02-20,0,0,0,0,0,0,0,0
2025-02-21,-64,0,0,0,0,0,6,99
2025-02-24,0,0,0,0,-3,0,0,17
2025-02-25,-5,0,0,24,-58,0,0,0
2025-02-26,-80,2,62,0,-57,0,0,99
2025-02-27,0,0,0,11,-83,95,0,94
2025-02-28,-82,0,1,28,-37,0,0,0
2025-03-03,2,0,97,0,-82,-30,0,-97
2025-03-04,-66,0,2,29,-47,0,0,0
2025-03-05,-2,0,2,3,0,-65,-2,99
2025-03-06,-40,0,2,33,-60,0,0,-42
2025-03-07,0,1,1,18,-67,0,0,99
2025-03-10,-2,2,86,0,-86,0,0,-84
2025-03-11,0,0,0,0,0,0,0,0
2025-03-12,0,68,0,0,-28,0,0,0
2025-03-13,0,0,0,0,-6,0,0,28
2025-03-14,0,0,0,0,0,0,0,0
2025-03-17,0,0,0,0,0,0,0,0
2025-03-18,0,0,0,0,0,0,0,0
2025-03-19,0,2,0,5,0,0,1,-70
2025-03-20,0,0,0,0,0,0,0,0
2025-03-21,0,0,0,0,0,0,0,0
2025-03-24,0,0,0,0,0,0,0,0
2025-03-25,0,0,0,4,0,0,0,-50
2025-03-26,0,0,0,0,0,0,0,0
2025-03-27,0,0,0,0,0,0,0,0
2025-03-28,0,0,0,0,0,0,0,0
2025-03-31,0,0,0,0,0,0,0,0
2025-04-01,0,0,6,0,0,0,0,-38
2025-04-02,0,0,0,0,0,0,0,0
2025-04-03,0,0,0,0,0,0,0,0
2025-04-04,0,-754,-861,-808,0,0,-783,-498
2025-04-07,99,98,98,99,99,26,98,83
2025-04-08,98,98,93,93,84,2,98,17
