account_rewards,date
163.6079000000609,2024-07-09
72.09123999997973,2024-07-10
203.73967000003904,2024-07-11
250.32701000000816,2024-07-12
602.0768500000704,2024-07-15
-988.8209299999289,2024-07-16
-692.5650800000876,2024-07-17
-951.0036799998488,2024-07-18
1162.0092799999984,2024-07-19
-523.7611299998825,2024-07-22
-4369.723869999987,2024-07-23
-664.8783100000583,2024-07-24
1817.8469899998745,2024-07-25
-68.78327999985777,2024-07-26
427.5342299998738,2024-07-29
3439.1357700002845,2024-07-30
-3859.369180000038,2024-07-31
-5107.0220500002615,2024-08-01
-11419.01893999998,2024-08-02
1685.8003999998327,2024-08-05
-1517.1114799998468,2024-08-06
4192.860809999867,2024-08-07
524.6723699999275,2024-08-08
1421.7457100000465,2024-08-09
1427.1756899999455,2024-08-12
-893.0230199999642,2024-08-13
3282.0688900001114,2024-08-14
3620.8970100000734,2024-08-15
2119.4869600001257,2024-08-16
-1080.1619599999394,2024-08-19
2058.69999000011,2024-08-20
-2912.0125100000296,2024-08-21
6883.750609999988,2024-08-22
-363.4711599999573,2024-08-23
-96.94715000013821,2024-08-26
-2084.2091399999335,2024-08-27
1401.223439999856,2024-08-28
1355.99086000002,2024-08-29
-5817.246619999874,2024-08-30
-527.4925000001676,2024-09-03
-496.45029000006616,2024-09-04
-3498.711559999967,2024-09-05
1487.2712300000712,2024-09-06
670.2517000000225,2024-09-09
1286.7388099998934,2024-09-10
3805.8047400000505,2024-09-11
3003.079709999962,2024-09-12
693.0909199998714,2024-09-13
-370.5825299997814,2024-09-16
-1325.9700899999589,2024-09-17
5106.724750000052,2024-09-18
-131.3536000000313,2024-09-19
1207.9924399999436,2024-09-20
2229.3601899999194,2024-09-23
-1850.408839999931,2024-09-24
1263.005290000001,2024-09-25
-778.7720200000331,2024-09-26
-704.885290000122,2024-09-27
-576.3200199999847,2024-09-30
-58.84148000006098,2024-10-01
-1045.541109999991,2024-10-02
2511.5109200002626,2024-10-03
-2416.691349999979,2024-10-04
