date,agg,bil,gld,spy,vb,vnq,vo,vwo
2023-10-05,0,13,0,100,0,0,100,56
2023-10-06,81,-13,0,42,0,0,98,-56
2023-10-09,-22,0,0,100,0,0,100,0
2023-10-10,-59,100,0,18,0,0,100,46
2023-10-11,0,-76,0,100,0,0,100,83
2023-10-12,0,100,0,100,0,0,97,27
2023-10-13,100,-18,0,32,0,0,75,-100
2023-10-16,-34,-12,0,100,0,0,81,-4
2023-10-17,-66,19,0,100,0,0,100,69
2023-10-18,0,44,0,72,0,0,100,100
2023-10-19,0,-27,0,100,0,0,100,5
2023-10-20,0,-33,0,100,0,0,87,-100
2023-10-23,0,100,0,100,0,0,100,46
2023-10-24,0,100,0,100,0,79,100,22
2023-10-25,0,65,0,31,0,-79,100,38
2023-10-26,0,-43,0,44,0,100,100,-26
2023-10-27,0,-64,0,9,0,-100,100,30
2023-10-30,0,-79,0,48,0,0,-13,-100
2023-10-31,3,7,0,25,0,86,100,0
2023-11-01,-3,41,0,59,0,-86,100,88
2023-11-02,0,1,0,-32,0,0,85,100
2023-11-03,0,-100,0,26,0,100,-100,24
2023-11-06,0,-22,0,0,0,-31,76,-35
2023-11-07,0,0,0,51,0,-22,-100,0
2023-11-08,0,0,0,21,0,1,-45,0
2023-11-09,0,0,0,-19,0,-48,71,-71
2023-11-10,0,65,8,9,0,25,-100,-70
2023-11-13,0,0,-8,0,0,-25,71,-30
2023-11-14,0,0,0,0,0,0,0,1
2023-11-15,0,0,0,0,0,22,0,-43
2023-11-16,0,0,0,34,0,0,-72,0
2023-11-17,0,4,0,38,0,0,-82,0
2023-11-20,0,0,0,1,0,0,-4,10
2023-11-21,0,4,0,29,0,100,-100,0
2023-11-22,0,4,0,0,0,-5,0,1
2023-11-24,0,2,0,47,0,0,-100,1
2023-11-27,0,1,0,30,0,0,-45,-100
2023-11-28,0,0,0,24,0,-55,-28,-12
2023-11-29,0,3,0,58,0,-62,-100,0
2023-11-30,0,4,0,38,0,0,-100,100
2023-12-01,0,1,0,16,0,0,-33,-4
2023-12-04,0,-16,2,42,0,0,-100,100
2023-12-05,0,0,0,30,0,0,-81,100
2023-12-06,0,25,-2,-100,0,0,-100,-100
2023-12-07,0,37,0,-100,0,0,-54,-100
2023-12-08,0,100,0,26,0,0,100,-96
2023-12-11,0,100,0,100,0,69,17,0
2023-12-12,0,73,0,0,0,-69,100,0
2023-12-13,0,0,0,0,74,0,-67,1
2023-12-14,0,0,0,0,0,75,-29,0
2023-12-15,1,-89,0,66,0,0,-100,1
2023-12-18,-1,4,0,20,0,0,-42,-2
2023-12-19,0,100,0,11,0,100,-100,0
2023-12-20,0,2,0,52,0,-65,-100,100
2023-12-21,0,0,0,11,-21,100,-35,-35
2023-12-22,0,100,0,53,1,-100,-100,-65
2023-12-26,0,62,0,9,67,-59,-100,100
2023-12-27,0,0,0,41,-52,-51,0,-92
2023-12-28,0,2,0,12,-69,100,0,1
2023-12-29,0,3,0,49,0,0,-100,-9
2024-01-02,0,-14,0,2,0,4,0,0
2024-01-03,0,4,0,22,0,-24,-38,0
2024-01-04,0,3,0,48,0,0,-100,1
