account_rewards,date
684.7189999999246,2023-10-05
1502.9399999999441,2023-10-06
1245.140999999945,2023-10-09
1811.6940000000177,2023-10-10
-4106.782999999938,2023-10-11
990.0189999999711,2023-10-12
5244.838000000105,2023-10-13
1887.0749999999534,2023-10-16
-8197.172999999952,2023-10-17
-6366.273000000045,2023-10-18
-7879.606249999953,2023-10-19
-3748.780000000028,2023-10-20
5748.9199999999255,2023-10-23
-10744.540000000037,2023-10-24
-2581.6699999999255,2023-10-25
-3470.060000000056,2023-10-26
5914.350000000093,2023-10-27
4677.679999999935,2023-10-30
5124.380000000005,2023-10-31
16169.53999999992,2023-11-01
11423.65000000014,2023-11-02
-3922.430000000051,2023-11-03
-454.7799999999115,2023-11-06
-2472.530000000028,2023-11-07
-6841.120000000112,2023-11-08
8052.360000000102,2023-11-09
-367.1700000000419,2023-11-10
24005.280000000028,2023-11-13
1760.0899999999674,2023-11-14
-157.95999999996275,2023-11-15
2600.2399999999907,2023-11-16
4986.329999999958,2023-11-17
-1415.7000000000698,2023-11-20
2799.0,2023-11-21
2590.090000000084,2023-11-22
252.4800000000978,2023-11-24
2689.5599999999395,2023-11-27
1930.0100000000093,2023-11-28
2950.159999999916,2023-11-29
13715.160000000149,2023-11-30
-4258.040000000037,2023-12-01
-4336.300000000047,2023-12-04
-1786.6599999999162,2023-12-05
5416.979999999981,2023-12-06
623.6399999998976,2023-12-07
1173.880000000121,2023-12-08
1851.089999999851,2023-12-11
20738.75,2023-12-12
11120.929999999935,2023-12-13
-7770.4199999999255,2023-12-14
3179.0,2023-12-15
8557.51000000001,2023-12-18
-13314.830000000075,2023-12-19
7962.15000000014,2023-12-20
3764.399999999907,2023-12-21
6070.469999999972,2023-12-22
2701.810000000056,2023-12-26
-380.839999999851,2023-12-27
-5515.320000000065,2023-12-28
-3903.5800000000745,2023-12-29
-13662.5,2024-01-02
-1762.5700000000652,2024-01-03
951.6000000000931,2024-01-04
