account_rewards,date
366.5468800000381,2023-07-07
648.8491800001357,2023-07-10
1350.4040099999402,2023-07-11
983.0239100002218,2023-07-12
-956.3627700002398,2023-07-13
732.6148699999321,2023-07-14
1212.8682000001427,2023-07-17
548.3453100000042,2023-07-18
-2007.3344100001268,2023-07-19
-249.18035000003874,2023-07-20
923.2896800000453,2023-07-21
932.9280499998713,2023-07-24
925.0626899998169,2023-07-25
-4800.117679999908,2023-07-26
4124.032340000034,2023-07-27
1486.982129999902,2023-07-28
-2088.9840299998177,2023-07-31
-5986.8563600000925,2023-08-01
-1794.9304099997971,2023-08-02
-2278.989310000092,2023-08-03
4857.016270000022,2023-08-04
-4100.501960000023,2023-08-07
-4214.702010000241,2023-08-08
-955.7508099998813,2023-08-09
-444.447060000035,2023-08-10
1622.569390000077,2023-08-11
-8777.904889999889,2023-08-14
-6034.59915000014,2023-08-15
-6869.08143999998,2023-08-16
1365.5721500001382,2023-08-17
2188.6940499999328,2023-08-18
-1873.0599800001364,2023-08-21
9273.950860000215,2023-08-22
-10648.819430000032,2023-08-23
4533.958899999852,2023-08-24
6163.109159999993,2023-08-25
12063.51382000011,2023-08-28
3128.159370000125,2023-08-29
-1590.0919700000668,2023-08-30
2773.8562399999937,2023-08-31
-7646.90168999997,2023-09-01
-3528.5848799999803,2023-09-05
-3145.978059999994,2023-09-06
3.396420000004582,2023-09-07
3567.2182400000747,2023-09-08
-3006.1727900000988,2023-09-11
-1252.469470000011,2023-09-12
6972.88387000002,2023-09-13
-9856.658470000024,2023-09-14
-659.2405500001041,2023-09-15
-2284.8711299998686,2023-09-18
-6862.2465800000355,2023-09-19
-16266.009769999888,2023-09-20
-1487.2724000000162,2023-09-21
2962.074040000094,2023-09-22
-12128.14890000003,2023-09-25
896.1591799999587,2023-09-26
5323.382510000025,2023-09-27
-2700.1815799998585,2023-09-28
-3907.1915200001094,2023-09-29
-12610.684500000207,2023-10-02
5106.053660000209,2023-10-03
-328.5960799998138,2023-10-04
