account_rewards,date
79.44105999986641,2024-04-08
-1773.0441800000845,2024-04-09
790.3398200001102,2024-04-10
-3258.2862800000003,2024-04-11
-653.1169499999378,2024-04-12
-814.6977999999654,2024-04-15
-1377.872199999867,2024-04-16
88.64495999983046,2024-04-17
549.8939099999843,2024-04-18
-1639.61156999995,2024-04-19
1717.6251900000498,2024-04-22
-304.04366000019945,2024-04-23
643.9368100001011,2024-04-24
2251.1510900000576,2024-04-25
1799.3699199999683,2024-04-26
-11260.506359999883,2024-04-29
1909.273460000055,2024-04-30
5317.4125899999635,2024-05-01
4794.994649999891,2024-05-02
8447.7673200001,2024-05-03
-1926.0169199999655,2024-05-06
-2397.761919999961,2024-05-07
9290.623509999947,2024-05-08
1879.205050000106,2024-05-09
-3141.0137200001627,2024-05-10
7769.666899999953,2024-05-13
10613.053780000191,2024-05-14
-4113.644059999962,2024-05-15
8664.603299999959,2024-05-16
2107.9554000000935,2024-05-17
-2177.6050100000575,2024-05-20
-11792.11995000008,2024-05-21
-16999.13017999998,2024-05-22
4723.785130000091,2024-05-23
2192.519999999786,2024-05-24
-10855.218979999889,2024-05-28
3134.1999999999534,2024-05-29
148.86909000005107,2024-05-30
2582.519999999902,2024-05-31
-10896.860669999849,2024-06-03
12211.315779999946,2024-06-04
2459.7483599999687,2024-06-05
-21982.53999999992,2024-06-06
6287.545359999989,2024-06-07
-319.41949000011664,2024-06-10
7090.819550000131,2024-06-11
-7093.181320000091,2024-06-12
2348.09412000014,2024-06-13
650.3503499999642,2024-06-14
3472.720469999942,2024-06-17
5701.417740000063,2024-06-18
-8614.050780000049,2024-06-20
3689.8096999999834,2024-06-21
-5362.415350000025,2024-06-24
-6519.73179999995,2024-06-25
7980.5975699999835,2024-06-26
-21.00609999988228,2024-06-27
-424.84000000020023,2024-06-28
1497.562600000063,2024-07-01
9217.57240000018,2024-07-02
6871.025329999742,2024-07-03
-6890.09999999986,2024-07-05
320.26000000012573,2024-07-08
