account_rewards,date
755.5800000000745,2024-01-05
-339.25,2024-01-08
707.8819999999832,2024-01-09
-239.37899999995716,2024-01-10
449.6620000000112,2024-01-11
-1947.4430000000866,2024-01-12
-3204.131000000052,2024-01-16
2877.3159999999916,2024-01-17
6206.947000000044,2024-01-18
1644.2489999999525,2024-01-19
573.0770000000484,2024-01-22
-1155.98199999996,2024-01-23
5397.108000000007,2024-01-24
-1305.2216199999675,2024-01-25
6406.959999999963,2024-01-26
-1362.3200000000652,2024-01-29
-11125.179999999935,2024-01-30
10364.600000000093,2024-01-31
4167.380000000005,2024-02-01
-5910.600000000093,2024-02-02
4133.540000000037,2024-02-05
5031.680000000051,2024-02-06
905.0,2024-02-07
3963.399999999907,2024-02-08
-210.7599999998929,2024-02-09
-12727.800000000047,2024-02-12
7430.859999999986,2024-02-13
7627.879999999888,2024-02-14
-4913.9199999999255,2024-02-15
-3715.4599999999627,2024-02-16
888.9399999999441,2024-02-20
13996.580000000075,2024-02-21
887.7399999999907,2024-02-22
-4033.920000000042,2024-02-23
1239.759999999893,2024-02-26
564.3000000000466,2024-02-27
3674.20000000007,2024-02-28
7537.619999999995,2024-02-29
107.93999999994412,2024-03-01
-7563.640000000014,2024-03-04
4220.619999999995,2024-03-05
6986.479999999865,2024-03-06
-2554.9399999997113,2024-03-07
-1299.6400000001304,2024-03-08
6719.119999999879,2024-03-11
-1920.8199999998324,2024-03-12
-3922.2799999999115,2024-03-13
-7021.560000000056,2024-03-14
3944.6999999999534,2024-03-15
4063.780000000028,2024-03-18
7362.979999999865,2024-03-19
3271.9599999999627,2024-03-20
-3426.7399999999907,2024-03-21
-2839.600000000093,2024-03-22
-1602.0800000000745,2024-03-25
9282.160000000149,2024-03-26
565.8000000000466,2024-03-27
-5028.540000000037,2024-03-28
-5951.959999999963,2024-04-01
957.5399999998044,2024-04-02
-8786.319999999716,2024-04-03
7090.0,2024-04-04
1539.420000000042,2024-04-05
