date,agg,bil,gld,spy,vb,vnq,vo,vwo
2024-01-05,100,100,100,100,17,0,0,0
2024-01-08,37,22,-100,100,77,0,0,69
2024-01-09,-100,-33,0,100,0,0,0,-69
2024-01-10,-37,-69,100,100,62,0,100,100
2024-01-11,100,100,-9,100,60,0,2,100
2024-01-12,99,100,-39,100,100,0,-6,-91
2024-01-16,-81,100,100,-2,100,0,-96,-100
2024-01-17,-100,54,36,100,100,30,20,-9
2024-01-18,-18,66,100,100,6,41,100,0
2024-01-19,0,84,100,-65,19,-71,-21,0
2024-01-22,0,100,0,100,-30,100,87,0
2024-01-23,0,23,100,73,9,-100,100,72
2024-01-24,0,100,100,100,-100,0,-100,-62
2024-01-25,0,92,100,100,-17,0,-100,-10
2024-01-26,71,-32,-70,53,-100,32,-86,100
2024-01-29,-71,-100,100,21,2,0,54,-100
2024-01-30,0,100,-7,100,66,-32,-26,51
2024-01-31,19,24,95,-93,-40,0,-28,-51
2024-02-01,-19,-22,92,100,100,0,6,100
2024-02-02,0,-19,0,82,0,0,0,100
2024-02-05,0,1,0,50,-100,0,0,-100
2024-02-06,0,1,0,0,-94,0,91,-39
2024-02-07,28,96,-20,-100,100,0,-97,-61
2024-02-08,-28,-100,9,100,-100,0,100,100
2024-02-09,0,100,100,-100,-100,0,30,-100
2024-02-12,0,-56,0,44,79,0,-100,100
2024-02-13,1,0,1,52,0,0,0,0
2024-02-14,97,89,-100,30,-28,0,-30,-35
2024-02-15,-2,2,-97,-100,37,0,100,-1
2024-02-16,-4,0,-100,100,26,0,0,2
2024-02-20,0,-21,0,0,-91,0,91,1
2024-02-21,-19,1,100,-54,-61,0,81,91
2024-02-22,69,100,100,-100,-65,0,-28,-100
2024-02-23,-13,3,100,60,-19,0,-32,100
2024-02-26,-33,25,0,0,-15,0,0,100
2024-02-27,-96,-58,0,28,58,0,-34,-100
2024-02-28,0,-100,1,0,-28,0,46,100
2024-02-29,0,1,2,12,-30,0,0,0
2024-03-01,0,-53,-64,0,0,0,72,-11
2024-03-04,1,-2,77,-29,0,0,0,0
2024-03-05,-1,-47,100,-32,0,0,-64,70
2024-03-06,0,0,100,22,0,0,-73,0
2024-03-07,0,0,0,-33,0,0,56,76
2024-03-08,0,84,65,-87,0,0,60,100
2024-03-11,0,0,0,57,0,0,-100,3
2024-03-12,0,-56,0,-27,0,1,86,-52
2024-03-13,0,0,0,0,0,-1,0,3
2024-03-14,0,-13,1,17,0,0,-32,0
2024-03-15,100,56,0,-21,0,0,0,-100
2024-03-18,0,-86,0,0,0,0,32,2
2024-03-19,15,-45,0,-100,0,0,96,34
2024-03-20,-95,1,-74,47,0,0,100,100
2024-03-21,-20,0,0,0,0,0,22,-84
2024-03-22,0,0,0,0,0,0,0,1
2024-03-25,100,-14,-24,-19,0,0,42,-100
2024-03-26,52,0,-25,0,0,0,0,0
2024-03-27,-36,100,15,-57,0,0,-100,-100
2024-03-28,-100,0,100,43,100,0,-23,-8
2024-04-01,-16,100,-78,-18,87,0,-100,96
2024-04-02,0,3,-3,51,0,0,-29,0
2024-04-03,1,0,0,0,-57,1,65,-82
2024-04-04,-1,10,-12,-100,-88,-1,100,-89
2024-04-05,0,100,-78,31,-42,0,-100,-78
