date,agg,bil,gld,spy,vb,vnq,vo,vwo
2023-04-05,0,0,100,45,0,0,0,100
2023-04-06,0,0,-2,-45,0,0,0,81
2023-04-10,0,0,100,0,0,0,58,100
2023-04-11,0,0,100,100,0,0,-58,-79
2023-04-12,0,0,43,44,0,0,0,100
2023-04-13,0,0,100,-100,0,0,0,35
2023-04-14,0,0,100,55,0,0,0,-94
2023-04-17,0,0,100,41,0,0,0,54
2023-04-18,0,0,100,-23,0,100,0,100
2023-04-19,0,0,100,-100,0,-100,0,100
2023-04-20,0,0,100,-17,36,0,0,-77
2023-04-21,0,0,100,0,-36,0,0,100
2023-04-24,0,0,100,30,0,0,0,-20
2023-04-25,0,0,100,-30,0,0,0,-25
2023-04-26,0,0,100,79,0,0,0,-27
2023-04-27,0,0,100,-79,0,93,0,100
2023-04-28,0,0,100,62,43,-44,86,100
2023-05-01,0,0,100,-36,-43,-49,36,100
2023-05-02,0,0,44,92,0,0,-100,100
2023-05-03,0,0,100,-100,0,0,-22,100
2023-05-04,0,0,100,69,0,0,26,100
2023-05-05,0,0,100,35,0,0,-26,-100
2023-05-08,0,0,100,-100,0,0,0,55
2023-05-09,0,0,100,-22,0,0,0,100
2023-05-10,0,0,100,100,0,0,100,100
2023-05-11,0,0,100,-100,0,0,-100,100
2023-05-12,0,0,100,0,17,100,0,100
2023-05-15,0,0,52,0,-17,-100,0,100
2023-05-16,0,0,80,0,0,0,0,100
2023-05-17,0,0,100,23,100,0,5,100
2023-05-18,0,0,100,-7,-100,0,67,100
2023-05-19,0,0,82,-16,0,0,-72,-42
2023-05-22,0,0,100,0,0,0,0,98
2023-05-23,0,0,40,34,0,0,0,100
2023-05-24,0,0,100,100,0,0,0,100
2023-05-25,0,0,100,-88,0,0,0,99
2023-05-26,0,0,54,100,0,100,0,100
2023-05-30,0,0,100,100,0,-90,0,100
2023-05-31,0,0,-17,-81,100,-10,0,14
2023-06-01,0,0,100,64,-100,23,0,100
2023-06-02,0,0,100,63,5,-23,70,79
2023-06-05,0,0,67,27,-5,0,-70,-39
2023-06-06,0,0,32,-100,0,0,0,100
2023-06-07,0,0,100,74,0,0,24,100
2023-06-08,0,0,100,-100,0,0,-24,100
2023-06-09,0,0,100,100,0,17,0,-100
2023-06-12,0,0,100,23,0,-17,0,84
2023-06-13,0,100,-100,11,0,97,0,-100
2023-06-14,0,-52,-100,0,0,0,87,100
2023-06-15,0,-48,-50,-100,100,100,36,-100
2023-06-16,0,0,99,-36,-100,84,-46,100
2023-06-20,0,0,100,-100,0,-82,63,100
2023-06-21,0,0,-100,-91,0,-100,-78,100
2023-06-22,0,0,100,40,0,8,-62,97
2023-06-23,0,0,100,-7,0,-20,94,-52
2023-06-26,0,0,100,-33,0,-87,-2,19
2023-06-27,0,0,37,0,0,26,-92,100
2023-06-28,0,0,100,100,0,12,0,37
2023-06-29,0,0,100,12,0,-38,0,100
2023-06-30,55,97,-100,-100,0,100,47,-100
2023-07-03,-55,-97,72,13,0,8,-47,60
2023-07-05,0,0,100,-9,53,-68,0,100
2023-07-06,0,0,-51,9,-53,100,0,100
