account_rewards,date
-17927.480819999822,2025-01-07
-4235.957300000242,2025-01-08
-1938.0628099999158,2025-01-10
18606.280000000144,2025-01-13
37561.35999999987,2025-01-14
-4746.510000000009,2025-01-15
37912.16000000038,2025-01-16
19723.20999999973,2025-01-17
-21821.409999999916,2025-01-21
2800.719999999972,2025-01-22
8275.830000000307,2025-01-23
-26726.890000000363,2025-01-24
-5946.850000000093,2025-01-27
21637.5,2025-01-28
9947.55000000028,2025-01-29
-21469.06000000029,2025-01-30
-9076.140000000014,2025-01-31
-32013.09999999986,2025-02-03
-9936.94000000006,2025-02-04
-392.3800000001211,2025-02-05
-981.9999999998836,2025-02-06
9292.719999999972,2025-02-07
-15104.79999999993,2025-02-10
18592.929999999935,2025-02-11
-9911.099999999977,2025-02-12
7598.640000000014,2025-02-13
-16364.45000000007,2025-02-14
9416.320000000065,2025-02-18
15189.199999999837,2025-02-19
-21228.569999999832,2025-02-20
-42195.31999999995,2025-02-21
-27135.660000000033,2025-02-24
-40072.78000000003,2025-02-25
2693.0999999999767,2025-02-26
-1932.5700000000652,2025-02-27
15532.620000000112,2025-02-28
9131.540000000037,2025-03-03
31389.77999999991,2025-03-04
-7793.599999999977,2025-03-05
-27971.540000000037,2025-03-06
-76534.43999999994,2025-03-07
39050.03999999992,2025-03-10
7275.680000000051,2025-03-11
-23868.44000000006,2025-03-12
27956.95000000007,2025-03-13
1175.079999999958,2025-03-14
-12378.880000000005,2025-03-17
38612.79000000004,2025-03-18
-24602.880000000005,2025-03-19
-1587.3399999999674,2025-03-20
32490.79999999993,2025-03-21
-550.309999999823,2025-03-24
-5571.110000000102,2025-03-25
2851.569999999949,2025-03-26
-27083.35999999987,2025-03-27
-15691.54999999993,2025-03-28
23890.819999999832,2025-03-31
-23549.290000000154,2025-04-01
1866.5100000001257,2025-04-02
527.9300000001676,2025-04-03
-872.6387700001942,2025-04-04
-27491.59108999977,2025-04-07
69495.40998,2025-04-08
