account_rewards,date
665.2639999999665,2024-07-09
-456.48100000002887,2024-07-10
1653.7069999999367,2024-07-11
599.1290000000736,2024-07-12
2553.102360000019,2024-07-15
-5577.558129999903,2024-07-16
-3544.605000000214,2024-07-17
-3446.2602999999654,2024-07-18
6070.301540000015,2024-07-19
-1528.5001300000586,2024-07-22
-16139.119999999879,2024-07-23
-3217.0439999999944,2024-07-24
10104.09600000002,2024-07-25
542.9069999998901,2024-07-26
-3578.1003999999957,2024-07-29
14337.579999999958,2024-07-30
-14213.279999999912,2024-07-31
-18299.46000000008,2024-08-01
-27238.280000000028,2024-08-02
9259.620000000112,2024-08-05
-6439.100000000093,2024-08-06
21355.540000000037,2024-08-07
3911.4000000000233,2024-08-08
-389.9200000000419,2024-08-09
15052.156369999982,2024-08-12
3009.403740000096,2024-08-13
16385.320000000065,2024-08-14
2392.3199999998324,2024-08-15
9280.740000000107,2024-08-16
-2167.969999999972,2024-08-19
4462.0800000000745,2024-08-20
-7250.320000000065,2024-08-21
11025.209999999963,2024-08-22
-2273.740000000107,2024-08-23
1169.6300000000047,2024-08-26
-5621.699999999953,2024-08-27
713.5100000001257,2024-08-28
9421.375669999863,2024-08-29
-20500.69024999987,2024-08-30
-2045.6603600000963,2024-09-03
-2873.920799999847,2024-09-04
-16049.101060000015,2024-09-05
10951.59999999986,2024-09-06
3887.772400000016,2024-09-09
9250.47259999998,2024-09-10
8257.040000000154,2024-09-11
5919.648469999898,2024-09-12
2176.358260000008,2024-09-13
722.2600000000093,2024-09-16
-3081.5400000001537,2024-09-17
16879.162520000245,2024-09-18
-4487.14000000013,2024-09-19
2933.4261699999915,2024-09-20
2809.560000000056,2024-09-23
-2778.287800000049,2024-09-24
3819.0735199999763,2024-09-25
-935.6824199999683,2024-09-26
3975.576999999932,2024-09-27
-8845.229999999865,2024-09-30
350.24385999992955,2024-10-01
-2083.8548599998467,2024-10-02
9330.129999999888,2024-10-03
-9293.170000000042,2024-10-04
