account_rewards,date
118.87074000004213,2024-10-07
-272.8095400000457,2024-10-08
116.61048000003211,2024-10-09
1102.636979999952,2024-10-10
45678.19558000006,2024-10-11
-958.7395199999446,2024-10-14
1633.8117600000696,2024-10-15
195.3378200000152,2024-10-16
1997.560019999859,2024-10-17
-1826.2313699998194,2024-10-18
1202.9798400000436,2024-10-21
-10304.210849999916,2024-10-22
902.0445100000361,2024-10-23
-443.0008600000292,2024-10-24
643.2321400000947,2024-10-25
1914.4141599999275,2024-10-28
1721.2094999998808,2024-10-29
-25789.16495999985,2024-10-30
-2629.220250000013,2024-10-31
1235.315270000021,2024-11-01
2329.6380199998384,2024-11-04
-7931.539340000018,2024-11-05
-425.54676000005566,2024-11-06
-100.96820999996271,2024-11-07
-1020.6154499999247,2024-11-08
-9123.864249999984,2024-11-11
-1607.3874099999666,2024-11-12
-255.1516400000546,2024-11-13
-195.82748000021093,2024-11-14
2059.632769999909,2024-11-15
1048.508840000024,2024-11-18
712.1682599998312,2024-11-19
1107.2497600000352,2024-11-20
2401.8667799998075,2024-11-21
-4574.331809999887,2024-11-22
187.8392500000773,2024-11-25
28161.615950000123,2024-11-26
6093.591169999796,2024-11-27
-2762.490529999952,2024-11-29
220.87834999989718,2024-12-02
1021.0896500000963,2024-12-03
-2050.63526000001,2024-12-04
54.89179999975022,2024-12-05
2945.1365399998613,2024-12-06
1068.8289600000717,2024-12-09
2279.1476399998646,2024-12-10
-11510.584609999903,2024-12-11
-3790.63227000006,2024-12-12
27671.877620000043,2024-12-13
-2374.5977599998005,2024-12-16
-10665.41837999993,2024-12-17
-681.2580500000622,2024-12-18
5042.9477499998175,2024-12-19
-2309.6484499999788,2024-12-20
1865.415009999997,2024-12-23
2875.8042099998565,2024-12-24
-4725.743639999884,2024-12-26
-2596.9190900000976,2024-12-27
5921.4144400000805,2024-12-30
4324.162060000002,2024-12-31
-639.5518699999666,2025-01-02
-1395.2655700000469,2025-01-03
343.01817000005394,2025-01-06
