account_rewards,date
201.84499999997206,2024-04-08
-2251.447999999975,2024-04-09
2423.6319999999832,2024-04-10
-4503.206000000006,2024-04-11
-1945.1030000000028,2024-04-12
-1151.73199999996,2024-04-15
-3715.555000000051,2024-04-16
-265.03699999989476,2024-04-17
-3041.015000000014,2024-04-18
-268.68699999991804,2024-04-19
6865.468969999929,2024-04-22
-470.5999999999767,2024-04-23
-1153.880000000121,2024-04-24
6103.300000000047,2024-04-25
2573.2399999999907,2024-04-26
-15414.48999999999,2024-04-29
-99.31999999994878,2024-04-30
5916.859999999986,2024-05-01
7454.569999999949,2024-05-02
8553.96000000008,2024-05-03
449.78999999992084,2024-05-06
-1402.7699999999022,2024-05-07
8983.229999999981,2024-05-08
2416.039999999921,2024-05-09
-2301.54999999993,2024-05-10
5416.569999999949,2024-05-13
11712.20000000007,2024-05-14
-2227.939999999944,2024-05-15
4799.769999999902,2024-05-16
1128.0999999998603,2024-05-17
1028.9300000000512,2024-05-20
-7011.479999999981,2024-05-21
-11258.80999999994,2024-05-22
4326.800000000163,2024-05-23
2043.3299999997253,2024-05-24
-7436.369999999879,2024-05-28
-1965.609999999986,2024-05-29
5780.6699999999255,2024-05-30
1775.6800000000512,2024-05-31
-796.0499999999302,2024-06-03
9728.449999999953,2024-06-04
1846.1899999999441,2024-06-05
-10113.569999999949,2024-06-06
4346.260000000009,2024-06-07
1683.1899999999441,2024-06-10
6474.030000000028,2024-06-11
-373.25,2024-06-12
3189.039999999921,2024-06-13
3338.5200000000186,2024-06-14
2929.9400000000605,2024-06-17
1014.5100000000093,2024-06-18
-6152.020000000019,2024-06-20
-173.84999999997672,2024-06-21
-108.53000000002794,2024-06-24
-1824.4199999999255,2024-06-25
4456.389999999898,2024-06-26
-2736.4199999999255,2024-06-27
421.2399999999907,2024-06-28
4575.209999999963,2024-07-01
5280.969999999972,2024-07-02
6964.260000000009,2024-07-03
-1888.4599999999627,2024-07-05
911.2299999999814,2024-07-08
