account_rewards,date
210.39600000006612,2024-01-05
-497.8780000000261,2024-01-08
50.33900000015274,2024-01-09
-455.69900000002235,2024-01-10
1031.3989999999758,2024-01-11
-3021.820000000065,2024-01-12
-4312.327000000048,2024-01-16
2065.280000000028,2024-01-17
3249.0139999999665,2024-01-18
1196.6460000000661,2024-01-19
79.52000000001863,2024-01-22
-4635.493000000017,2024-01-23
5097.887999999919,2024-01-24
-805.5089999999618,2024-01-25
5636.543999999994,2024-01-26
-1866.6085599999642,2024-01-29
-6859.769579999964,2024-01-30
10069.779999999912,2024-01-31
-4858.539999999921,2024-02-01
-7974.20000000007,2024-02-02
8024.780000000028,2024-02-05
1392.9499999999534,2024-02-06
2002.420000000042,2024-02-07
332.53000000002794,2024-02-08
1249.9799999999814,2024-02-09
-14906.300000000047,2024-02-12
6787.5800000000745,2024-02-13
9769.949999999953,2024-02-14
-1980.7799999999115,2024-02-15
113.96999999997206,2024-02-16
1230.6899999999441,2024-02-20
5496.570000000065,2024-02-21
2372.6300000000047,2024-02-22
-3087.480000000098,2024-02-23
1974.280000000028,2024-02-26
1360.1300000000047,2024-02-27
5045.420000000042,2024-02-28
10210.569999999949,2024-02-29
7297.869999999995,2024-03-01
-3535.7600000000093,2024-03-04
7310.239999999991,2024-03-05
5583.240000000107,2024-03-06
2827.269999999786,2024-03-07
400.43000000016764,2024-03-08
-2121.850000000093,2024-03-11
647.5200000000186,2024-03-12
-7458.819999999949,2024-03-13
-1944.7000000000698,2024-03-14
1490.390000000014,2024-03-15
1590.880000000121,2024-03-18
8800.469999999856,2024-03-19
2053.4900000002235,2024-03-20
-8192.730000000214,2024-03-21
164.4200000000419,2024-03-22
196.8299999999581,2024-03-25
11695.880000000121,2024-03-26
6183.479999999981,2024-03-27
-1934.0400000000373,2024-03-28
-492.5,2024-04-01
4518.120000000112,2024-04-02
-7667.459999999963,2024-04-03
9981.479999999749,2024-04-04
5449.930000000168,2024-04-05
