account_value,date,daily_return
1000000.0,2024-01-05,
1000210.3960000001,2024-01-08,0.00021039600000016812
999712.518,2024-01-09,-0.0004977732704950499
999762.8570000002,2024-01-10,5.035347571813453e-05
999307.1580000002,2024-01-11,-0.0004558070914610912
1000338.5570000001,2024-01-12,0.001032114091991776
997316.7370000001,2024-01-16,-0.003020797287932697
993004.41,2024-01-17,-0.00432392923934255
995069.6900000001,2024-01-18,0.0020798296353992107
998318.704,2024-01-19,0.0032651120144158163
999515.3500000001,2024-01-22,0.0011986613044565608
999594.8700000001,2024-01-23,7.955855805508172e-05
994959.3770000001,2024-01-24,-0.004637371738412388
1000057.265,2024-01-25,0.005123714714234007
999251.756,2024-01-26,-0.0008054628751683612
1004888.3,2024-01-29,0.005640764668318532
1003021.6914400001,2024-01-30,-0.0018575284039031859
996161.9218600001,2024-01-31,-0.006839103918232947
1006231.70186,2024-02-01,0.010108577510368866
1001373.1618600001,2024-02-02,-0.004828450535814932
993398.96186,2024-02-05,-0.007963265148017706
1001423.7418600001,2024-02-06,0.008078103871756337
1002816.69186,2024-02-07,0.0013909696183282971
1004819.1118600001,2024-02-08,0.0019967956419693067
1005151.6418600001,2024-02-09,0.0003309351863187704
1006401.6218600001,2024-02-12,0.0012435735544209514
991495.32186,2024-02-13,-0.014811482489913597
998282.9018600001,2024-02-14,0.0068458013369814275
1008052.85186,2024-02-15,0.009786754818495336
1006072.0718600001,2024-02-16,-0.0019649564964229205
1006186.0418600001,2024-02-20,0.0001132821426890196
1007416.73186,2024-02-21,0.0012231237055573274
1012913.3018600001,2024-02-22,0.0054561035430211735
1015285.9318600001,2024-02-23,0.0023423821127070976
1012198.45186,2024-02-26,-0.003040995549247749
1014172.73186,2024-02-27,0.0019504870772841798
1015532.8618600001,2024-02-28,0.0013411226285935385
1020578.2818600001,2024-02-29,0.004968248876515036
1030788.85186,2024-03-01,0.010004690655763593
1038086.72186,2024-03-04,0.0070798883659164424
1034550.96186,2024-03-05,-0.003406035281584896
1041861.20186,2024-03-06,0.007066099466822795
1047444.4418600001,2024-03-07,0.005358909603345063
1050271.71186,2024-03-08,0.002699207601865039
1050672.14186,2024-03-11,0.00038126324405229894
1048550.29186,2024-03-12,-0.002019516760236706
1049197.81186,2024-03-13,0.0006175383336657347
1041738.9918600001,2024-03-14,-0.007109069343918195
1039794.29186,2024-03-15,-0.001866782385218979
1041284.68186,2024-03-18,0.0014333508191644029
1042875.5618600001,2024-03-19,0.0015278050543856558
1051676.03186,2024-03-20,0.008438657805255323
1053729.5218600002,2024-03-21,0.0019525880002879692
1045536.79186,2024-03-22,-0.007774983836021598
1045701.21186,2024-03-25,0.0001572589327130114
1045898.04186,2024-03-26,0.00018822776311977485
1057593.9218600001,2024-03-27,0.011182619654971804
1063777.40186,2024-03-28,0.005846743132869925
1061843.36186,2024-04-01,-0.0018180871267037269
1061350.86186,2024-04-02,-0.0004638160558232407
1065868.9818600002,2024-04-03,0.0042569523070647985
1058201.5218600002,2024-04-04,-0.007193623353800804
1068183.00186,2024-04-05,0.00943249446707961
1073632.9318600001,2024-04-08,0.005102056473947236
