account_rewards,date
-2294.367409999948,2023-04-05
-384.04598000016995,2023-04-06
16172.358190000057,2023-04-10
-1670.2159400000237,2023-04-11
14526.157260000356,2023-04-12
-1832.2031699999934,2023-04-13
1401.588110000128,2023-04-14
-69.46719000011217,2023-04-17
-37051.99985000014,2023-04-18
-2410.813000000082,2023-04-19
-77.98465000011493,2023-04-20
-11.237119999947026,2023-04-21
7604.492399999872,2023-04-24
-3400.9783399997978,2023-04-25
7627.69935999997,2023-04-26
1396.490820000181,2023-04-27
-1720.7513000000035,2023-04-28
-7904.017339999904,2023-05-01
-2546.602570000221,2023-05-02
-5549.362199999858,2023-05-03
11084.53376999998,2023-05-04
-15751.595229999977,2023-05-05
-3030.694819999975,2023-05-08
2747.0408999999054,2023-05-09
-6239.54570999986,2023-05-10
-1360.9895200001774,2023-05-11
4529.793600000092,2023-05-12
-10772.877699999837,2023-05-15
11291.40934999974,2023-05-16
5775.439290000126,2023-05-17
-2690.647800000035,2023-05-18
3391.644149999949,2023-05-19
-9096.00803999987,2023-05-22
-9150.028140000184,2023-05-23
2434.320840000175,2023-05-24
9957.865389999934,2023-05-25
-120.99953999998979,2023-05-26
-4828.781369999982,2023-05-30
6300.961220000056,2023-05-31
18368.45984999987,2023-06-01
-4548.759039999917,2023-06-02
8606.711639999994,2023-06-05
6190.415159999859,2023-06-06
182.9728100001812,2023-06-07
-2120.4794299999485,2023-06-08
4834.065799999982,2023-06-09
7556.829239999875,2023-06-12
-662.5056600000244,2023-06-13
8539.767550000106,2023-06-14
-4314.21558999992,2023-06-15
-7386.236700000125,2023-06-16
-3705.7609599998686,2023-06-20
-4728.732490000199,2023-06-21
-11577.08543999982,2023-06-22
6067.804429999902,2023-06-23
11759.91452999995,2023-06-26
1214.563650000142,2023-06-27
4790.680000000051,2023-06-28
6707.479999999865,2023-06-29
3841.9700000000885,2023-06-30
-3498.2799999999115,2023-07-03
-9056.23999999999,2023-07-05
2677.5543099996867,2023-07-06
