date,agg,bil,gld,spy,vb,vnq,vo,vwo
2023-07-07,0,0,0,100,0,65,0,84
2023-07-10,0,8,0,100,100,94,0,-22
2023-07-11,0,-8,100,100,78,15,0,-62
2023-07-12,0,40,-11,61,-100,-100,0,100
2023-07-13,18,-40,-63,100,-44,-48,0,19
2023-07-14,-18,100,-26,66,-34,100,0,-8
2023-07-17,0,-100,0,100,0,0,14,-25
2023-07-18,0,82,0,100,0,84,-14,-86
2023-07-19,0,-82,3,17,0,93,0,0
2023-07-20,0,100,30,100,33,-100,0,0
2023-07-21,100,21,32,100,-33,-29,0,0
2023-07-24,-100,42,-65,100,0,-100,0,0
2023-07-25,0,44,53,11,87,-74,0,0
2023-07-26,0,100,-53,42,-87,20,0,57
2023-07-27,0,-1,17,100,100,65,0,-57
2023-07-28,0,-3,34,100,-13,-66,0,0
2023-07-31,0,100,-51,100,-87,100,0,0
2023-08-01,0,-20,0,100,0,-35,0,0
2023-08-02,0,70,93,100,0,31,9,0
2023-08-03,59,-21,-7,100,0,74,-9,0
2023-08-04,-59,-97,100,100,0,40,0,0
2023-08-07,84,-19,-100,100,100,6,0,0
2023-08-08,-35,-100,76,17,-98,-100,0,34
2023-08-09,-49,-39,-21,-46,-2,59,0,29
2023-08-10,0,100,-30,100,0,13,0,-47
2023-08-11,81,4,-43,55,0,4,9,-16
2023-08-14,-52,-11,-68,97,0,4,-9,0
2023-08-15,-29,-100,2,26,0,0,0,0
2023-08-16,0,4,-2,0,0,0,0,1
2023-08-17,0,95,0,-20,0,0,0,-1
2023-08-18,0,0,0,0,0,0,0,0
2023-08-21,0,0,0,0,0,0,0,0
2023-08-22,0,0,0,0,0,0,0,0
2023-08-23,0,0,0,18,0,-100,0,4
2023-08-24,0,-9,0,-21,51,0,0,1
2023-08-25,0,0,0,0,0,2,0,-5
2023-08-28,0,-93,0,0,50,-17,0,0
2023-08-29,0,0,0,63,-100,-100,0,0
2023-08-30,57,28,0,-43,-1,76,0,100
2023-08-31,4,-100,0,0,100,-76,0,-100
2023-09-01,-61,40,0,-9,-100,0,0,36
2023-09-05,0,4,0,14,100,0,0,-36
2023-09-06,0,2,0,8,-60,100,0,0
2023-09-07,0,0,0,0,0,0,0,0
2023-09-08,4,-100,0,22,0,-13,0,0
2023-09-11,2,0,0,8,-40,0,0,100
2023-09-12,-6,-25,20,0,0,-9,0,1
2023-09-13,0,0,-20,17,0,0,0,-100
2023-09-14,0,0,0,0,0,0,0,0
2023-09-15,0,1,0,14,0,-78,0,1
2023-09-18,0,1,0,0,0,0,0,-2
2023-09-19,0,26,0,-41,40,0,0,0
2023-09-20,0,3,0,35,-40,0,0,0
2023-09-21,0,0,0,0,0,0,0,0
2023-09-22,0,0,0,0,0,0,0,1
2023-09-25,0,1,19,-8,0,0,0,-1
2023-09-26,0,-43,63,-20,0,18,0,0
2023-09-27,0,-5,0,4,0,-18,0,0
2023-09-28,0,26,-57,0,0,100,0,0
2023-09-29,0,-26,-25,6,0,2,0,100
2023-10-02,0,1,0,9,0,0,0,-100
2023-10-03,0,70,0,-67,33,-4,79,0
2023-10-04,0,-69,0,-23,-33,-41,-79,0
