account_rewards,date
106.10877000004984,2024-04-08
-1315.7691599999089,2024-04-09
120.38308000005782,2024-04-10
-362.02790999994613,2024-04-11
-735.1862200000323,2024-04-12
-348.7712599999504,2024-04-15
-506.458089999971,2024-04-16
-180.08215000014752,2024-04-17
-774.7829899998615,2024-04-18
956.2017500000075,2024-04-19
817.5611200000858,2024-04-22
28.71610000007786,2024-04-23
-309.65798000013456,2024-04-24
1396.0215199999511,2024-04-25
1427.4905600000639,2024-04-26
-5520.572509999853,2024-04-29
-822.4920299999649,2024-04-30
4136.142140000011,2024-05-01
3691.468349999981,2024-05-02
3573.8011400001124,2024-05-03
241.90968000004068,2024-05-06
-695.1758799998788,2024-05-07
3765.2653199998895,2024-05-08
586.6595200001029,2024-05-09
-640.3750899999868,2024-05-10
2654.540689999936,2024-05-13
6193.280450000078,2024-05-14
-1790.6974200000986,2024-05-15
1664.1960500001442,2024-05-16
513.2588700000197,2024-05-17
428.065789999906,2024-05-20
-3494.0094500000123,2024-05-21
-6977.015809999779,2024-05-22
3907.8352699998068,2024-05-23
-1039.8455599999288,2024-05-24
-5014.542649999959,2024-05-28
-974.4532800000161,2024-05-29
4370.033580000047,2024-05-30
-207.65037999989,2024-05-31
-435.7574999999488,2024-06-03
6697.497429999872,2024-06-04
-156.38217999995686,2024-06-05
-4204.501220000093,2024-06-06
2150.8489700001664,2024-06-07
783.3503600000404,2024-06-10
4867.698259999976,2024-06-11
-377.676159999799,2024-06-12
377.8635199998971,2024-06-13
3751.2358799998183,2024-06-14
2599.3461299999617,2024-06-17
-259.1081399999093,2024-06-18
-4117.27415000007,2024-06-20
211.6441000000341,2024-06-21
-125.44516999996267,2024-06-24
-3147.6165400000755,2024-06-25
2337.183910000138,2024-06-26
-2116.5229300000938,2024-06-27
-1969.0090399998007,2024-06-28
3644.989939999883,2024-07-01
3995.7993100001477,2024-07-02
3706.0328299999237,2024-07-03
-608.4577700000955,2024-07-05
-622.3425699998625,2024-07-08
