account_rewards,date
82.5338299999712,2023-07-07
941.7062399999704,2023-07-10
1602.2111500001047,2023-07-11
1420.986300000106,2023-07-12
-335.5622199999634,2023-07-13
696.9534200000344,2023-07-14
1976.8475399998715,2023-07-17
870.6586200001184,2023-07-18
-2358.3182899999665,2023-07-19
-28.699830000055954,2023-07-20
1890.8728600000031,2023-07-21
1170.777180000092,2023-07-24
184.47077000001445,2023-07-25
-3422.179710000055,2023-07-26
5493.525380000006,2023-07-27
1251.7164900000207,2023-07-28
-2086.786099999794,2023-07-31
-9593.735800000024,2023-08-01
-2233.621259999927,2023-08-02
-3524.207570000086,2023-08-03
7089.599179999903,2023-08-04
-4163.343719999888,2023-08-07
-5939.096320000128,2023-08-08
184.8078300000634,2023-08-09
-553.7058099999558,2023-08-10
4779.301250000019,2023-08-11
-11335.015660000034,2023-08-14
-7214.095780000091,2023-08-15
-7322.517599999905,2023-08-16
485.42547999997623,2023-08-17
5881.429999999935,2023-08-18
-2477.8000000000466,2023-08-21
10651.160000000033,2023-08-22
-13208.67525999993,2023-08-23
6573.663170000073,2023-08-24
6102.606970000081,2023-08-25
13963.707129999995,2023-08-28
3991.802919999929,2023-08-29
-1528.1437399999704,2023-08-30
1872.719919999945,2023-08-31
-4202.591869999887,2023-09-01
-6576.971600000048,2023-09-05
-2982.658539999975,2023-09-06
1396.329999999958,2023-09-07
6374.769899999839,2023-09-08
-5406.33853999991,2023-09-11
1048.0320000000065,2023-09-12
8580.966730000102,2023-09-13
-15423.040000000037,2023-09-14
563.0894600000465,2023-09-15
-2039.6319500000682,2023-09-18
-8940.589470000006,2023-09-19
-16050.746210000128,2023-09-20
-2144.199999999837,2023-09-21
4002.190350000048,2023-09-22
-14022.515380000114,2023-09-25
158.38422999996692,2023-09-26
5327.028800000087,2023-09-27
-2316.525170000037,2023-09-28
-541.9007699999493,2023-09-29
-12751.164230000111,2023-10-02
6739.943450000137,2023-10-03
-355.76184000005014,2023-10-04
