date,agg,bil,gld,spy,vb,vnq,vo,vwo
2023-10-05,0,23,0,100,100,98,0,0
2023-10-06,0,9,0,33,100,85,0,0
2023-10-09,0,100,0,100,-18,45,0,100
2023-10-10,0,-40,0,38,100,100,0,-100
2023-10-11,0,100,0,100,12,100,0,0
2023-10-12,0,-17,47,95,-99,100,0,0
2023-10-13,0,-82,-5,100,-8,100,0,0
2023-10-16,0,89,-12,88,-56,100,0,0
2023-10-17,0,8,-30,92,-100,100,0,0
2023-10-18,0,18,0,100,-31,-9,0,30
2023-10-19,0,100,0,-24,100,73,0,-30
2023-10-20,0,16,2,83,-36,100,0,0
2023-10-23,0,61,22,100,100,100,0,0
2023-10-24,0,-70,100,100,70,100,0,0
2023-10-25,0,-62,-88,100,-27,78,0,0
2023-10-26,0,96,-36,25,-9,-66,0,0
2023-10-27,0,59,0,100,22,100,0,0
2023-10-30,0,-100,0,-100,100,100,0,0
2023-10-31,0,19,34,-100,100,-94,0,0
2023-11-01,0,100,66,100,-100,100,0,0
2023-11-02,0,96,15,100,100,42,0,0
2023-11-03,0,-58,-100,100,61,100,0,0
2023-11-06,0,56,-15,97,39,100,0,0
2023-11-07,0,94,0,100,100,100,0,0
2023-11-08,0,0,0,0,0,0,0,0
2023-11-09,0,3,0,12,0,-73,0,0
2023-11-10,0,-100,0,20,1,0,0,0
2023-11-13,0,0,0,0,0,2,0,0
2023-11-14,0,-20,0,0,-28,90,0,0
2023-11-15,0,0,0,0,0,0,0,0
2023-11-16,0,0,0,0,0,0,0,1
2023-11-17,0,0,0,0,0,0,0,-1
2023-11-20,0,0,0,0,-9,22,0,0
2023-11-21,0,0,0,0,0,0,0,0
2023-11-22,0,100,0,0,-89,100,0,0
2023-11-24,0,0,0,0,0,0,0,0
2023-11-27,0,0,0,0,0,0,0,0
2023-11-28,0,0,0,0,40,-96,0,0
2023-11-29,0,-43,0,15,-57,100,0,0
2023-11-30,0,3,0,42,-100,0,0,0
2023-12-01,0,-20,0,0,0,21,0,0
2023-12-04,0,0,0,0,0,0,0,0
2023-12-05,0,4,0,16,-81,100,0,0
2023-12-06,0,0,0,0,0,0,0,1
2023-12-07,0,94,0,0,-43,0,0,-1
2023-12-08,0,0,0,0,0,0,0,0
2023-12-11,0,0,0,0,0,0,0,0
2023-12-12,0,1,0,25,-100,100,0,1
2023-12-13,0,72,0,0,-40,19,0,1
2023-12-14,0,0,0,25,-100,100,0,11
2023-12-15,0,2,0,7,-14,0,0,-13
2023-12-18,0,0,0,0,0,0,0,0
2023-12-19,0,-12,0,-2,0,23,0,0
2023-12-20,0,0,0,0,0,0,0,0
2023-12-21,0,0,0,0,0,0,0,0
2023-12-22,0,0,0,0,0,0,0,0
2023-12-26,0,0,0,0,0,0,0,0
2023-12-27,0,0,0,0,0,0,0,0
2023-12-28,0,-14,0,0,6,0,0,0
2023-12-29,0,0,0,0,-6,14,0,0
2024-01-02,0,0,0,0,0,0,0,0
2024-01-03,0,0,0,0,0,0,0,0
2024-01-04,0,0,0,0,0,0,0,1
