account_rewards,date
-346.908000000054,2024-10-07
-417.61900000006426,2024-10-08
236.56100000010338,2024-10-09
1594.4629999999888,2024-10-10
-137.94999999995343,2024-10-11
824.0659999999916,2024-10-14
1943.9189999999944,2024-10-15
13.633000000030734,2024-10-16
3577.624000000069,2024-10-17
-3028.780000000028,2024-10-18
3043.5169999999925,2024-10-21
-3550.7649999998976,2024-10-22
2918.526000000071,2024-10-23
-884.7030000000959,2024-10-24
391.35600000002887,2024-10-25
3173.326000000001,2024-10-28
2321.124000000069,2024-10-29
-9786.866260000039,2024-10-30
-5291.556570000132,2024-10-31
3385.9100000000326,2024-11-01
4757.180000000051,2024-11-04
-18703.589999999967,2024-11-05
-985.994260000065,2024-11-06
-183.19599999999627,2024-11-07
-1418.0709999999963,2024-11-08
-1485.3910000000615,2024-11-11
-912.9150000000373,2024-11-12
-951.7010000000009,2024-11-13
-308.5219999999972,2024-11-14
3905.520000000135,2024-11-15
2230.9539999999106,2024-11-18
977.6680000000633,2024-11-19
2482.5529999999562,2024-11-20
4353.298999999999,2024-11-21
-6190.102000000072,2024-11-22
553.4089999999851,2024-11-25
2238.362000000081,2024-11-26
3362.197999999975,2024-11-27
-6394.030000000028,2024-11-29
-23.633999999961816,2024-12-02
1488.0700400000205,2024-12-03
-2883.416060000076,2024-12-04
490.95999999996275,2024-12-05
6122.960000000079,2024-12-06
1332.8099999999395,2024-12-09
3418.6999999999534,2024-12-10
-7665.630000000005,2024-12-11
-6091.809999999823,2024-12-12
170.1899999998277,2024-12-13
-2557.159999999916,2024-12-16
-18324.429999999935,2024-12-17
-2519.8300000000745,2024-12-18
5842.100000000093,2024-12-19
-2987.600000000093,2024-12-20
2381.2900000000373,2024-12-23
3140.8499999999767,2024-12-24
-4955.260000000009,2024-12-26
-2126.1500000000233,2024-12-27
3585.2600000001257,2024-12-30
4061.969999999972,2024-12-31
-1032.140000000014,2025-01-02
-2669.3600000001024,2025-01-03
-171.64000000001397,2025-01-06
