account_rewards,date
-153.4350000001723,2023-04-05
71.66800000006333,2023-04-06
873.60699999996,2023-04-10
-306.7009999998845,2023-04-11
2409.3629999998957,2023-04-12
-2931.1289999998407,2023-04-13
705.3510000001406,2023-04-14
285.24300000001676,2023-04-17
-923.7989999998827,2023-04-18
-270.70200000004843,2023-04-19
-2371.679999999935,2023-04-20
225.53099999995902,2023-04-21
-5068.491999999969,2023-04-24
-3284.106000000029,2023-04-25
4855.125,2023-04-26
3325.7979999999516,2023-04-27
-2141.4129999999423,2023-04-28
-554.2900000000373,2023-05-01
2837.738000000012,2023-05-02
-1994.6014299999224,2023-05-03
3383.537720000022,2023-05-04
-117.20779999997467,2023-05-05
1070.8229199999478,2023-05-08
348.38498999993317,2023-05-09
-5954.273120000027,2023-05-10
-2167.631759999902,2023-05-11
7304.426000000094,2023-05-12
-11871.703360000043,2023-05-15
6828.496279999963,2023-05-16
-1542.4390700000804,2023-05-17
45.876079999958165,2023-05-18
3765.846720000147,2023-05-19
-5240.284290000098,2023-05-22
-9001.338880000054,2023-05-23
-5318.195820000023,2023-05-24
8404.89824000001,2023-05-25
-7.071959999972023,2023-05-26
-5722.807599999942,2023-05-30
10011.668409999926,2023-05-31
11702.459060000256,2023-06-01
-2511.210000000079,2023-06-02
11139.929999999935,2023-06-05
2265.359999999986,2023-06-06
4056.0400000000373,2023-06-07
-3402.4599999999627,2023-06-08
2777.0999999999767,2023-06-09
4904.59999999986,2023-06-12
-1892.2099999999627,2023-06-13
8844.01000000001,2023-06-14
-3823.2099999999627,2023-06-15
-10768.709999999846,2023-06-16
-2130.9899999999907,2023-06-20
-7660.040000000037,2023-06-21
-9770.76000000001,2023-06-22
3804.7999999998137,2023-06-23
8169.160000000033,2023-06-26
-101.5899999999674,2023-06-27
4696.0800000000745,2023-06-28
6573.469999999972,2023-06-29
3907.560000000056,2023-06-30
-6990.609999999986,2023-07-03
-10447.970000000088,2023-07-05
9276.030000000028,2023-07-06
