symbol,open,high,low,close,volume
COINBASE:SOLUSD,188.82,190.09,188.58,190.08,22286.87900622
COINBASE:SOLUSD,190.08,190.89,189.94,190.33,12518.15394499
COINBASE:SOLUSD,190.32,191.16,190.26,190.88,7040.64347512
COINBASE:SOLUSD,190.88,192.3,190.77,192.14,16098.49393157
COINBASE:SOLUSD,192.14,192.24,191.09,191.25,9355.26009336
COINBASE:SOLUSD,191.26,191.26,190.32,190.79,7699.60479708
COINBASE:SOLUSD,190.78,191.23,190.58,190.79,6378.83725737
COINBASE:SOLUSD,190.79,190.84,189.96,190.31,7145.62228086
COINBASE:SOLUSD,190.31,190.83,190.13,190.83,8133.3219575
COINBASE:SOLUSD,190.83,190.83,190.05,190.27,5807.71689293
COINBASE:SOLUSD,190.27,190.97,190.21,190.9,5837.01415893
COINBASE:SOLUSD,190.91,191.66,190.74,191.16,6824.40074311
COINBASE:SOLUSD,191.16,191.16,190.5,190.73,8177.48437413
COINBASE:SOLUSD,190.72,190.84,190.15,190.19,6980.24470687
COINBASE:SOLUSD,190.2,190.31,189.77,190.1,18170.17375473
COINBASE:SOLUSD,190.1,190.1,189.65,190.02,4758.03036166
COINBASE:SOLUSD,190.02,190.02,189.27,189.69,5423.87731803
COINBASE:SOLUSD,189.69,189.83,189.34,189.45,7169.45897204
COINBASE:SOLUSD,189.45,189.46,188.94,189.31,15569.98087043
COINBASE:SOLUSD,189.34,189.44,188.95,189.01,7043.47597085
COINBASE:SOLUSD,189.06,189.94,188.9,189.67,4762.50183662
COINBASE:SOLUSD,189.65,190.14,189.54,189.94,7452.99671435
COINBASE:SOLUSD,189.94,190.17,189.56,189.94,7055.99092402
COINBASE:SOLUSD,189.93,190.07,189.58,189.69,5980.65043334
COINBASE:SOLUSD,189.68,189.86,189.16,189.21,4791.13224385
COINBASE:SOLUSD,189.22,189.66,189.17,189.55,3431.38007589
COINBASE:SOLUSD,189.54,189.75,188.97,189.74,4516.13377115
COINBASE:SOLUSD,189.75,189.91,189.27,189.88,3029.92378669
COINBASE:SOLUSD,189.86,189.92,189.38,189.49,4113.77609318
COINBASE:SOLUSD,189.48,189.82,189.3,189.5,4592.28279715
COINBASE:SOLUSD,189.47,190.42,189.27,189.81,30389.18733464
COINBASE:SOLUSD,189.82,189.86,189.62,189.67,5058.02289903
COINBASE:SOLUSD,189.67,190.37,189.61,190.21,3655.78746208
COINBASE:SOLUSD,190.2,190.21,189.04,189.44,3615.85400192
COINBASE:SOLUSD,189.42,189.72,189.22,189.55,4069.67066801
COINBASE:SOLUSD,189.56,189.58,188.92,189.02,4623.53455375
COINBASE:SOLUSD,189.02,189.38,188.37,188.56,4578.15071414
COINBASE:SOLUSD,188.55,188.55,187.74,188.11,5171.35537821
COINBASE:SOLUSD,188.11,188.56,187.6,188.11,4486.76296591
COINBASE:SOLUSD,188.09,188.83,187.79,188.77,4050.87765309
COINBASE:SOLUSD,188.77,189.38,188.77,189.32,5438.02147881
COINBASE:SOLUSD,189.31,190.06,189.23,189.82,5228.3181415
COINBASE:SOLUSD,189.82,190.41,189.72,190.31,4566.67952435
COINBASE:SOLUSD,190.31,190.62,189.65,189.85,4994.6186412
COINBASE:SOLUSD,189.85,190.35,189.49,190.13,5910.05126346
COINBASE:SOLUSD,190.13,190.83,190.13,190.83,5230.75653156
COINBASE:SOLUSD,190.83,191.36,190.55,191.28,8221.52371468
COINBASE:SOLUSD,191.27,191.46,190.77,190.97,4698.59362703
COINBASE:SOLUSD,191.0,191.3,190.33,190.41,4927.12919739
COINBASE:SOLUSD,190.4,191.28,190.4,191.01,4793.23799565
COINBASE:SOLUSD,191.03,191.37,190.82,190.82,5672.89097701
COINBASE:SOLUSD,190.83,190.83,190.1,190.55,8405.26141112
COINBASE:SOLUSD,190.55,190.89,189.51,189.85,4934.14242482
COINBASE:SOLUSD,189.82,190.04,189.17,189.3,5332.32561821
COINBASE:SOLUSD,189.3,189.82,189.28,189.58,4225.14286162
COINBASE:SOLUSD,189.59,189.98,189.54,189.84,5008.50702549
