train/reward,time/total_timesteps,time/iterations,time/time_elapsed,time/fps,train/loss,train/explained_variance,train/clip_range,train/entropy_loss,train/std,train/n_updates,train/approx_kl,train/learning_rate,train/policy_gradient_loss,train/value_loss,train/clip_fraction
-0.27138188,83968,41,120,699,3.7147674560546875,-0.006350159645080566,0.2,-11.623697733879089,1.0365785360336304,400,0.014247449,0.00025,-0.009657676966162399,8.623245272040368,0.15546875
0.7881512,86016,42,122,700,5.141717910766602,0.0778537392616272,0.2,-11.636283212900162,1.036621332168579,410,0.014904508,0.00025,-0.008058445151255,13.147164407372475,0.145703125
-0.19199014,88064,43,125,700,8.393707275390625,0.09674274921417236,0.2,-11.644338077306747,1.038869857788086,420,0.010736515,0.00025,-0.009816883498569951,13.85033302307129,0.104345703125
-0.3580102,90112,44,128,701,4.664005756378174,0.002610325813293457,0.2,-11.64895203113556,1.0384362936019897,430,0.015058789,0.00025,-0.007509900641161948,8.649726366996765,0.133251953125
0.27863768,92160,45,131,702,6.0019850730896,0.14982038736343384,0.2,-11.656591880321503,1.040555477142334,440,0.013383838,0.00025,-0.009185238383361138,14.151724189519882,0.108544921875
0.26547664,94208,46,134,702,5.940842628479004,0.14440667629241943,0.2,-11.669068801403046,1.0418076515197754,450,0.012614237,0.00025,-0.008926139783579857,13.844847327470779,0.16015625
-1.5199955,96256,47,136,703,6.27952241897583,0.06735187768936157,0.2,-11.681738930940629,1.043816328048706,460,0.012787366,0.00025,-0.007195559356478043,11.84907398223877,0.1400390625
-0.03871885,98304,48,139,703,6.714211940765381,0.14573848247528076,0.2,-11.69622973203659,1.0457779169082642,470,0.011658881,0.00025,-0.0077456082799471915,12.998013257980347,0.12978515625
0.56278044,100352,49,142,703,4.795356273651123,0.03481954336166382,0.2,-11.708529162406922,1.0468541383743286,480,0.011695133,0.00025,-0.005882117144938093,12.895769739151001,0.104931640625
2.0039546,102400,50,145,704,5.513771057128906,0.1943647265434265,0.2,-11.722341305017471,1.0490248203277588,490,0.011284215,0.00025,-0.00829976111126598,10.677753779292107,0.11328125
0.67529416,104448,51,148,704,6.775142669677734,0.1690087914466858,0.2,-11.735567665100097,1.0497031211853027,500,0.012646489,0.00025,-0.004758642002707347,14.862883913516999,0.079296875
0.7003737,106496,52,151,704,6.590681552886963,-0.001505732536315918,0.2,-11.733331322669983,1.0487477779388428,510,0.011903504,0.00025,-0.005702884905622341,13.412713199853897,0.098974609375
2.640318,108544,53,153,705,6.3238911628723145,0.15324968099594116,0.2,-11.734944236278533,1.0504319667816162,520,0.012508471,0.00025,-0.0075310807762434704,10.235401713848114,0.11953125
-1.3549688,110592,54,156,705,9.738729476928711,0.10422652959823608,0.2,-11.742887669801712,1.0507917404174805,530,0.013636721,0.00025,-0.00904036647407338,14.647271049022674,0.1072265625
1.1086438,112640,55,159,706,3.1190848350524902,-0.005741119384765625,0.2,-11.748872423171997,1.0522544384002686,540,0.01446415,0.00025,-0.0014882336399750784,8.241251954436303,0.174755859375
0.054999013,114688,56,162,706,7.941923141479492,0.20005595684051514,0.2,-11.77402435541153,1.0574684143066406,550,0.01113668,0.00025,-0.009637940939865076,13.189063811302185,0.13388671875
-0.08089884,116736,57,165,706,6.169032096862793,0.10985517501831055,0.2,-11.800053715705872,1.0589356422424316,560,0.010950673,0.00025,-0.00810984511335846,14.8081613779068,0.10244140625
0.59003395,118784,58,168,706,5.602335453033447,-0.01337122917175293,0.2,-11.808861297369003,1.0598816871643066,570,0.0120302215,0.00025,-0.009017715643858537,8.751291981339454,0.138134765625
-1.0868056,120832,59,171,705,6.146117687225342,0.1798667311668396,0.2,-11.812346893548966,1.060100793838501,580,0.014812725,0.00025,-0.012230340676615015,15.18705831170082,0.14404296875
0.40636617,122880,60,174,705,8.718781471252441,0.11875700950622559,0.2,-11.820560032129288,1.0619429349899292,590,0.010015261,0.00025,-0.008387951241456904,15.932430100440978,0.110009765625
-1.1128014,124928,61,177,705,3.335171699523926,-0.02214968204498291,0.2,-11.821798437833786,1.0597290992736816,600,0.011499606,0.00025,-0.007437768901581876,8.654541617631912,0.140869140625
-0.10289445,126976,62,179,706,6.810026168823242,0.10413175821304321,0.2,-11.815010321140289,1.0610651969909668,610,0.012998916,0.00025,-0.0091239383793436,13.162769764661789,0.129443359375
0.3301799,129024,63,182,706,4.233210563659668,0.1827840805053711,0.2,-11.824932032823563,1.0618178844451904,620,0.013205121,0.00025,-0.006822087976615876,10.059212100505828,0.14794921875
0.16369635,131072,64,185,706,6.651152610778809,0.03345221281051636,0.2,-11.83786062002182,1.0648796558380127,630,0.010841729,0.00025,-0.006090338679496199,12.988616362214088,0.1275390625
-2.0420249,133120,65,188,706,7.343580722808838,0.09280788898468018,0.2,-11.855037397146225,1.0654067993164062,640,0.016870238,0.00025,-0.0036624440108425915,14.859008234739303,0.142236328125
1.6880689,135168,66,191,707,6.049763202667236,-0.008706092834472656,0.2,-11.857796305418015,1.0656471252441406,650,0.014839806,0.00025,-0.0034937740390887486,11.364709961414338,0.11865234375
-0.31136686,137216,67,193,707,5.6319732666015625,0.08508765697479248,0.2,-11.86270813345909,1.0676977634429932,660,0.013083514,0.00025,-0.010463603085372596,10.147723132371903,0.11884765625
1.2675935,139264,68,196,707,7.446331024169922,0.055829524993896484,0.2,-11.872513628005981,1.067331075668335,670,0.013927806,0.00025,-0.007117602170910686,14.523071187734605,0.132470703125
-0.28995958,141312,69,199,708,2.9614131450653076,-0.0502934455871582,0.2,-11.86784098148346,1.06694757938385,680,0.011996632,0.00025,-0.005409770028200001,12.132538166642188,0.125537109375
-0.6047372,143360,70,202,708,6.013726234436035,0.0633440613746643,0.2,-11.872776103019714,1.0693767070770264,690,0.016590409,0.00025,-0.006853231832792517,10.723148372769355,0.1751953125
-0.14890112,145408,71,205,708,7.47305154800415,0.10881686210632324,0.2,-11.883490896224975,1.0687404870986938,700,0.013747966,0.00025,-0.0051707428821828215,15.146598464250564,0.141259765625
-0.018898658,147456,72,208,708,5.3135151863098145,-0.002077460289001465,0.2,-11.867967039346695,1.065208911895752,710,0.018611792,0.00025,-0.009732934145722539,11.268663239479064,0.17822265625
-0.13151442,149504,73,210,708,8.308250427246094,0.18508529663085938,0.2,-11.852514332532882,1.065745234489441,720,0.012027144,0.00025,-0.009618430980481207,14.830639338493347,0.125390625
0.50741667,151552,74,213,709,9.614091873168945,0.2515077590942383,0.2,-11.85482011437416,1.065009355545044,730,0.012399534,0.00025,-0.005596683520707302,14.680710345506668,0.1759765625
-0.21036062,153600,75,216,709,4.940507411956787,-0.02606821060180664,0.2,-11.862038254737854,1.0677036046981812,740,0.011430108,0.00025,-0.007856500818161295,12.39525596499443,0.091259765625
-0.72002405,155648,76,219,709,9.540826797485352,0.23650521039962769,0.2,-11.88059264421463,1.0691622495651245,750,0.015143054,0.00025,-0.005555884246132336,16.02422016263008,0.18544921875
0.7408836,157696,77,222,709,6.94043493270874,0.15372979640960693,0.2,-11.881247454881668,1.0677108764648438,760,0.010545484,0.00025,-0.008960678146104328,17.41205397248268,0.149609375
-1.7934365,159744,78,225,709,4.531397342681885,0.023529052734375,0.2,-11.879829585552216,1.069644570350647,770,0.013766059,0.00025,-0.006062578197452239,11.398332270979882,0.110205078125
0.10619336,161792,79,227,709,5.569730281829834,0.19760257005691528,0.2,-11.898780089616775,1.0742813348770142,780,0.010868885,0.00025,-0.0060029631451470776,13.961926752328873,0.10517578125
-0.69461,163840,80,230,710,4.860846996307373,0.1812053918838501,0.2,-11.92296062707901,1.0752387046813965,790,0.012515441,0.00025,-0.004904367400740739,10.815082761645318,0.139453125
-0.5681,165888,81,233,710,4.5335564613342285,0.049205124378204346,0.2,-11.934245026111602,1.0768959522247314,800,0.010754079,0.00025,-0.0008911184035241604,11.001994308829307,0.082080078125
0.10514128,167936,82,236,710,4.639029502868652,0.3167790174484253,0.2,-11.939481592178344,1.0773512125015259,810,0.011981452,0.00025,-0.009719447090174072,12.812560498714447,0.1208984375
-4.939,169984,83,239,710,5.87684965133667,0.009062469005584717,0.2,-11.948952406644821,1.0788230895996094,820,0.010194149,0.00025,-0.007829940566443839,10.269646033644676,0.082275390625
-0.47554788,172032,84,241,711,3.896280527114868,0.2879197597503662,0.2,-11.954492527246476,1.0786502361297607,830,0.008439796,0.00025,-0.006141022595693357,9.545720317959786,0.07255859375
2.168142,174080,85,244,711,6.534701824188232,0.24036163091659546,0.2,-11.950126594305038,1.0779492855072021,840,0.011773864,0.00025,-0.004287609277525917,13.75038701891899,0.1296875
0.6016559,176128,86,247,711,3.8523101806640625,-0.022191166877746582,0.2,-11.941251701116562,1.0765416622161865,850,0.010428901,0.00025,-0.002613966786884703,7.5541634321212765,0.086572265625
0.34057066,178176,87,250,711,4.648481369018555,0.3836185932159424,0.2,-11.942698901891708,1.0791417360305786,860,0.011747974,0.00025,-0.010204974786029197,9.979437538981438,0.13359375
2.597948,180224,88,253,711,7.7586188316345215,0.3071696162223816,0.2,-11.95832148194313,1.0803172588348389,870,0.013114935,0.00025,-0.003630302606325131,14.05691801905632,0.084765625
1.1379647,182272,89,255,712,2.9992847442626953,0.004569530487060547,0.2,-11.964431238174438,1.079693078994751,880,0.011336286,0.00025,-0.004921491062850692,7.156574904918671,0.16923828125
1.7396553,184320,90,258,712,5.967891693115234,0.33855772018432617,0.2,-11.968835300207138,1.0821564197540283,890,0.011171194,0.00025,-0.00821271087625064,12.3552366822958,0.09912109375
1.4512792,186368,91,261,712,4.573483943939209,0.31391066312789917,0.2,-11.983940815925598,1.0834479331970215,900,0.011053221,0.00025,-0.0035270093358121812,13.192708384990691,0.1041015625
0.71540624,188416,92,264,712,5.191555976867676,0.020345091819763184,0.2,-11.990892595052719,1.0836485624313354,910,0.011786323,0.00025,-0.0043003770028008145,9.001442730426788,0.13583984375
0.6855092,190464,93,267,712,4.932701110839844,0.3731621503829956,0.2,-11.991518419981002,1.0838968753814697,920,0.009208353,0.00025,-0.0062907559418817986,12.231726032495498,0.126611328125
0.76199615,192512,94,270,711,5.647325038909912,0.3598249554634094,0.2,-12.00542505979538,1.0873005390167236,930,0.010813574,0.00025,-0.003974124650994781,10.091813161969185,0.13037109375
1.2962228,194560,95,273,711,6.271810054779053,0.25621843338012695,0.2,-12.027025312185287,1.0907554626464844,940,0.012569462,0.00025,-0.004644751409068703,10.217780324816705,0.09873046875
-0.6488714,196608,96,276,712,7.023377418518066,0.37969982624053955,0.2,-12.038203018903733,1.0900884866714478,950,0.012194356,0.00025,-0.007147626491496339,11.981414246559144,0.125537109375
1.8408357,198656,97,278,712,5.081084251403809,0.21164155006408691,0.2,-12.039474606513977,1.0910110473632812,960,0.00907894,0.00025,-0.006261350917338859,9.694083720445633,0.09248046875
0.76831776,200704,98,281,712,4.897420883178711,0.5809019505977631,0.2,-12.043305921554566,1.0908596515655518,970,0.010746704,0.00025,-0.0048261493968311696,10.779995515942574,0.117724609375
