datetime,symbol,open,high,low,close,volume
2020-01-02 22:30:00,AMEX:BIL,91.45,91.45,91.445,91.45,8500.0
2020-01-03 00:30:00,AMEX:BIL,91.445,91.445,91.445,91.445,5491.0
2020-01-03 02:30:00,AMEX:BIL,91.445,91.45,91.445,91.45,8003.0
2020-01-03 04:30:00,AMEX:BIL,91.45,91.45,91.45,91.45,1200.0
2020-01-03 22:30:00,AMEX:BIL,91.455,91.455,91.455,91.455,500.0
2020-01-04 00:30:00,AMEX:BIL,91.455,91.455,91.455,91.455,2450.0
2020-01-04 02:30:00,AMEX:BIL,91.455,91.455,91.455,91.455,6190.0
2020-01-04 04:30:00,AMEX:BIL,91.455,91.455,91.455,91.455,100.0
2020-01-06 22:30:00,AMEX:BIL,91.465,91.465,91.465,91.465,2127.0
2020-01-07 00:30:00,AMEX:BIL,91.46,91.46,91.455,91.455,9027.0
2020-01-07 02:30:00,AMEX:BIL,91.46,91.46,91.455,91.455,2200.0
2020-01-07 04:30:00,AMEX:BIL,91.455,91.455,91.455,91.455,990.0
2020-01-08 04:30:00,AMEX:BIL,91.455,91.455,91.455,91.455,400.0
2020-01-08 22:30:00,AMEX:BIL,91.465,91.465,91.465,91.465,4800.0
2020-01-09 00:30:00,AMEX:BIL,91.465,91.465,91.465,91.465,7500.0
2020-01-09 02:30:00,AMEX:BIL,91.465,91.465,91.465,91.465,1100.0
2020-01-09 04:30:00,AMEX:BIL,91.465,91.465,91.465,91.465,7532.0
2020-01-09 22:30:00,AMEX:BIL,91.47,91.47,91.47,91.47,188.0
2020-01-10 00:30:00,AMEX:BIL,91.47,91.47,91.47,91.47,100.0
2020-01-10 02:30:00,AMEX:BIL,91.475,91.475,91.47,91.47,2400.0
2020-01-10 04:30:00,AMEX:BIL,91.475,91.475,91.475,91.475,400.0
2020-01-10 22:30:00,AMEX:BIL,91.475,91.475,91.475,91.475,3524.0
2020-01-11 00:30:00,AMEX:BIL,91.475,91.475,91.475,91.475,10420.0
2020-01-11 02:30:00,AMEX:BIL,91.475,91.48,91.475,91.475,8270.0
2020-01-11 04:30:00,AMEX:BIL,91.475,91.475,91.475,91.475,6640.0
2020-01-14 04:30:00,AMEX:BIL,91.475,91.475,91.475,91.475,1300.0
2020-01-14 22:30:00,AMEX:BIL,91.485,91.485,91.485,91.485,2400.0
2020-01-15 00:30:00,AMEX:BIL,91.485,91.485,91.485,91.485,100.0
2020-01-15 02:30:00,AMEX:BIL,91.485,91.485,91.485,91.485,980.0
2020-01-15 22:30:00,AMEX:BIL,91.485,91.485,91.485,91.485,10600.0
2020-01-16 02:30:00,AMEX:BIL,91.485,91.485,91.48,91.485,1600.0
2020-01-16 04:30:00,AMEX:BIL,91.485,91.485,91.485,91.485,400.0
2020-01-16 22:30:00,AMEX:BIL,91.495,91.5,91.495,91.5,29772.0
2020-01-17 00:30:00,AMEX:BIL,91.5,91.5,91.5,91.5,200.0
2020-01-17 04:30:00,AMEX:BIL,91.505,91.505,91.5,91.5,524.0
2020-01-17 22:30:00,AMEX:BIL,91.505,91.505,91.505,91.505,3800.0
2020-01-18 00:30:00,AMEX:BIL,91.505,91.505,91.505,91.505,4100.0
2020-01-18 02:30:00,AMEX:BIL,91.505,91.505,91.505,91.505,15382.0
2020-01-18 04:30:00,AMEX:BIL,91.505,91.505,91.5,91.5,2100.0
2020-01-21 22:30:00,AMEX:BIL,91.51,91.51,91.505,91.505,1469.0
2020-01-22 00:30:00,AMEX:BIL,91.505,91.51,91.505,91.51,49943.0
2020-01-22 02:30:00,AMEX:BIL,91.51,91.51,91.51,91.51,53800.0
2020-01-22 04:30:00,AMEX:BIL,91.505,91.505,91.505,91.505,3000.0
2020-01-22 22:30:00,AMEX:BIL,91.505,91.505,91.505,91.505,1400.0
2020-01-23 00:30:00,AMEX:BIL,91.505,91.505,91.505,91.505,2900.0
2020-01-23 02:30:00,AMEX:BIL,91.505,91.505,91.505,91.505,833.0
2020-01-23 04:30:00,AMEX:BIL,91.505,91.51,91.505,91.505,12880.0
2020-01-23 22:30:00,AMEX:BIL,91.52,91.52,91.52,91.52,140.0
2020-01-24 02:30:00,AMEX:BIL,91.52,91.525,91.52,91.525,965.0
2020-01-24 04:30:00,AMEX:BIL,91.525,91.525,91.525,91.525,300.0
2020-01-24 22:30:00,AMEX:BIL,91.525,91.525,91.525,91.525,6910.0
2020-01-25 00:30:00,AMEX:BIL,91.525,91.525,91.525,91.525,1423.0
2020-01-25 02:30:00,AMEX:BIL,91.525,91.53,91.525,91.525,18104.0
2020-01-25 04:30:00,AMEX:BIL,91.525,91.525,91.525,91.525,10097.0
2020-01-27 22:30:00,AMEX:BIL,91.525,91.525,91.525,91.525,700.0
2020-01-28 00:30:00,AMEX:BIL,91.525,91.525,91.525,91.525,100.0
2020-01-28 02:30:00,AMEX:BIL,91.525,91.525,91.525,91.525,1909.0
2020-01-28 04:30:00,AMEX:BIL,91.525,91.525,91.525,91.525,2700.0
2020-01-28 22:30:00,AMEX:BIL,91.53,91.53,91.53,91.53,11483.0
2020-01-29 00:30:00,AMEX:BIL,91.53,91.53,91.53,91.53,187200.0
2020-01-29 02:30:00,AMEX:BIL,91.53,91.53,91.53,91.53,228344.0
2020-01-30 02:30:00,AMEX:BIL,91.535,91.535,91.535,91.535,2700.0
2020-01-30 04:30:00,AMEX:BIL,91.535,91.535,91.535,91.535,9382.0
2020-01-30 22:30:00,AMEX:BIL,91.545,91.545,91.545,91.545,6162.0
2020-01-31 00:30:00,AMEX:BIL,91.545,91.545,91.545,91.545,1301.0
2020-01-31 02:30:00,AMEX:BIL,91.545,91.545,91.545,91.545,14713.0
2020-01-31 04:30:00,AMEX:BIL,91.545,91.545,91.54,91.54,10625.0
2020-01-31 22:30:00,AMEX:BIL,91.545,91.545,91.545,91.545,100.0
2020-02-01 00:30:00,AMEX:BIL,91.55,91.55,91.55,91.55,400.0
2020-02-01 02:30:00,AMEX:BIL,91.545,91.545,91.545,91.545,300.0
2020-02-03 22:30:00,AMEX:BIL,91.445,91.445,91.44,91.445,17741.0
2020-02-04 00:30:00,AMEX:BIL,91.445,91.445,91.445,91.445,5879.0
2020-02-04 02:30:00,AMEX:BIL,91.445,91.445,91.445,91.445,3000.0
2020-02-04 04:30:00,AMEX:BIL,91.445,91.445,91.445,91.445,1468.0
2020-02-04 22:30:00,AMEX:BIL,91.445,91.445,91.445,91.445,12960.0
2020-02-05 00:30:00,AMEX:BIL,91.445,91.445,91.445,91.445,8797.0
2020-02-05 02:30:00,AMEX:BIL,91.445,91.445,91.445,91.445,67432.0
2020-02-05 04:30:00,AMEX:BIL,91.445,91.445,91.445,91.445,2320.0
2020-02-05 22:30:00,AMEX:BIL,91.45,91.45,91.445,91.445,346.0
2020-02-06 00:30:00,AMEX:BIL,91.445,91.45,91.445,91.45,13505.0
2020-02-06 02:30:00,AMEX:BIL,91.45,91.455,91.45,91.455,7891.0
2020-02-06 22:30:00,AMEX:BIL,91.465,91.465,91.46,91.46,41688.0
2020-02-07 02:30:00,AMEX:BIL,91.46,91.46,91.46,91.46,2800.0
2020-02-07 04:30:00,AMEX:BIL,91.46,91.46,91.46,91.46,28800.0
2020-02-08 00:30:00,AMEX:BIL,91.465,91.465,91.465,91.465,5800.0
2020-02-08 02:30:00,AMEX:BIL,91.465,91.465,91.465,91.465,16828.0
2020-02-08 04:30:00,AMEX:BIL,91.465,91.465,91.465,91.465,1089.0
2020-02-10 22:30:00,AMEX:BIL,91.47,91.47,91.47,91.47,5093.0
2020-02-11 00:30:00,AMEX:BIL,91.47,91.47,91.465,91.465,4302.0
2020-02-11 02:30:00,AMEX:BIL,91.465,91.465,91.465,91.465,22406.0
2020-02-11 04:30:00,AMEX:BIL,91.465,91.465,91.465,91.465,31068.0
2020-02-11 22:30:00,AMEX:BIL,91.465,91.465,91.465,91.465,700.0
2020-02-12 00:30:00,AMEX:BIL,91.465,91.47,91.465,91.465,5232.0
2020-02-12 02:30:00,AMEX:BIL,91.465,91.465,91.465,91.465,3409.0
2020-02-12 22:30:00,AMEX:BIL,91.475,91.475,91.475,91.475,600.0
2020-02-13 00:30:00,AMEX:BIL,91.475,91.475,91.475,91.475,1456.0
2020-02-13 02:30:00,AMEX:BIL,91.475,91.475,91.47,91.475,700.0
2020-02-13 04:30:00,AMEX:BIL,91.475,91.475,91.475,91.475,1100.0
2020-02-13 22:30:00,AMEX:BIL,91.485,91.49,91.485,91.49,15029.0
