agg,bil,btcusd,gld,spy,vb,vnq,vo,vwo
0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111
0.11236151307821274,0.11259949207305908,0.11032450944185257,0.11131364852190018,0.11032450944185257,0.11192774027585983,0.11049886047840118,0.11032528430223465,0.11032450944185257
0.11236151307821274,0.11259949207305908,0.11032450944185257,0.11131364852190018,0.11032450944185257,0.11192774027585983,0.11049886047840118,0.11032528430223465,0.11032450944185257
0.11236151307821274,0.11259949207305908,0.11032450944185257,0.11131364852190018,0.11032450944185257,0.11192774027585983,0.11049886047840118,0.11032528430223465,0.11032450944185257
0.11236151307821274,0.11259949207305908,0.11032450944185257,0.11131364852190018,0.11032450944185257,0.11192774027585983,0.11049886047840118,0.11032528430223465,0.11032450944185257
0.11236151307821274,0.11259949207305908,0.11032450944185257,0.11131364852190018,0.11032450944185257,0.11192774027585983,0.11049886047840118,0.11032528430223465,0.11032450944185257
0.11236151307821274,0.11259949207305908,0.11032450944185257,0.11131364852190018,0.11032450944185257,0.11192774027585983,0.11049886047840118,0.11032528430223465,0.11032450944185257
0.11236151307821274,0.11259949207305908,0.11032450944185257,0.11131364852190018,0.11032450944185257,0.11192774027585983,0.11049886047840118,0.11032528430223465,0.11032450944185257
0.11236151307821274,0.11259949207305908,0.11032450944185257,0.11131364852190018,0.11032450944185257,0.11192774027585983,0.11049886047840118,0.11032528430223465,0.11032450944185257
0.11236151307821274,0.11259949207305908,0.11032450944185257,0.11131364852190018,0.11032450944185257,0.11192774027585983,0.11049886047840118,0.11032528430223465,0.11032450944185257
0.11236151307821274,0.11259949207305908,0.11032450944185257,0.11131364852190018,0.11032450944185257,0.11192774027585983,0.11049886047840118,0.11032528430223465,0.11032450944185257
0.11236151307821274,0.11259949207305908,0.11032450944185257,0.11131364852190018,0.11032450944185257,0.11192774027585983,0.11049886047840118,0.11032528430223465,0.11032450944185257
0.11236151307821274,0.11259949207305908,0.11032450944185257,0.11131364852190018,0.11032450944185257,0.11192774027585983,0.11049886047840118,0.11032528430223465,0.11032450944185257
