datetime,symbol,open,high,low,close,volume
2018-01-02 22:30:00,NASDAQ:AMZN,58.7125,59.396,58.558,59.3625,911640.0
2018-01-03 01:30:00,NASDAQ:AMZN,59.3595,59.4585,59.279,59.44,416760.0
2018-01-03 04:30:00,NASDAQ:AMZN,59.4615,59.489,59.4205,59.4585,209640.0
2018-01-03 22:30:00,NASDAQ:AMZN,59.415,60.0465,59.415,60.02075,1474900.0
2018-01-04 01:30:00,NASDAQ:AMZN,60.02925,60.2335,59.99825,60.1915,791100.0
2018-01-04 04:30:00,NASDAQ:AMZN,60.1985,60.261,60.14925,60.162,325220.0
2018-01-04 22:30:00,NASDAQ:AMZN,60.3805,60.7895,60.309,60.4115,1227460.0
2018-01-05 01:30:00,NASDAQ:AMZN,60.404,60.5165,60.2425,60.4705,464640.0
2018-01-05 04:30:00,NASDAQ:AMZN,60.478,60.528,60.4305,60.508,230360.0
2018-01-05 22:30:00,NASDAQ:AMZN,60.873,61.0275,60.5245,61.0165,1666580.0
2018-01-06 01:30:00,NASDAQ:AMZN,61.009,61.3605,60.9955,61.1925,1026460.0
2018-01-06 04:30:00,NASDAQ:AMZN,61.1975,61.4535,61.197,61.4535,553300.0
2018-01-08 22:30:00,NASDAQ:AMZN,61.764,62.603,61.6135,62.243,1324420.0
2018-01-09 01:30:00,NASDAQ:AMZN,62.238,62.315,62.0815,62.1755,471060.0
2018-01-09 04:30:00,NASDAQ:AMZN,62.2245,62.3405,62.1315,62.3405,194680.0
2018-01-09 22:30:00,NASDAQ:AMZN,62.8995,62.95,62.0925,62.3275,1264480.0
2018-01-10 01:30:00,NASDAQ:AMZN,62.334,62.743,62.33175,62.5525,410440.0
2018-01-10 04:30:00,NASDAQ:AMZN,62.587,62.7185,62.5775,62.6505,285340.0
2018-01-10 22:30:00,NASDAQ:AMZN,62.313,62.629,61.8655,62.5035,1106740.0
2018-01-11 01:30:00,NASDAQ:AMZN,62.3905,62.57625,62.3805,62.47,397240.0
2018-01-11 04:30:00,NASDAQ:AMZN,62.475,62.7035,62.475,62.699,278780.0
2018-01-11 22:30:00,NASDAQ:AMZN,62.945,63.3115,62.823,63.302,1091360.0
2018-01-12 01:30:00,NASDAQ:AMZN,63.2925,63.667,63.2925,63.6425,742860.0
2018-01-12 04:30:00,NASDAQ:AMZN,63.646,63.8355,63.608,63.8355,343200.0
2018-01-12 22:30:00,NASDAQ:AMZN,63.83,65.1015,63.725,65.007,2107820.0
2018-01-13 01:30:00,NASDAQ:AMZN,65.005,65.2715,64.9825,65.155,1147320.0
2018-01-13 04:30:00,NASDAQ:AMZN,65.159,65.278,65.0915,65.244,423580.0
2018-01-16 22:30:00,NASDAQ:AMZN,66.168,66.9825,65.8805,65.997,2636960.0
2018-01-17 01:30:00,NASDAQ:AMZN,65.9965,66.0675,64.6295,65.5,1418120.0
2018-01-17 04:30:00,NASDAQ:AMZN,65.4695,65.4695,65.183,65.2775,294500.0
2018-01-17 22:30:00,NASDAQ:AMZN,65.6855,65.6995,64.05,64.5885,1899660.0
2018-01-18 01:30:00,NASDAQ:AMZN,64.5875,65.0,64.5875,64.788,855860.0
2018-01-18 04:30:00,NASDAQ:AMZN,64.847,65.0085,64.75,64.75,172900.0
2018-01-18 22:30:00,NASDAQ:AMZN,64.705,65.2165,64.2085,65.127,1514920.0
2018-01-19 01:30:00,NASDAQ:AMZN,65.147,65.192,64.767,64.791,631060.0
2018-01-19 04:30:00,NASDAQ:AMZN,64.791,64.7915,64.607,64.6525,384440.0
2018-01-19 22:30:00,NASDAQ:AMZN,65.55,65.5605,64.702,64.8045,1494380.0
2018-01-20 01:30:00,NASDAQ:AMZN,64.8325,65.132,64.7545,64.7995,824520.0
2018-01-20 04:30:00,NASDAQ:AMZN,64.7725,64.8175,64.6505,64.7285,707620.0
2018-01-22 22:30:00,NASDAQ:AMZN,64.9,65.883,64.8745,65.81,1275060.0
2018-01-23 01:30:00,NASDAQ:AMZN,65.8185,66.188,65.7365,66.1645,659640.0
2018-01-23 04:30:00,NASDAQ:AMZN,66.1635,66.3435,66.0485,66.3435,433020.0
2018-01-23 22:30:00,NASDAQ:AMZN,66.912,67.676,66.912,67.4605,1822980.0
2018-01-24 01:30:00,NASDAQ:AMZN,67.481,68.0375,67.3835,67.942,700140.0
2018-01-24 04:30:00,NASDAQ:AMZN,67.9775,68.2425,67.932,68.15,287020.0
2018-01-24 22:30:00,NASDAQ:AMZN,68.878,69.408,67.6165,67.7005,2348420.0
2018-01-25 01:30:00,NASDAQ:AMZN,67.7555,68.42,66.922,67.9745,1774100.0
2018-01-25 04:30:00,NASDAQ:AMZN,68.003,68.022,67.7005,67.8445,376740.0
2018-01-25 22:30:00,NASDAQ:AMZN,68.4865,68.7025,67.9,68.525,2154060.0
2018-01-26 01:30:00,NASDAQ:AMZN,68.5375,68.885,68.1875,68.5555,1226260.0
2018-01-26 04:30:00,NASDAQ:AMZN,68.5645,68.917,68.4485,68.847,358040.0
2018-01-26 22:30:00,NASDAQ:AMZN,69.6005,69.9965,69.094,69.8765,2079000.0
2018-01-27 01:30:00,NASDAQ:AMZN,69.8735,69.996,69.6935,69.97,827360.0
2018-01-27 04:30:00,NASDAQ:AMZN,69.9415,70.117,69.9415,70.05,852840.0
2018-01-29 22:30:00,NASDAQ:AMZN,70.5,71.0455,70.0395,70.9685,1282960.0
2018-01-30 01:30:00,NASDAQ:AMZN,70.984,71.5475,70.9205,71.091,821160.0
2018-01-30 04:30:00,NASDAQ:AMZN,71.1125,71.1265,70.573,70.894,348220.0
2018-01-30 22:30:00,NASDAQ:AMZN,70.091,71.599,69.612,71.37,1163900.0
2018-01-31 01:30:00,NASDAQ:AMZN,71.335,71.549,70.85,71.549,496560.0
