datetime,symbol,open,high,low,close,volume
2023-01-03 22:30:00,AMEX:SPY,384.34,386.43,380.94,381.09,759730.0
2023-01-03 23:15:00,AMEX:SPY,381.03,382.085,380.07,382.03,513777.0
2023-01-04 00:00:00,AMEX:SPY,382.02,382.31,378.97,379.1,618218.0
2023-01-04 00:45:00,AMEX:SPY,379.08,379.72,378.43,378.94,389088.0
2023-01-04 01:30:00,AMEX:SPY,378.9,380.0,377.88,378.49,338934.0
2023-01-04 02:15:00,AMEX:SPY,378.5,379.99,378.35,379.83,268317.0
2023-01-04 03:00:00,AMEX:SPY,379.86,380.22,378.145,379.4,397373.0
2023-01-04 03:45:00,AMEX:SPY,379.44,381.14,379.38,380.36,581522.0
2023-01-04 04:30:00,AMEX:SPY,380.4,381.22,380.3,380.82,931144.0
2023-01-04 22:30:00,AMEX:SPY,383.18,384.22,380.0,380.94,1190727.0
2023-01-04 23:15:00,AMEX:SPY,380.97,382.95,380.58,382.94,590068.0
2023-01-05 00:00:00,AMEX:SPY,382.96,385.42,382.32,385.37,575221.0
2023-01-05 00:45:00,AMEX:SPY,385.31,385.88,384.99,385.2,418913.0
2023-01-05 01:30:00,AMEX:SPY,385.22,385.74,383.66,384.555,376423.0
2023-01-05 02:15:00,AMEX:SPY,384.55,385.32,383.95,384.2,293208.0
2023-01-05 03:00:00,AMEX:SPY,384.19,385.54,381.15,382.08,1423533.0
2023-01-05 03:45:00,AMEX:SPY,382.09,384.06,381.7,382.77,633876.0
2023-01-05 04:30:00,AMEX:SPY,382.76,383.99,381.22,383.73,1195420.0
2023-01-05 22:30:00,AMEX:SPY,381.72,381.83,378.9,381.03,968183.0
2023-01-05 23:15:00,AMEX:SPY,380.96,381.08,379.29,379.39,489352.0
2023-01-06 00:00:00,AMEX:SPY,379.4,380.34,378.76,379.81,317560.0
2023-01-06 00:45:00,AMEX:SPY,379.79,380.19,379.11,379.74,250204.0
2023-01-06 01:30:00,AMEX:SPY,379.72,380.45,379.11,379.12,209092.0
2023-01-06 02:15:00,AMEX:SPY,379.16,381.46,379.04,380.575,522515.0
2023-01-06 03:00:00,AMEX:SPY,380.6,381.38,380.06,381.03,282704.0
2023-01-06 03:45:00,AMEX:SPY,381.03,381.7,379.4,379.63,427739.0
2023-01-06 04:30:00,AMEX:SPY,379.59,379.94,378.915,379.37,1101295.0
2023-01-06 22:30:00,AMEX:SPY,382.61,383.96,379.5,382.63,1200384.0
2023-01-06 23:15:00,AMEX:SPY,382.63,385.56,382.63,385.26,791780.0
2023-01-07 00:00:00,AMEX:SPY,385.385,386.11,385.025,385.52,551989.0
2023-01-07 00:45:00,AMEX:SPY,385.53,386.72,385.39,385.63,557598.0
2023-01-07 01:30:00,AMEX:SPY,385.62,385.96,385.06,385.83,293270.0
2023-01-07 02:15:00,AMEX:SPY,385.87,386.85,385.64,386.7,359174.0
2023-01-07 03:00:00,AMEX:SPY,386.775,388.38,386.75,388.31,637274.0
2023-01-07 03:45:00,AMEX:SPY,388.32,389.25,387.92,388.37,635558.0
2023-01-07 04:30:00,AMEX:SPY,388.37,389.07,387.73,388.03,1813853.0
2023-01-09 22:30:00,AMEX:SPY,390.37,392.05,389.35,391.37,601067.0
2023-01-09 23:15:00,AMEX:SPY,391.37,393.24,391.31,392.62,428678.0
2023-01-10 00:00:00,AMEX:SPY,392.65,393.69,392.64,393.12,336554.0
