account_rewards,date
-33467.95089999994,2024-04-08
18769.67564000003,2024-04-09
-7632.579999999958,2024-04-10
-38267.51000000001,2024-04-11
-48594.62687000004,2024-04-12
4550.334300000104,2024-04-15
-33355.17000000004,2024-04-16
28982.729999999865,2024-04-17
4197.0900000002,2024-04-18
39384.239999999874,2024-04-19
-5151.229999999865,2024-04-22
-28182.45040000009,2024-04-23
3038.0999999998603,2024-04-24
-9367.557559999987,2024-04-25
1465.8099999999395,2024-04-26
-43063.29999999993,2024-04-29
-30361.719999999972,2024-04-30
10823.01000000001,2024-05-01
50167.66000000003,2024-05-02
3908.0400000000373,2024-05-03
-11182.679999999935,2024-05-06
-15102.71000000008,2024-05-07
25566.880000000005,2024-05-08
-29547.68000000005,2024-05-09
27593.810000000056,2024-05-10
-17552.700000000186,2024-05-13
61819.21000000008,2024-05-14
-13190.329999999958,2024-05-15
23919.359999999986,2024-05-16
57178.507050000015,2024-05-17
-16889.699999999953,2024-05-20
-14279.797299999977,2024-05-21
-16371.089999999851,2024-05-22
8252.229999999865,2024-05-23
-2791.8899999998976,2024-05-24
-10491.550000000047,2024-05-28
10255.720000000088,2024-05-29
-11145.65000000014,2024-05-30
17224.840000000084,2024-05-31
21999.550000000047,2024-06-03
8373.19000000006,2024-06-04
-4404.260000000242,2024-06-05
-20297.939999999944,2024-06-06
2648.75,2024-06-07
-28388.06999999995,2024-06-10
12663.020000000019,2024-06-11
-20159.03178999992,2024-06-12
-9583.311300000176,2024-06-13
6318.280000000028,2024-06-14
-17099.48999999999,2024-06-17
-3755.550000000163,2024-06-18
-9764.019999999902,2024-06-20
-49849.390000000014,2024-06-21
19443.899999999907,2024-06-24
-13027.509999999893,2024-06-25
10909.719999999972,2024-06-26
-16963.73999999999,2024-06-27
32545.080000000075,2024-06-28
-10141.020000000135,2024-07-01
-24190.159999999916,2024-07-02
-45299.78000000003,2024-07-03
469.2400000001071,2024-07-05
17434.419999999925,2024-07-08
