account_rewards,date
56452.68122999999,2024-01-05
-17870.787539999583,2024-01-08
-879.9939600002253,2024-01-09
-6947.8588199998485,2024-01-10
-67709.37367000012,2024-01-11
5765.061619999935,2024-01-12
-8362.326589999953,2024-01-16
-239.9378100000322,2024-01-17
6641.709000000148,2024-01-18
-43982.14648000011,2024-01-19
4223.868140000035,2024-01-22
3161.661620000028,2024-01-23
-2056.2207799998578,2024-01-24
25876.030939999968,2024-01-25
26567.019289999967,2024-01-26
-2807.5744399999967,2024-01-29
-9174.797469999874,2024-01-30
11006.39279000007,2024-01-31
1812.6561200001743,2024-02-01
-10467.269730000291,2024-02-02
657.8398600002984,2024-02-05
17916.39094000007,2024-02-06
6207.645889999927,2024-02-07
24666.686690000002,2024-02-08
254.41107000014745,2024-02-09
-9283.920629999833,2024-02-12
27353.70831999986,2024-02-13
4541.915240000235,2024-02-14
1260.4612499998184,2024-02-15
26.22921999997925,2024-02-16
-4893.718819999951,2024-02-20
-3822.2146699998993,2024-02-21
-6074.3455699998885,2024-02-22
-1231.2040600000182,2024-02-23
26207.385530000203,2024-02-26
60065.77597999992,2024-02-27
-13023.460580000188,2024-02-28
6015.568790000165,2024-02-29
60067.280970000196,2024-03-01
-2947.162140000146,2024-03-04
27288.40214999998,2024-03-05
11974.09777000011,2024-03-06
13704.8705399998,2024-03-07
42196.1453600002,2024-03-08
-6410.8361800001,2024-03-11
18027.2018800003,2024-03-12
-22404.27514000004,2024-03-13
-20798.74729000032,2024-03-14
-16641.381659999723,2024-03-15
1235.2646399997175,2024-03-18
62805.45822000038,2024-03-19
-22414.759990000166,2024-03-20
-20703.778279999737,2024-03-21
66896.12549999962,2024-03-22
1105.3658100001048,2024-03-25
-1464.3046800000593,2024-03-26
465.14732000022195,2024-03-27
-13016.045589999761,2024-03-28
-40246.06968000019,2024-04-01
6394.8218600000255,2024-04-02
18375.535479999846,2024-04-03
-1661.315600000089,2024-04-04
35795.510540000396,2024-04-05
