date,agg,bil,btcusd,gld,spy,vb,vnq,vo,vwo
2024-04-05,0,28,0,0,-13,0,0,0,98
2024-04-08,0,-98,0,75,-74,44,-29,97,-60
2024-04-09,0,-60,0,95,-80,-44,17,-75,62
2024-04-10,93,-87,0,71,-56,74,-51,50,80
2024-04-11,-56,88,0,64,-25,-28,-95,32,60
2024-04-12,-37,86,0,33,-76,-31,25,99,-98
2024-04-15,0,-91,0,34,-99,47,55,50,2
2024-04-16,98,12,1,-4,-63,47,80,-81,28
2024-04-17,-27,-98,1,91,-95,45,-66,-90,98
2024-04-18,16,-98,-2,-33,-98,61,20,49,87
2024-04-19,-87,-8,0,87,-95,9,21,-82,92
2024-04-22,0,60,0,84,-82,80,-88,56,95
2024-04-23,0,15,0,92,-88,75,-55,-6,88
2024-04-24,0,10,0,87,-94,74,69,9,88
2024-04-25,0,67,0,92,-91,-14,-68,1,79
2024-04-26,0,-16,0,78,-92,-9,-58,-91,87
2024-04-29,0,-13,0,93,-98,96,-84,-16,96
2024-04-30,0,98,0,88,-96,-73,-97,47,96
2024-05-01,0,29,0,99,-98,-41,-58,-49,96
2024-05-02,0,-87,0,99,-53,96,0,0,97
2024-05-03,0,-85,0,90,0,99,0,0,94
2024-05-06,0,38,0,84,0,14,0,0,87
2024-05-07,0,-60,0,83,0,97,0,0,91
2024-05-08,0,-80,0,69,0,-54,0,0,80
2024-05-09,0,29,0,97,0,16,0,0,92
2024-05-10,0,-45,0,87,0,31,0,80,95
2024-05-13,0,21,0,80,0,-79,0,82,4
2024-05-14,0,61,0,61,0,90,0,24,49
2024-05-15,0,-17,0,9,0,-91,0,-57,54
2024-05-16,0,-31,0,87,0,90,0,-98,84
2024-05-17,0,-88,0,67,0,81,0,-31,73
2024-05-20,0,-47,0,92,0,-30,34,0,17
2024-05-21,0,72,0,72,0,38,-34,0,77
2024-05-22,41,48,0,85,0,-24,0,0,87
2024-05-23,-6,-59,0,78,0,-19,0,0,95
2024-05-24,-35,-33,0,55,76,1,0,0,80
2024-05-28,84,77,0,90,-76,-42,0,76,-1
2024-05-29,0,0,0,25,0,0,0,0,3
2024-05-30,0,-28,0,0,0,0,0,0,59
2024-05-31,0,0,0,0,0,0,0,0,0
2024-06-03,-54,-99,0,-26,0,-41,0,-64,91
2024-06-04,0,0,0,87,70,-81,5,-9,96
2024-06-05,0,0,0,0,0,0,-1,0,2
2024-06-06,-10,-82,0,87,-70,-29,-4,-3,-20
2024-06-07,-20,-35,0,95,0,50,0,0,50
2024-06-10,1,61,0,6,0,0,0,0,0
2024-06-11,-1,1,0,0,0,0,0,0,0
2024-06-12,61,-97,0,84,0,-92,0,0,64
2024-06-13,0,26,0,0,0,0,0,0,0
2024-06-14,-11,35,0,-10,0,0,0,0,0
2024-06-17,0,-99,0,0,0,41,0,0,3
2024-06-18,-50,-99,0,64,0,0,2,0,0
2024-06-20,0,-87,0,10,0,-98,-2,0,77
2024-06-21,0,97,0,69,0,0,0,0,2
2024-06-24,0,-77,0,32,0,0,0,0,3
2024-06-25,0,0,0,0,0,0,0,0,0
2024-06-26,0,8,0,82,0,-71,0,0,-64
2024-06-27,0,-42,0,18,0,0,0,0,0
2024-06-28,0,0,0,0,0,-74,0,66,3
2024-07-01,3,-98,0,-35,69,-24,0,-66,-10
2024-07-02,0,-59,0,84,-69,0,79,76,3
2024-07-03,-3,-69,0,0,0,0,82,0,-8
