account_value,date,daily_return
1000000.0,2024-01-05,
1056452.68123,2024-01-08,0.05645268122999991
1038581.8936900004,2024-01-09,-0.016915842855539043
1037701.8997300002,2024-01-10,-0.000847303390658638
1030754.0409100003,2024-01-11,-0.0066954284480038595
963044.6672400002,2024-01-12,-0.06568916636040834
968809.7288600001,2024-01-16,0.00598628684225222
960447.4022700002,2024-01-17,-0.008631546877465701
960207.4644600002,2024-01-18,-0.00024981879219299064
966849.1734600003,2024-01-19,0.006916952060704196
922867.0269800002,2024-01-22,-0.045490183668052464
927090.8951200002,2024-01-23,0.004576897880751218
930252.5567400003,2024-01-24,0.0034103038187973667
928196.3359600004,2024-01-25,-0.002210389818444236
954072.3669000004,2024-01-26,0.02787775596338382
980639.3861900003,2024-01-29,0.02784591631798561
977831.8117500003,2024-01-30,-0.0028630039538877217
968657.0142800005,2024-01-31,-0.009382797082025718
979663.4070700005,2024-02-01,0.011362528353940693
981476.0631900007,2024-02-02,0.0018502846048129573
971008.7934600004,2024-02-05,-0.01066482426069515
971666.6333200007,2024-02-06,0.0006774808471674554
989583.0242600008,2024-02-07,0.018438824927828446
995790.6701500007,2024-02-08,0.006272991490170243
1020457.3568400007,2024-02-09,0.024770955813719686
1020711.7679100009,2024-02-12,0.000249310829399052
1011427.847280001,2024-02-13,-0.009095535999363968
1038781.5556000009,2024-02-14,0.027044646233106207
1043323.4708400011,2024-02-15,0.004372348753705735
1044583.932090001,2024-02-16,0.0012081212444927658
1044610.1613100009,2024-02-20,2.510972952407542e-05
1039716.442490001,2024-02-21,-0.004684732162535066
1035894.2278200011,2024-02-22,-0.003676208737111164
1029819.8822500012,2024-02-23,-0.00586386660613325
1028588.6781900012,2024-02-26,-0.0011955528158089646
1054796.0637200014,2024-02-27,0.025478975304411344
1114861.8397000013,2024-02-28,0.05694539261756715
1101838.379120001,2024-02-29,-0.011681681187961979
1107853.9479100013,2024-03-01,0.005459574565558789
1167921.2288800015,2024-03-04,0.054219494440868266
1164974.0667400013,2024-03-05,-0.002523425439253657
1192262.4688900013,2024-03-06,0.02342404258522457
1204236.5666600014,2024-03-07,0.01004317260875287
1217941.4372000012,2024-03-08,0.011380546745902942
1260137.5825600014,2024-03-11,0.03464546329666507
1253726.7463800013,2024-03-12,-0.005087409715196611
1271753.9482600016,2024-03-13,0.014378892316090353
1249349.6731200016,2024-03-14,-0.017616831597537685
1228550.9258300012,2024-03-15,-0.01664765896809306
1211909.5441700015,2024-03-18,-0.013545536705169114
1213144.8088100012,2024-03-19,0.001019271319333992
1275950.2670300016,2024-03-20,0.051770784298708294
1253535.5070400015,2024-03-21,-0.01756711101458086
1232831.7287600017,2024-03-22,-0.016516307805981456
1299727.8542600013,2024-03-25,0.0542621705293751
1300833.2200700014,2024-03-26,0.0008504594299314494
1299368.9153900014,2024-03-27,-0.001125666732220476
1299834.0627100016,2024-03-28,0.0003579794117674062
1286818.0171200018,2024-04-01,-0.010013620940862888
1246571.9474400016,2024-04-02,-0.03127564981571673
1252966.7693000017,2024-04-03,0.005129926012800601
1271342.3047800015,2024-04-04,0.014665620773219423
1269680.9891800014,2024-04-05,-0.0013067413817300366
1305476.4997200018,2024-04-08,0.028192523039285877
