account_value,date,daily_return
1000000.0,2025-01-07,
982022.0035500003,2025-01-08,-0.017977996449999756
977161.7242400001,2025-01-10,-0.004949257035412935
975712.0500500001,2025-01-13,-0.0014835560522261648
994294.5085500003,2025-01-14,0.01904502306704936
1032048.3620700001,2025-01-15,0.037970493848001885
1027451.74869,2025-01-16,-0.004453874013016779
1065661.30869,2025-01-17,0.037188666084531086
1066690.57791,2025-01-21,0.0009658502299056959
1049178.7355500003,2025-01-22,-0.01641698419640225
1050113.3969100004,2025-01-23,0.0008908504607749723
1049116.0256800004,2025-01-24,-0.0009497747890225838
1031702.8769000003,2025-01-27,-0.016597924684939924
1031535.4016400003,2025-01-28,-0.0001623289648112758
1027899.6294600003,2025-01-29,-0.003524621815421569
1035759.7662600003,2025-01-30,0.0076467940786486555
1024711.4832600004,2025-01-31,-0.010666839319211974
1017534.5032600003,2025-02-03,-0.007003903164203185
1010415.0232600005,2025-02-04,-0.006996794680858676
1014417.7685500004,2025-02-05,0.003961486317855201
1015887.8237700006,2025-02-06,0.0014491615442635553
1008812.3825200006,2025-02-07,-0.0069647859581019045
1014359.1379100005,2025-02-10,0.005498302247385345
1013687.2791000004,2025-02-11,-0.0006623480628216161
1009525.3058900005,2025-02-12,-0.004105776303807485
1019048.6997900006,2025-02-13,0.009433536578465684
1018226.7199800006,2025-02-14,-0.0008066148459532352
1022063.3825100005,2025-02-18,0.0037679845310631954
1023673.4916500004,2025-02-19,0.0015753515560315012
1019491.3821200005,2025-02-20,-0.004085393989502473
1002226.2533800005,2025-02-21,-0.016935041377297178
998845.5773400007,2025-02-24,-0.0033731665166408797
995570.6773400005,2025-02-25,-0.0032786849882455726
995744.3873400004,2025-02-26,0.0001744828408003496
982423.4273400005,2025-02-27,-0.01337789112282628
996847.1420400005,2025-02-28,0.014681769895342978
981492.3288000005,2025-03-03,-0.015403377902631243
969341.2288000005,2025-03-04,-0.012380229211629401
979604.7904600005,2025-03-05,0.01058818231914671
961943.3752300005,2025-03-06,-0.01802912297081216
967691.6467600005,2025-03-07,0.005975685968652389
944222.3417900007,2025-03-10,-0.0242528754366943
936283.5727900005,2025-03-11,-0.008407732637368381
939354.3798500006,2025-03-12,0.003279783122595692
927079.8798500005,2025-03-13,-0.013066953498380607
946245.3398500005,2025-03-14,0.020672932739195016
955444.1745400005,2025-03-17,0.009721405541038841
946068.8109000004,2025-03-18,-0.009812570833365397
956104.0809000005,2025-03-19,0.010607336257553612
953457.0809000005,2025-03-20,-0.002768527038926938
950427.9109000006,2025-03-21,-0.003177038653004227
967617.3509000005,2025-03-24,0.018086000845369155
968262.2309000007,2025-03-25,0.0006664617985614463
958681.2609000006,2025-03-26,-0.009895015724298739
954581.1709000006,2025-03-27,-0.004276802068865715
937262.1449000005,2025-03-28,-0.018143062662414833
943411.2049000005,2025-03-31,0.006560661852673011
946094.2578400007,2025-04-01,0.0028439909618038772
952769.6181200005,2025-04-02,0.007055703197311525
906499.4065200004,2025-04-03,-0.04856390329836524
853663.0665200003,2025-04-04,-0.05828612751423168
852809.4669200005,2025-04-07,-0.0009999256538995027
851464.8286900005,2025-04-08,-0.0015767158810470194
922318.4632000003,2025-04-09,0.08321381238848113
