account_value,date,daily_return
1000000.0,2024-04-10,
1000364.914,2024-04-11,0.00036491399999993845
998979.408,2024-04-12,-0.0013850005938932375
999311.567,2024-04-15,0.0003324983451511443
998904.5970000001,2024-04-16,-0.000407250364590217
997724.7150000001,2024-04-17,-0.0011811758635844605
998006.0580000001,2024-04-18,0.0002819845953199174
998350.3450000001,2024-04-19,0.00034497485986206833
995463.5750000002,2024-04-22,-0.002891540043490348
996741.1590000002,2024-04-23,0.0012834060754056686
996886.5950000002,2024-04-24,0.0001459115023862978
998658.0110000003,2024-04-25,0.0017769483599086033
1000127.2610000003,2024-04-26,0.0014712243669168235
1001424.3840000003,2024-04-29,0.001296957947834576
990043.4030000004,2024-04-30,-0.011364793170444587
991699.2310000004,2024-05-01,0.001672480211455829
993852.9450000004,2024-05-02,0.0021717411213764137
996042.5210000004,2024-05-03,0.002203118691769923
1004555.9650000004,2024-05-06,0.008547269640108102
1003409.4575200004,2024-05-07,-0.001141307721964524
1001587.2275200004,2024-05-08,-0.0018160382945798803
1011122.9675200004,2024-05-09,0.00952062859628433
1014903.7775200004,2024-05-10,0.0037392187908391605
1009564.1375200005,2024-05-13,-0.005261227830925752
1014714.5675200004,2024-05-14,0.005101637239860679
1024916.4575200004,2024-05-15,0.01005395046701052
1022047.7075200004,2024-05-16,-0.002799008620606558
1029491.0675200004,2024-05-17,0.007282791150778456
1031444.1875200005,2024-05-20,0.0018971704190742233
1030459.6475200005,2024-05-21,-0.0009545257144424335
1021835.4575200004,2024-05-22,-0.00836926513401648
1007634.8075200004,2024-05-23,-0.013897198316512815
1011856.7975200004,2024-05-24,0.004190000155305462
1012043.6675200005,2024-05-28,0.00018468028327545127
1002557.5475200004,2024-05-29,-0.009373231911272928
1005429.9575200004,2024-05-30,0.0028650824155735943
1007116.7975200004,2024-05-31,0.0016777299973842474
1006713.8975200005,2024-06-03,-0.0004000529044814183
1002032.8475200004,2024-06-04,-0.004649831507771651
1009779.1775200005,2024-06-05,0.007730614838797001
1011469.5575200004,2024-06-06,0.001674009563310097
995200.5875200004,2024-06-07,-0.016084488039253997
1000771.2875200004,2024-06-10,0.005597565023431006
1000513.1075200004,2024-06-11,-0.0002579810224568879
1004806.2875200004,2024-06-12,0.004290978266783041
1000411.5275200004,2024-06-13,-0.004373738554967477
1002126.9275200005,2024-06-14,0.0017146943560841788
1002877.2875200004,2024-06-17,0.0007487674259554211
1006132.5875200004,2024-06-18,0.0032459604385397522
1010917.7375200004,2024-06-20,0.004755983514851625
1004386.3475200004,2024-06-21,-0.006460852112480375
1008199.3175200004,2024-06-24,0.003796318029824608
1004249.1875200005,2024-06-25,-0.003918005032691907
997731.9875200004,2024-06-26,-0.006489624369121261
1002087.4175200005,2024-06-27,0.004365330624335417
1001880.2975200004,2024-06-28,-0.00020668855468986003
998786.2775200004,2024-07-01,-0.0030882132403030615
1000828.9775200004,2024-07-02,0.0020451822837135314
1005665.5175200003,2024-07-03,0.004832533938000649
1011215.7875200004,2024-07-05,0.005519001997490225
1007192.5775200004,2024-07-08,-0.00397858701342757
1006744.3775200004,2024-07-09,-0.00044499930798092
1011841.5275200004,2024-07-10,0.0050630031950673615
