account_rewards,date
348.6329999999143,2023-07-07
1005.201999999932,2023-07-10
1722.6579999999376,2023-07-11
2152.0559999999823,2023-07-12
-1509.503000000026,2023-07-13
1775.7820000000065,2023-07-14
3667.4719999999506,2023-07-17
1602.935999999987,2023-07-18
-4441.275000000023,2023-07-19
-504.79099999996834,2023-07-20
2115.2510000000475,2023-07-21
1581.4662000000244,2023-07-24
1887.8000000000466,2023-07-25
-7585.0,2023-07-26
8697.79999999993,2023-07-27
3191.8000000000466,2023-07-28
-3981.5999999999767,2023-07-31
-11305.20000000007,2023-08-01
-2971.79999999993,2023-08-02
-1867.4000000000233,2023-08-03
5806.0,2023-08-04
-3899.4000000000233,2023-08-07
-5047.199999999953,2023-08-08
-1054.0,2023-08-09
-462.20000000006985,2023-08-10
3066.8000000000466,2023-08-11
-9778.199999999953,2023-08-14
-6661.400000000023,2023-08-15
-7226.800000000047,2023-08-16
1622.8000000000466,2023-08-17
2783.79999999993,2023-08-18
-2182.1999999999534,2023-08-21
9604.599999999977,2023-08-22
-10454.599999999977,2023-08-23
4661.599999999977,2023-08-24
5618.599999999977,2023-08-25
11902.20000000007,2023-08-28
3327.5999999999767,2023-08-29
-591.1999999999534,2023-08-30
2063.79999999993,2023-08-31
-7796.400000000023,2023-09-01
-4467.0,2023-09-05
-3151.0,2023-09-06
342.80000000004657,2023-09-07
3791.0,2023-09-08
-2931.5999999999767,2023-09-11
-962.2000000000698,2023-09-12
7344.400000000023,2023-09-13
-10670.400000000023,2023-09-14
-230.19999999995343,2023-09-15
-2312.1999999999534,2023-09-18
-6619.20000000007,2023-09-19
-14636.0,2023-09-20
-1276.1999999999534,2023-09-21
2474.79999999993,2023-09-22
-11088.199999999953,2023-09-25
1580.4000000000233,2023-09-26
5587.400000000023,2023-09-27
-1923.2000000000698,2023-09-28
-4665.400000000023,2023-09-29
-11723.400000000023,2023-10-02
5406.800000000163,2023-10-03
-247.20000000006985,2023-10-04
