account_rewards,date
558.9259999999776,2024-07-09
-209.72400000004563,2024-07-10
994.3350000000792,2024-07-11
631.9729999999981,2024-07-12
3947.7919999998994,2024-07-15
-5859.015999999829,2024-07-16
-4369.055000000051,2024-07-17
-6587.444000000018,2024-07-18
5390.368000000017,2024-07-19
-641.2409999999218,2024-07-22
-15220.076110000024,2024-07-23
-7036.530000000028,2024-07-24
9738.750000000116,2024-07-25
-153.69000000017695,2024-07-26
-740.1899999999441,2024-07-29
15063.989999999874,2024-07-30
-10620.59999999986,2024-07-31
-12060.520000000019,2024-08-01
-21524.140000000014,2024-08-02
3629.8000000000466,2024-08-05
-3620.8300000000745,2024-08-06
18013.550000000047,2024-08-07
3319.469999999972,2024-08-08
4778.179999999935,2024-08-09
9635.360000000102,2024-08-12
-461.13000000000466,2024-08-13
11570.29999999993,2024-08-14
7502.969999999972,2024-08-15
5918.380000000121,2024-08-16
-530.8300000000745,2024-08-19
2022.3300000000745,2024-08-20
-8478.219999999972,2024-08-21
10157.389999999898,2024-08-22
-969.7299999999814,2024-08-23
1614.3899999998976,2024-08-26
-5697.34999999986,2024-08-27
1439.7999999999302,2024-08-28
4220.710000000079,2024-08-29
-14967.360000000102,2024-08-30
-1101.1299999998882,2024-09-03
778.0899999999674,2024-09-04
-12719.229999999981,2024-09-05
8051.0299999999115,2024-09-06
3659.0100000000093,2024-09-09
6083.370000000112,2024-09-10
9949.929999999935,2024-09-11
6064.699999999953,2024-09-12
1098.0400000000373,2024-09-13
-1132.6699999999255,2024-09-16
-4004.1500000001397,2024-09-17
15603.360000000102,2024-09-18
202.0,2024-09-19
2495.5400000000373,2024-09-20
7277.619999999879,2024-09-23
-2267.640000000014,2024-09-24
5498.75,2024-09-25
-3048.009999999893,2024-09-26
-65.03000000002794,2024-09-27
-2805.9000000000233,2024-09-30
1428.9599999999627,2024-10-01
-2124.8099999999395,2024-10-02
5806.510000000009,2024-10-03
-6117.150000000023,2024-10-04
