account_rewards,date
-8.590789999929257,2024-10-09
1167.96092999971,2024-10-10
1059.75391999993,2024-10-11
-822.0359300000127,2024-10-14
6488.174360000179,2024-10-15
-1007.1254500001669,2024-10-16
865.8098700002301,2024-10-17
-14116.36518000008,2024-10-18
1133.542629999807,2024-10-21
-11099.640879999613,2024-10-22
20727.189369999804,2024-10-23
-20564.20350000006,2024-10-24
43735.82692000002,2024-10-25
37439.041700000176,2024-10-28
-4892.877749999985,2024-10-29
-29287.11890999996,2024-10-30
-9149.848530000309,2024-10-31
-486.84883999999147,2024-11-01
1112.0584199998993,2024-11-04
1118.2581999999238,2024-11-05
-174.8478400000604,2024-11-06
320.02304999995977,2024-11-07
144592.83332999994,2024-11-08
-9559.217879999895,2024-11-11
-1721.4766200000886,2024-11-12
-1507.160189999966,2024-11-13
-1338.4476000000723,2024-11-14
-3397.693759999238,2024-11-15
20150.129519999726,2024-11-18
-224.67757000005804,2024-11-19
37997.88722000015,2024-11-20
1598.252349999966,2024-11-21
42.32697999989614,2024-11-22
-10149.410699999891,2024-11-25
-532.8035200000741,2024-11-26
31.661300000268966,2024-11-27
-1379.837009999901,2024-11-29
-837.8908500000834,2024-12-02
26099.387570000254,2024-12-03
-2407.8558600000106,2024-12-04
168.77069999999367,2024-12-05
-19604.125449999934,2024-12-06
-7415.006180000026,2024-12-09
1022.3919999999925,2024-12-10
-3334.2746899998747,2024-12-11
6709.226749999914,2024-12-12
32526.442100000102,2024-12-13
-3403.6326600001194,2024-12-16
-50169.542169999564,2024-12-17
-17842.15766000026,2024-12-18
6728.420150000136,2024-12-19
-22739.75818000012,2024-12-20
28784.858439999633,2024-12-23
431.0935800005682,2024-12-24
-14288.719589999877,2024-12-26
-14482.030190000078,2024-12-27
286.5227399999276,2024-12-30
25258.891989999916,2024-12-31
11719.725650000153,2025-01-02
-504.6416499998886,2025-01-03
-34719.11270999978,2025-01-06
-12185.30067999987,2025-01-07
