account_rewards,date
-2405.4096199998166,2025-01-10
19248.798000000068,2025-01-13
37268.305219999864,2025-01-14
-3524.489999999758,2025-01-15
37765.279999999795,2025-01-16
20378.820000000065,2025-01-17
-22916.82999999984,2025-01-21
2742.810000000056,2025-01-22
8220.909999999916,2025-01-23
-26331.590000000084,2025-01-24
-6797.819999999832,2025-01-27
21721.029999999795,2025-01-28
10610.770000000019,2025-01-29
-22100.040000000037,2025-01-30
-9535.26000000001,2025-01-31
-32410.589999999967,2025-02-03
-9367.100000000093,2025-02-04
-782.9500000000698,2025-02-05
-1005.9399999999441,2025-02-06
8759.950000000186,2025-02-07
-15779.630000000121,2025-02-10
18040.390000000014,2025-02-11
-10088.20000000007,2025-02-12
7694.160000000149,2025-02-13
-16175.35000000021,2025-02-14
8952.490000000107,2025-02-18
14413.969999999972,2025-02-19
-22622.30999999994,2025-02-20
-42106.06999999995,2025-02-21
-26629.20000000007,2025-02-24
-40160.919999999925,2025-02-25
3132.189999999944,2025-02-26
-1345.660000000149,2025-02-27
14445.870000000112,2025-02-28
7954.380000000005,2025-03-03
31625.589999999967,2025-03-04
-8479.459999999963,2025-03-05
-27628.43000000005,2025-03-06
-76671.04999999993,2025-03-07
38499.57999999996,2025-03-10
6602.85999999987,2025-03-11
-25011.160000000033,2025-03-12
28978.700000000303,2025-03-13
2053.5499999998137,2025-03-14
-12802.680000000051,2025-03-17
39076.780000000144,2025-03-18
-24754.660000000033,2025-03-19
-1570.920000000042,2025-03-20
33788.57999999996,2025-03-21
-1145.5999999998603,2025-03-24
-5330.090000000084,2025-03-25
1403.5100000000093,2025-03-26
-27549.53999999992,2025-03-27
-16152.839999999967,2025-03-28
24065.729999999865,2025-03-31
-22665.349999999977,2025-04-01
-752.4499999999534,2025-04-02
-339.63000000000466,2025-04-03
-884.469639999792,2025-04-04
-30690.426099999924,2025-04-07
70367.07740999991,2025-04-08
-923.237989999936,2025-04-09
