account_rewards,date
17936.773400000064,2023-10-05
-11782.290999999968,2023-10-06
-6864.09999999986,2023-10-09
-18164.300000000163,2023-10-10
-4627.999999999884,2023-10-11
4353.199999999953,2023-10-12
58233.65000000002,2023-10-13
-3658.04999999993,2023-10-16
-3109.600000000093,2023-10-17
14217.650000000023,2023-10-18
33007.0499999997,2023-10-19
118882.95000000019,2023-10-20
29407.59999999986,2023-10-23
20142.950000000186,2023-10-24
-12226.80000000028,2023-10-25
-8705.299999999814,2023-10-26
20629.90000000014,2023-10-27
5721.549999999814,2023-10-30
27492.200000000186,2023-10-31
-16614.600000000093,2023-11-01
-7082.449999999953,2023-11-02
11147.84999999986,2023-11-03
12386.800000000047,2023-11-06
7482.949999999953,2023-11-07
37141.60000000009,2023-11-08
21678.100000000093,2023-11-09
-29635.90000000014,2023-11-10
-31173.100000000093,2023-11-13
81666.90000000014,2023-11-14
-60427.19999999995,2023-11-15
16628.649999999674,2023-11-16
29699.40000000014,2023-11-17
-60322.64999999991,2023-11-20
58563.59999999986,2023-11-21
11461.850000000093,2023-11-22
-17587.25,2023-11-24
21088.350000000093,2023-11-27
1021.0,2023-11-28
-4560.75,2023-11-29
34872.15000000014,2023-11-30
114629.89999999967,2023-12-01
73046.8500000001,2023-12-04
-11177.399999999907,2023-12-05
-16747.899999999907,2023-12-06
31757.200000000186,2023-12-07
-103798.30000000028,2023-12-08
8647.299999999814,2023-12-11
50329.05000000028,2023-12-12
5662.449999999953,2023-12-13
-38660.200000000186,2023-12-14
25075.500000000233,2023-12-15
-12947.850000000093,2023-12-18
48707.75,2023-12-19
7448.949999999953,2023-12-20
5054.950000000186,2023-12-21
-52097.40000000014,2023-12-22
33714.64999999991,2023-12-26
-31363.449999999953,2023-12-27
-18379.199999999953,2023-12-28
101587.44999999995,2023-12-29
-74560.79999999981,2024-01-02
46568.05000000005,2024-01-03
-179.90000000037253,2024-01-04
